dataset_source,repo_name,latest_commit,snapshot_dir,python_files_manifest,regular_python_files_counted,symlinks_skipped,total_physical_lines,comment_only_lines,ncloc_python_snapshot,tokenized_files,fallback_files,ncloc_failure_count
control,daxa-ai/pebblo,0ecabf60c19de7cb4cefe66ee10940575860d193,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/0ecabf60c19de7cb4cefe66ee10940575860d193,158,158,0,16586,669,13666,158,0,0
control,daxa-ai/pebblo,111ebf49220edbf177d96e09f6eb1852448c11ce,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/111ebf49220edbf177d96e09f6eb1852448c11ce,96,96,0,8204,335,6740,96,0,0
control,daxa-ai/pebblo,3a962db74dc6a2ace27cbd53802b8574df503dd3,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/3a962db74dc6a2ace27cbd53802b8574df503dd3,153,153,0,16178,656,13328,153,0,0
control,daxa-ai/pebblo,59a9834cf52b9f1aa69b06626702def7a1ea46ba,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/59a9834cf52b9f1aa69b06626702def7a1ea46ba,118,118,0,11636,495,9597,118,0,0
control,daxa-ai/pebblo,8bb53c3f1461b23ebb349dd49be75ba338a87cd2,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/8bb53c3f1461b23ebb349dd49be75ba338a87cd2,79,79,0,4781,238,3877,79,0,0
control,daxa-ai/pebblo,c1c7567f6e9820dd1994ae08b2846b1f4b26fed9,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/c1c7567f6e9820dd1994ae08b2846b1f4b26fed9,95,95,0,7145,308,5855,95,0,0
control,daxa-ai/pebblo,c2dafbad2de48d2901b4f1b4e1abbdbfb3059e13,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/c2dafbad2de48d2901b4f1b4e1abbdbfb3059e13,88,88,0,5562,245,4540,88,0,0
control,daxa-ai/pebblo,c68f56e1092764a2e0205dfb3019811d411b7e94,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/c68f56e1092764a2e0205dfb3019811d411b7e94,134,134,0,13608,539,11263,134,0,0
control,daxa-ai/pebblo,d7943987a7eb9b40c4cf1f957a49b9109201b974,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/d7943987a7eb9b40c4cf1f957a49b9109201b974,91,91,0,6707,297,5493,91,0,0
control,daxa-ai/pebblo,dd0f7f3c16db9f483fb4eabe74a13953fe69d2bf,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/dd0f7f3c16db9f483fb4eabe74a13953fe69d2bf,46,46,0,1329,86,1027,46,0,0
control,daxa-ai/pebblo,e67b01121b7140ae6448941fb10c2f257515d1b0,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/e67b01121b7140ae6448941fb10c2f257515d1b0,141,141,0,14353,588,11870,141,0,0
control,daxa-ai/pebblo,efcc3fbdfe4fd4619aea93d5b3a09e5f4c764715,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/efcc3fbdfe4fd4619aea93d5b3a09e5f4c764715,137,137,0,14003,574,11586,137,0,0
control,daxa-ai/pebblo,fb68cbd371dea2703a715eef83e5ba8d8efb19e6,repo_python/run-py-3a/strict/python_snapshots/control/daxa-ai_pebblo/fb68cbd371dea2703a715eef83e5ba8d8efb19e6,62,62,0,3254,192,2618,62,0,0
control,dimatura/pypcd,6321080f704d3fa331b6b244daf55a6d774212f8,repo_python/run-py-3a/strict/python_snapshots/control/dimatura_pypcd/6321080f704d3fa331b6b244daf55a6d774212f8,19,19,0,4045,429,2956,19,0,0
control,dimatura/pypcd,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,repo_python/run-py-3a/strict/python_snapshots/control/dimatura_pypcd/940c36b375038ba19de8c1d6b3d292ddff8c0bd4,19,19,0,4044,429,2956,19,0,0
control,dimatura/pypcd,b8ce5f2af38b16e549ccadbe54459501761933ab,repo_python/run-py-3a/strict/python_snapshots/control/dimatura_pypcd/b8ce5f2af38b16e549ccadbe54459501761933ab,19,19,0,4044,429,2956,19,0,0
control,djeada/Kurs-Podstaw-Pythona,09b1533f92ef06b3bfbf03137e462fcb1db1dd9b,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/09b1533f92ef06b3bfbf03137e462fcb1db1dd9b,91,91,0,4432,206,3124,91,0,0
control,djeada/Kurs-Podstaw-Pythona,28db5fdf224bfcf3916266630a5d2cc0e6908b06,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/28db5fdf224bfcf3916266630a5d2cc0e6908b06,90,90,0,4397,203,3098,90,0,0
control,djeada/Kurs-Podstaw-Pythona,379390701baddbf36fa5be1cde3dc979fc3bcd7a,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/379390701baddbf36fa5be1cde3dc979fc3bcd7a,91,91,0,4432,206,3124,91,0,0
control,djeada/Kurs-Podstaw-Pythona,3f1204f499a377135708d6d85a82de2caf1b297a,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/3f1204f499a377135708d6d85a82de2caf1b297a,91,91,0,4432,206,3124,91,0,0
control,djeada/Kurs-Podstaw-Pythona,827fc8be3749d84001b16eed3fd87f16444aafa9,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/827fc8be3749d84001b16eed3fd87f16444aafa9,91,91,0,4432,206,3124,91,0,0
control,djeada/Kurs-Podstaw-Pythona,8d0e9de1f09397589f384c78867e9595e1ef56f1,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/8d0e9de1f09397589f384c78867e9595e1ef56f1,90,90,0,4397,203,3098,90,0,0
control,djeada/Kurs-Podstaw-Pythona,9607373ba86b30cf636052dd9b55498064b3c8f8,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/9607373ba86b30cf636052dd9b55498064b3c8f8,90,90,0,4397,203,3098,90,0,0
control,djeada/Kurs-Podstaw-Pythona,a95e0316c23821dad349a60a0bbc6effa22738dc,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/a95e0316c23821dad349a60a0bbc6effa22738dc,91,91,0,4432,206,3124,91,0,0
control,djeada/Kurs-Podstaw-Pythona,b4d61b22c3462726f3be93901abb607b95201578,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/b4d61b22c3462726f3be93901abb607b95201578,91,91,0,4432,206,3124,91,0,0
control,djeada/Kurs-Podstaw-Pythona,d0ac209a9a3c79873be165cc068315b6ed9d8af8,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/d0ac209a9a3c79873be165cc068315b6ed9d8af8,91,91,0,4432,206,3124,91,0,0
control,djeada/Kurs-Podstaw-Pythona,da69156ef45034b6c2915d452d409370b56a64b1,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/da69156ef45034b6c2915d452d409370b56a64b1,90,90,0,4397,203,3098,90,0,0
control,djeada/Kurs-Podstaw-Pythona,de9119d575258c086ce84309850295f498da46cd,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/de9119d575258c086ce84309850295f498da46cd,91,91,0,4432,206,3124,91,0,0
control,djeada/Kurs-Podstaw-Pythona,f8c8f45ea09e9fe28d91c9841108a04ee267bd31,repo_python/run-py-3a/strict/python_snapshots/control/djeada_Kurs-Podstaw-Pythona/f8c8f45ea09e9fe28d91c9841108a04ee267bd31,91,91,0,4432,206,3124,91,0,0
control,dottxt-ai/prompts,1ce5258495a41ebf87c1ef2e8e1fed90baefe001,repo_python/run-py-3a/strict/python_snapshots/control/dottxt-ai_prompts/1ce5258495a41ebf87c1ef2e8e1fed90baefe001,5,5,0,555,14,416,5,0,0
control,dottxt-ai/prompts,3d2689ad7c388af3ab603aa374a51ca66d9eb915,repo_python/run-py-3a/strict/python_snapshots/control/dottxt-ai_prompts/3d2689ad7c388af3ab603aa374a51ca66d9eb915,3,3,0,509,11,384,3,0,0
control,dottxt-ai/prompts,b47c9ba122b0bf40291637b678da62a6ce029eaf,repo_python/run-py-3a/strict/python_snapshots/control/dottxt-ai_prompts/b47c9ba122b0bf40291637b678da62a6ce029eaf,5,5,0,555,14,416,5,0,0
control,dottxt-ai/prompts,d386a43d3e735a56bcbf616c484ffe7fa8ed9f22,repo_python/run-py-3a/strict/python_snapshots/control/dottxt-ai_prompts/d386a43d3e735a56bcbf616c484ffe7fa8ed9f22,3,3,0,509,11,384,3,0,0
control,dromara/domain-admin,00fa6785486975f2e5c8cdff3375d1cb31ee3f53,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/00fa6785486975f2e5c8cdff3375d1cb31ee3f53,248,248,0,20694,1642,14742,248,0,0
control,dromara/domain-admin,018861d9645ed015717a1875fdf446c30289f51a,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/018861d9645ed015717a1875fdf446c30289f51a,202,202,0,15052,1183,10684,202,0,0
control,dromara/domain-admin,0fbc2225825252b1e0fbe1ec1deb4450d734da38,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/0fbc2225825252b1e0fbe1ec1deb4450d734da38,228,228,0,17805,1390,12671,228,0,0
control,dromara/domain-admin,15e8af88c2d0c17be14d35b573fa7ec70d4479b0,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/15e8af88c2d0c17be14d35b573fa7ec70d4479b0,250,250,0,20905,1665,14896,250,0,0
control,dromara/domain-admin,330b1299e9a82b01c31ec84a33cef2610b3bca55,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/330b1299e9a82b01c31ec84a33cef2610b3bca55,236,236,0,19481,1535,13912,236,0,0
control,dromara/domain-admin,4824c6239ec2dcd136144d1b9558cc628a43a0fa,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/4824c6239ec2dcd136144d1b9558cc628a43a0fa,254,254,0,21228,1692,15139,254,0,0
control,dromara/domain-admin,560c637c93b13ccec631e0fb7a22953d380e5ca9,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/560c637c93b13ccec631e0fb7a22953d380e5ca9,251,251,0,21089,1688,15033,251,0,0
control,dromara/domain-admin,57c9f93d9e57006343ab869f23b00f8fd0425962,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/57c9f93d9e57006343ab869f23b00f8fd0425962,215,215,0,16733,1323,11871,215,0,0
control,dromara/domain-admin,6406f470292889443bef67d6221e6ad49e0bb67c,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/6406f470292889443bef67d6221e6ad49e0bb67c,214,214,0,16538,1278,11756,214,0,0
control,dromara/domain-admin,8dd2085555021afc38b116a50c912d7595936d55,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/8dd2085555021afc38b116a50c912d7595936d55,207,207,0,15914,1240,11306,207,0,0
control,dromara/domain-admin,9e29e6935996b3d9c6b099b1e64ade2e4789bca8,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/9e29e6935996b3d9c6b099b1e64ade2e4789bca8,250,250,0,20939,1670,14926,250,0,0
control,dromara/domain-admin,a2aae1b9d2eea4eda91f6e48b67d9def52ed11e1,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/a2aae1b9d2eea4eda91f6e48b67d9def52ed11e1,254,254,0,21252,1691,15166,254,0,0
control,dromara/domain-admin,b1d376b3c3e250f0a89c127e3e0af736bea59d83,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/b1d376b3c3e250f0a89c127e3e0af736bea59d83,246,246,0,20295,1611,14459,246,0,0
control,dromara/domain-admin,dc857fc8d3efa99d3ec1586209a9aa6fb442be4f,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/dc857fc8d3efa99d3ec1586209a9aa6fb442be4f,216,216,0,16826,1329,11938,216,0,0
control,dromara/domain-admin,f184fef939ce2392a3b0c423daa1775993fada71,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/f184fef939ce2392a3b0c423daa1775993fada71,250,250,0,20902,1664,14894,250,0,0
control,dromara/domain-admin,f1db25e8d01f10f13644afc47a0d8684de3d66ad,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/f1db25e8d01f10f13644afc47a0d8684de3d66ad,250,250,0,20901,1662,14895,250,0,0
control,dromara/domain-admin,f47953389ad7a0ea5ca4440b58a4c6c21868df7f,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/f47953389ad7a0ea5ca4440b58a4c6c21868df7f,245,245,0,20163,1612,14358,245,0,0
control,dromara/domain-admin,f688a8c8f852f140a3ace1c44c1006b32e2319a7,repo_python/run-py-3a/strict/python_snapshots/control/dromara_domain-admin/f688a8c8f852f140a3ace1c44c1006b32e2319a7,255,255,0,21332,1695,15233,255,0,0
control,dymmond/edgy,0bea047b50cc5f4c227e8c44eee1ad7ba0382b2d,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/0bea047b50cc5f4c227e8c44eee1ad7ba0382b2d,413,413,0,27042,439,19449,413,0,0
control,dymmond/edgy,10115d3429844344d86a9f8146871f8a991c6573,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/10115d3429844344d86a9f8146871f8a991c6573,413,413,0,27042,439,19449,413,0,0
control,dymmond/edgy,103f66b137d03005ff6baaf5e4b40133d048625d,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/103f66b137d03005ff6baaf5e4b40133d048625d,624,624,0,51340,1285,37967,624,0,0
control,dymmond/edgy,19f8913f2cb1586714752dda0ec21eb5fae3045d,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/19f8913f2cb1586714752dda0ec21eb5fae3045d,663,663,0,56481,1394,42082,663,0,0
control,dymmond/edgy,2539500a350d0adbcb0486ba4525a8862ac753dd,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/2539500a350d0adbcb0486ba4525a8862ac753dd,697,697,0,75756,3736,55946,697,0,0
control,dymmond/edgy,296c59535df2ac0485f1bcb2616e23cfe596db99,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/296c59535df2ac0485f1bcb2616e23cfe596db99,688,688,0,60266,1690,44995,688,0,0
control,dymmond/edgy,35e2fe2ce7936f3eda666eb083c6f64d11610d29,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/35e2fe2ce7936f3eda666eb083c6f64d11610d29,549,549,0,45209,1039,33461,549,0,0
control,dymmond/edgy,449d22c3a3191248096ab44ed1391749111d0c0c,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/449d22c3a3191248096ab44ed1391749111d0c0c,482,482,0,35452,666,25810,482,0,0
control,dymmond/edgy,6beec111e957f1ef9fadfd39bf88a4617f574a9d,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/6beec111e957f1ef9fadfd39bf88a4617f574a9d,642,642,0,53471,1328,39613,642,0,0
control,dymmond/edgy,7f016710cc7c1c3bf04146776df7af8f00894e97,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/7f016710cc7c1c3bf04146776df7af8f00894e97,668,668,0,57910,1639,43089,668,0,0
control,dymmond/edgy,80f019ccf8587cec7d73e07f0c8b2cca70f5a923,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/80f019ccf8587cec7d73e07f0c8b2cca70f5a923,529,529,0,42149,923,31100,529,0,0
control,dymmond/edgy,85a5aa0dcacec8c82bab372772ae25c87c9042f6,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/85a5aa0dcacec8c82bab372772ae25c87c9042f6,421,421,0,27346,442,19672,421,0,0
control,dymmond/edgy,8fc8c3322bcc9c522c6b7798cf3d3409afd2d253,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/8fc8c3322bcc9c522c6b7798cf3d3409afd2d253,475,475,0,34192,620,24543,475,0,0
control,dymmond/edgy,acf009ef9736b17a062320fe62d422fd5db759e3,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/acf009ef9736b17a062320fe62d422fd5db759e3,455,455,0,30447,498,22024,455,0,0
control,dymmond/edgy,b3793603d969de4bf76397961da57910c1e7a6ca,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/b3793603d969de4bf76397961da57910c1e7a6ca,553,553,0,45367,1048,33544,553,0,0
control,dymmond/edgy,b8caa8fe87da4fa572c092051de74aea8724f143,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/b8caa8fe87da4fa572c092051de74aea8724f143,475,475,0,34192,620,24543,475,0,0
control,dymmond/edgy,d1021f76b8fd28b0b0dca17c69da71a3bdc9025e,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/d1021f76b8fd28b0b0dca17c69da71a3bdc9025e,566,566,0,46555,1125,34438,566,0,0
control,dymmond/edgy,e9c3ec3948d50eecc353884feac6b45abb753578,repo_python/run-py-3a/strict/python_snapshots/control/dymmond_edgy/e9c3ec3948d50eecc353884feac6b45abb753578,677,677,0,59288,1658,44203,677,0,0
control,emresen20/Pau-Bilgisayar-nots,0706a69627b488a931cc12b1d61ce0cce4c3b6e9,repo_python/run-py-3a/strict/python_snapshots/control/emresen20_Pau-Bilgisayar-nots/0706a69627b488a931cc12b1d61ce0cce4c3b6e9,0,0,0,0,0,0,0,0,0
control,emresen20/Pau-Bilgisayar-nots,7f9b04eea476f6db0ef2c6249d975eff5cb64fcf,repo_python/run-py-3a/strict/python_snapshots/control/emresen20_Pau-Bilgisayar-nots/7f9b04eea476f6db0ef2c6249d975eff5cb64fcf,4,4,0,446,52,333,4,0,0
control,emresen20/Pau-Bilgisayar-nots,945236bcbb739b31135487d4dbe93cc35c0b1780,repo_python/run-py-3a/strict/python_snapshots/control/emresen20_Pau-Bilgisayar-nots/945236bcbb739b31135487d4dbe93cc35c0b1780,0,0,0,0,0,0,0,0,0
control,emresen20/Pau-Bilgisayar-nots,a11fab8cee55848a09a0faba3b4c33de525e276a,repo_python/run-py-3a/strict/python_snapshots/control/emresen20_Pau-Bilgisayar-nots/a11fab8cee55848a09a0faba3b4c33de525e276a,3,3,0,288,32,204,3,0,0
control,emresen20/Pau-Bilgisayar-nots,ea20069c80a8f9d2c11529b8dedbc2e0d1be9388,repo_python/run-py-3a/strict/python_snapshots/control/emresen20_Pau-Bilgisayar-nots/ea20069c80a8f9d2c11529b8dedbc2e0d1be9388,0,0,0,0,0,0,0,0,0
control,emresen20/Pau-Bilgisayar-nots,f6c2f06e9b5cc301872ac527102717438aef1d76,repo_python/run-py-3a/strict/python_snapshots/control/emresen20_Pau-Bilgisayar-nots/f6c2f06e9b5cc301872ac527102717438aef1d76,3,3,0,288,32,204,3,0,0
control,evermoving/SystemCaptioner,18f1e1f14cd8e24fa0460992e4a6a202590a0248,repo_python/run-py-3a/strict/python_snapshots/control/evermoving_SystemCaptioner/18f1e1f14cd8e24fa0460992e4a6a202590a0248,8,8,0,1176,89,907,8,0,0
control,evermoving/SystemCaptioner,716ddee7066c125ca3bc3193d7eee37bd0eef006,repo_python/run-py-3a/strict/python_snapshots/control/evermoving_SystemCaptioner/716ddee7066c125ca3bc3193d7eee37bd0eef006,8,8,0,1176,89,907,8,0,0
control,evermoving/SystemCaptioner,98a629b7776ba2a9e1b0d136d6844544f4b7a24d,repo_python/run-py-3a/strict/python_snapshots/control/evermoving_SystemCaptioner/98a629b7776ba2a9e1b0d136d6844544f4b7a24d,8,8,0,1176,89,907,8,0,0
control,evermoving/SystemCaptioner,c5762086616c0245b93b8cac9116bd65b0f26aae,repo_python/run-py-3a/strict/python_snapshots/control/evermoving_SystemCaptioner/c5762086616c0245b93b8cac9116bd65b0f26aae,8,8,0,1158,87,892,8,0,0
control,golemfoundation/octant,1cd0657091e99cde49318444daed80dcc83a7d9c,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/1cd0657091e99cde49318444daed80dcc83a7d9c,410,410,0,31426,388,25630,410,0,0
control,golemfoundation/octant,35ca8290646f0441f9854fc1b931d9346f1b4852,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/35ca8290646f0441f9854fc1b931d9346f1b4852,634,634,0,50036,973,40522,634,0,0
control,golemfoundation/octant,418e7384ca9695cf53f541d4c8d3085fde4cac22,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/418e7384ca9695cf53f541d4c8d3085fde4cac22,561,561,0,42187,678,34309,561,0,0
control,golemfoundation/octant,4357dfa79dd3e5e800847782e4e86d055d3a0614,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/4357dfa79dd3e5e800847782e4e86d055d3a0614,556,556,0,41126,685,33240,556,0,0
control,golemfoundation/octant,5c0dc4136764469a7c0534259de19149432d7902,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/5c0dc4136764469a7c0534259de19149432d7902,688,688,0,57375,1385,46439,688,0,0
control,golemfoundation/octant,615f52127829ab201c3269763e78107ff8f42a06,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/615f52127829ab201c3269763e78107ff8f42a06,410,410,0,31525,388,25715,410,0,0
control,golemfoundation/octant,6aeb520dfb7eb4b1cd82d93ecd6bc5d2d3315b73,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/6aeb520dfb7eb4b1cd82d93ecd6bc5d2d3315b73,659,659,0,53340,1069,43345,659,0,0
control,golemfoundation/octant,7dd673283492144e8b89ea706c3588adc352d4b7,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/7dd673283492144e8b89ea706c3588adc352d4b7,437,437,0,32691,436,26474,437,0,0
control,golemfoundation/octant,83e83843f1216240b3d08482bb0ceb9f0e7af3cc,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/83e83843f1216240b3d08482bb0ceb9f0e7af3cc,698,698,0,60294,1459,48639,698,0,0
control,golemfoundation/octant,8bf82677329ba82b25e1326cf8d2178179666c31,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/8bf82677329ba82b25e1326cf8d2178179666c31,696,696,0,61142,1454,49514,696,0,0
control,golemfoundation/octant,9fec97b78de26227101be5afb98312b0bd0f19f7,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/9fec97b78de26227101be5afb98312b0bd0f19f7,528,528,0,39305,687,31811,528,0,0
control,golemfoundation/octant,a20fdc66acfd7b6d2b85a0c04205a598f9dac7fd,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/a20fdc66acfd7b6d2b85a0c04205a598f9dac7fd,341,341,0,24346,287,19703,341,0,0
control,golemfoundation/octant,a7013bf99bd75d707a3d2587fb9b8b4a4d941666,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/a7013bf99bd75d707a3d2587fb9b8b4a4d941666,608,608,0,46723,828,37935,608,0,0
control,golemfoundation/octant,a835dc236ebc9cb41f98f6043b920f1c6759302a,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/a835dc236ebc9cb41f98f6043b920f1c6759302a,528,528,0,39332,687,31837,528,0,0
control,golemfoundation/octant,ba23e7b1c57e0acc44920f7bff14ea22cd986e0b,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/ba23e7b1c57e0acc44920f7bff14ea22cd986e0b,255,255,0,19588,345,15794,255,0,0
control,golemfoundation/octant,ca11d35b99742f88518a811b3bbfcb10a72541c4,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/ca11d35b99742f88518a811b3bbfcb10a72541c4,312,312,0,21953,274,17730,312,0,0
control,golemfoundation/octant,dcc1b2c3e18458991c3150adfb08f0fc2a7a7b50,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/dcc1b2c3e18458991c3150adfb08f0fc2a7a7b50,268,268,0,20675,349,16687,268,0,0
control,golemfoundation/octant,dee94e265471b7b38cd2def55b0151f25b73c5b9,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/dee94e265471b7b38cd2def55b0151f25b73c5b9,404,404,0,29304,383,23646,404,0,0
control,golemfoundation/octant,e6d9f38d8706053686580270c078572970854771,repo_python/run-py-3a/strict/python_snapshots/control/golemfoundation_octant/e6d9f38d8706053686580270c078572970854771,698,698,0,60294,1459,48639,698,0,0
