dataset_source,repo_name,latest_commit,snapshot_dir,python_files_manifest,regular_python_files_counted,symlinks_skipped,total_physical_lines,comment_only_lines,ncloc_python_snapshot,tokenized_files,fallback_files,ncloc_failure_count
control,Simatwa/free-proxies,d683920794eb6f7e81f847cb7c28075b40449cab,repo_python/run-py-3a/strict/python_snapshots/control/Simatwa_free-proxies/d683920794eb6f7e81f847cb7c28075b40449cab,2,2,0,465,3,385,2,0,0
control,Simatwa/free-proxies,fdd490af05ae58201c34e1286a8e898419460735,repo_python/run-py-3a/strict/python_snapshots/control/Simatwa_free-proxies/fdd490af05ae58201c34e1286a8e898419460735,2,2,0,465,3,385,2,0,0
control,The-WhiteRabbit/dnfm_server,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,repo_python/run-py-3a/strict/python_snapshots/control/The-WhiteRabbit_dnfm_server/27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,6,6,0,1065,66,949,6,0,0
control,TheFocusedCoder/api-agent,f8ffde215c91238ab844dc60531b179d6067a211,repo_python/run-py-3a/strict/python_snapshots/control/TheFocusedCoder_api-agent/f8ffde215c91238ab844dc60531b179d6067a211,1,1,0,88,6,66,1,0,0
control,TianxingChen/RoboTwin,8f0222543082deaa21e09a1f5c68e43544cf3309,repo_python/run-py-3a/strict/python_snapshots/control/TianxingChen_RoboTwin/8f0222543082deaa21e09a1f5c68e43544cf3309,0,0,0,0,0,0,0,0,0
control,VirtualFlow/VFVS,1b9eb391aaf36f2d58c1ea8e184e9d5d8c44018d,repo_python/run-py-3a/strict/python_snapshots/control/VirtualFlow_VFVS/1b9eb391aaf36f2d58c1ea8e184e9d5d8c44018d,4,4,0,1752,226,1104,4,0,0
control,VirtualFlow/VFVS,408299a0f106a08fa1792c63b3699453329cc2d6,repo_python/run-py-3a/strict/python_snapshots/control/VirtualFlow_VFVS/408299a0f106a08fa1792c63b3699453329cc2d6,4,4,0,1752,226,1104,4,0,0
control,Wang-ML-Lab/unified-continual-learning,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,repo_python/run-py-3a/strict/python_snapshots/control/Wang-ML-Lab_unified-continual-learning/b631651a1bc8e408cbf4d94bb3f4abb494c7b953,38,38,0,5267,389,4044,38,0,0
control,Wang-ML-Lab/unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,repo_python/run-py-3a/strict/python_snapshots/control/Wang-ML-Lab_unified-continual-learning/ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,38,38,0,5267,389,4044,38,0,0
control,adelatour11/androidtvbackground,0128ef8112e8071c63f30f2aca9fde7831f5e213,repo_python/run-py-3a/strict/python_snapshots/control/adelatour11_androidtvbackground/0128ef8112e8071c63f30f2aca9fde7831f5e213,3,3,0,874,117,618,3,0,0
control,adelatour11/androidtvbackground,3887a623b0ad32405826237c132fec2625f83bbf,repo_python/run-py-3a/strict/python_snapshots/control/adelatour11_androidtvbackground/3887a623b0ad32405826237c132fec2625f83bbf,4,4,0,1120,132,811,4,0,0
control,adelatour11/androidtvbackground,4d2dd2139cb7a32df68d24494631373a4b5b1807,repo_python/run-py-3a/strict/python_snapshots/control/adelatour11_androidtvbackground/4d2dd2139cb7a32df68d24494631373a4b5b1807,6,6,0,2467,270,1800,6,0,0
control,adelatour11/androidtvbackground,4d82c578f6308417109ba352bffef004e4901c76,repo_python/run-py-3a/strict/python_snapshots/control/adelatour11_androidtvbackground/4d82c578f6308417109ba352bffef004e4901c76,6,6,0,2510,266,1843,6,0,0
control,adelatour11/androidtvbackground,643fc587f6a4462f0c0402be899059877cbf3df9,repo_python/run-py-3a/strict/python_snapshots/control/adelatour11_androidtvbackground/643fc587f6a4462f0c0402be899059877cbf3df9,3,3,0,698,126,452,3,0,0
control,adelatour11/androidtvbackground,9d6dbd6cba861bff31a2d39c2acfd4f71f2010e7,repo_python/run-py-3a/strict/python_snapshots/control/adelatour11_androidtvbackground/9d6dbd6cba861bff31a2d39c2acfd4f71f2010e7,3,3,0,692,125,450,3,0,0
control,adelatour11/androidtvbackground,aff8e8fe4c7de868cd845610797d2c4fe47deb05,repo_python/run-py-3a/strict/python_snapshots/control/adelatour11_androidtvbackground/aff8e8fe4c7de868cd845610797d2c4fe47deb05,4,4,0,1826,215,1311,4,0,0
control,adelatour11/androidtvbackground,ff3845ffb8172920c0c224052b77fa81708c463e,repo_python/run-py-3a/strict/python_snapshots/control/adelatour11_androidtvbackground/ff3845ffb8172920c0c224052b77fa81708c463e,4,4,0,927,152,622,4,0,0
control,aio-libs/aiohttp,10e3940aff0945180b71193a45cedf927b4d448d,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/10e3940aff0945180b71193a45cedf927b4d448d,133,133,0,61743,1600,47358,133,0,0
control,aio-libs/aiohttp,1542348fb93fabac142833d267c22210644c0b5e,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/1542348fb93fabac142833d267c22210644c0b5e,132,132,0,61263,1620,47020,132,0,0
control,aio-libs/aiohttp,1710f059dd6c63fcac1efbfd041b1e1cdda9f474,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/1710f059dd6c63fcac1efbfd041b1e1cdda9f474,164,163,1,81300,3063,61689,163,0,0
control,aio-libs/aiohttp,22a12cc2e2ef289d9e96fd87dfc17272177e52ac,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/22a12cc2e2ef289d9e96fd87dfc17272177e52ac,133,133,0,65157,1767,49979,133,0,0
control,aio-libs/aiohttp,25e3e41ad0012381f214886ff437b924a4fda2f2,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/25e3e41ad0012381f214886ff437b924a4fda2f2,133,133,0,61743,1600,47358,133,0,0
control,aio-libs/aiohttp,299fe00a2b7b1f5def7daa98260263a61bc9772d,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/299fe00a2b7b1f5def7daa98260263a61bc9772d,153,152,1,71218,2008,54729,152,0,0
control,aio-libs/aiohttp,3ef5f00f4cb4b4f7b2d6080485b399207c6a525f,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/3ef5f00f4cb4b4f7b2d6080485b399207c6a525f,150,149,1,69741,1959,53553,149,0,0
control,aio-libs/aiohttp,4c81115c0318aa2c7975cb92eeb8fcde9fc84f8f,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/4c81115c0318aa2c7975cb92eeb8fcde9fc84f8f,133,133,0,62378,1612,47869,133,0,0
control,aio-libs/aiohttp,84a2bf121836b29cdf8b2a9aa3308cb6dcc9fb35,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/84a2bf121836b29cdf8b2a9aa3308cb6dcc9fb35,166,165,1,85660,3579,64743,165,0,0
control,aio-libs/aiohttp,a37c4f28b7e3a4d19de283b36133abf9f4cb73cc,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/a37c4f28b7e3a4d19de283b36133abf9f4cb73cc,149,148,1,69364,1933,53275,148,0,0
control,aio-libs/aiohttp,a5f520552d95fd0b348c9183cd51b38869a49334,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/a5f520552d95fd0b348c9183cd51b38869a49334,149,148,1,70933,1977,54897,148,0,0
control,aio-libs/aiohttp,a75ed655d7200102bb0129445469a6f5b6fc7f45,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/a75ed655d7200102bb0129445469a6f5b6fc7f45,133,133,0,61200,1565,46928,133,0,0
control,aio-libs/aiohttp,acfc2e6e34e36c5afadc665ac3a6ffb5c1e00234,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/acfc2e6e34e36c5afadc665ac3a6ffb5c1e00234,165,164,1,86685,3640,65865,164,0,0
control,aio-libs/aiohttp,b103bbca6b753e5b5357367cbaed10c7eade5a44,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/b103bbca6b753e5b5357367cbaed10c7eade5a44,150,149,1,69694,1959,53517,149,0,0
control,aio-libs/aiohttp,b73a4c170c64e2691331542d30133df3d54032c0,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/b73a4c170c64e2691331542d30133df3d54032c0,133,133,0,63790,1679,48944,133,0,0
control,aio-libs/aiohttp,c215e56dc175e9da545e73b00531f743833e0de8,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/c215e56dc175e9da545e73b00531f743833e0de8,133,133,0,61742,1600,47357,133,0,0
control,aio-libs/aiohttp,d2d3621211348aecb3d568e634ba0abb016b6009,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/d2d3621211348aecb3d568e634ba0abb016b6009,153,152,1,70286,1976,53971,152,0,0
control,aio-libs/aiohttp,e86b72f663ab1918e588853bf5fe5f458f72dbf2,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/e86b72f663ab1918e588853bf5fe5f458f72dbf2,141,140,1,66111,1823,50720,140,0,0
control,aio-libs/aiohttp,f6941e738fd5f8b3b110dcf7d1e63ee41de86a70,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/f6941e738fd5f8b3b110dcf7d1e63ee41de86a70,165,164,1,86680,3640,65861,164,0,0
control,aio-libs/aiohttp,fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,repo_python/run-py-3a/strict/python_snapshots/control/aio-libs_aiohttp/fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,132,132,0,60608,1591,46517,132,0,0
control,aj47/100x-orchestrator,2c394810aace9b232637e95c1281dd07f8caba67,repo_python/run-py-3a/strict/python_snapshots/control/aj47_100x-orchestrator/2c394810aace9b232637e95c1281dd07f8caba67,5,5,0,1011,95,767,5,0,0
control,aj47/100x-orchestrator,4fede5d1be8abff710a702ee2ee324e4aa329ba3,repo_python/run-py-3a/strict/python_snapshots/control/aj47_100x-orchestrator/4fede5d1be8abff710a702ee2ee324e4aa329ba3,21,21,0,3057,165,2506,21,0,0
control,aj47/100x-orchestrator,ac9f1d7177edc0d733edd023c5ba631b61d6bbf3,repo_python/run-py-3a/strict/python_snapshots/control/aj47_100x-orchestrator/ac9f1d7177edc0d733edd023c5ba631b61d6bbf3,14,14,0,1675,82,1423,14,0,0
control,aj47/100x-orchestrator,c0f903e0768d211838793febb3ea3cc78ea325ef,repo_python/run-py-3a/strict/python_snapshots/control/aj47_100x-orchestrator/c0f903e0768d211838793febb3ea3cc78ea325ef,21,21,0,3057,165,2506,21,0,0
control,ali-bahrainian/RAG_best_practices,735049f4a408786566fbd3823ef8cb9ba461f341,repo_python/run-py-3a/strict/python_snapshots/control/ali-bahrainian_RAG_best_practices/735049f4a408786566fbd3823ef8cb9ba461f341,7,7,0,1224,55,949,7,0,0
control,ali-bahrainian/RAG_best_practices,7e6218cb7260e337747c807bc28f60516fa7b760,repo_python/run-py-3a/strict/python_snapshots/control/ali-bahrainian_RAG_best_practices/7e6218cb7260e337747c807bc28f60516fa7b760,7,7,0,1228,56,953,7,0,0
control,ali-bahrainian/RAG_best_practices,be7e7ac3532da61f47c1931c68b52f647267c608,repo_python/run-py-3a/strict/python_snapshots/control/ali-bahrainian_RAG_best_practices/be7e7ac3532da61f47c1931c68b52f647267c608,7,7,0,1224,55,949,7,0,0
control,aws-samples/aws-dms-cdc-data-pipeline,1e3520d9c580cde0227bb5c971dac2be8b5e1635,repo_python/run-py-3a/strict/python_snapshots/control/aws-samples_aws-dms-cdc-data-pipeline/1e3520d9c580cde0227bb5c971dac2be8b5e1635,11,11,0,1036,102,779,11,0,0
control,aws-samples/aws-dms-cdc-data-pipeline,4196a7c2072cee21b71315957f0007c61907d932,repo_python/run-py-3a/strict/python_snapshots/control/aws-samples_aws-dms-cdc-data-pipeline/4196a7c2072cee21b71315957f0007c61907d932,11,11,0,1036,102,779,11,0,0
control,aws-samples/aws-dms-cdc-data-pipeline,543f8daf3483b4730bdd27e419a6cd2e5926b6e4,repo_python/run-py-3a/strict/python_snapshots/control/aws-samples_aws-dms-cdc-data-pipeline/543f8daf3483b4730bdd27e419a6cd2e5926b6e4,11,11,0,1036,102,779,11,0,0
control,aws-samples/aws-dms-cdc-data-pipeline,6b8f482a2d290a9cd9b2e25199439567462214cf,repo_python/run-py-3a/strict/python_snapshots/control/aws-samples_aws-dms-cdc-data-pipeline/6b8f482a2d290a9cd9b2e25199439567462214cf,11,11,0,1018,91,773,11,0,0
control,aws-samples/aws-dms-cdc-data-pipeline,7a248bbbe3b3ccc58fec30fdabcdeffc4992491f,repo_python/run-py-3a/strict/python_snapshots/control/aws-samples_aws-dms-cdc-data-pipeline/7a248bbbe3b3ccc58fec30fdabcdeffc4992491f,11,11,0,1036,102,779,11,0,0
control,aws-samples/aws-dms-cdc-data-pipeline,a356ba6970f7d550a30ea4f6a83d2307573a2d81,repo_python/run-py-3a/strict/python_snapshots/control/aws-samples_aws-dms-cdc-data-pipeline/a356ba6970f7d550a30ea4f6a83d2307573a2d81,11,11,0,999,91,754,11,0,0
control,aws-samples/aws-dms-cdc-data-pipeline,d15a811b3328a4cec14534f724cbd8b6399360f0,repo_python/run-py-3a/strict/python_snapshots/control/aws-samples_aws-dms-cdc-data-pipeline/d15a811b3328a4cec14534f724cbd8b6399360f0,11,11,0,1036,102,779,11,0,0
control,aws/nova-act,0166b77440414fa4722ba2a00bd4efb53b8b0284,repo_python/run-py-3a/strict/python_snapshots/control/aws_nova-act/0166b77440414fa4722ba2a00bd4efb53b8b0284,27,27,0,2937,383,1984,27,0,0
control,aws/nova-act,03bf255e76814a50b7ed1cd4e9961d8d6b9dc01d,repo_python/run-py-3a/strict/python_snapshots/control/aws_nova-act/03bf255e76814a50b7ed1cd4e9961d8d6b9dc01d,81,81,0,9115,1139,6294,81,0,0
control,aws/nova-act,0c34f761c63a37dc23f400ea6257163f2009b0d5,repo_python/run-py-3a/strict/python_snapshots/control/aws_nova-act/0c34f761c63a37dc23f400ea6257163f2009b0d5,70,70,0,7385,1016,5023,70,0,0
control,aws/nova-act,9fdf998b06aa849cefeec00490a3429837f584f2,repo_python/run-py-3a/strict/python_snapshots/control/aws_nova-act/9fdf998b06aa849cefeec00490a3429837f584f2,30,30,0,3507,424,2419,30,0,0
control,aws/nova-act,d13683ac30876df8004b7eaeb6ed9db10607a419,repo_python/run-py-3a/strict/python_snapshots/control/aws_nova-act/d13683ac30876df8004b7eaeb6ed9db10607a419,28,28,0,3305,399,2277,28,0,0
control,aws/nova-act,ec2a9086644b1fc68c0c39ed362360e2843800eb,repo_python/run-py-3a/strict/python_snapshots/control/aws_nova-act/ec2a9086644b1fc68c0c39ed362360e2843800eb,64,64,0,6414,913,4309,64,0,0
control,baaivision/EVE,3bdde8cf07d29c43fde3477471803c45293f601d,repo_python/run-py-3a/strict/python_snapshots/control/baaivision_EVE/3bdde8cf07d29c43fde3477471803c45293f601d,51,51,0,8539,235,6923,51,0,0
control,baaivision/EVE,4460bd68c7279f64fa31e54c33fdc666af484b0b,repo_python/run-py-3a/strict/python_snapshots/control/baaivision_EVE/4460bd68c7279f64fa31e54c33fdc666af484b0b,51,51,0,8539,235,6923,51,0,0
control,baaivision/EVE,c42d6f4946b397d19a07e04a6536813684764ce8,repo_python/run-py-3a/strict/python_snapshots/control/baaivision_EVE/c42d6f4946b397d19a07e04a6536813684764ce8,107,107,0,18721,770,14955,107,0,0
control,baaivision/EVE,c5bd77dfa8aaf19beb22257094dede0fc487b846,repo_python/run-py-3a/strict/python_snapshots/control/baaivision_EVE/c5bd77dfa8aaf19beb22257094dede0fc487b846,51,51,0,8539,235,6923,51,0,0
control,baaivision/EVE,cc63ec74d9e5eb7f476c2e083eac087b2882f285,repo_python/run-py-3a/strict/python_snapshots/control/baaivision_EVE/cc63ec74d9e5eb7f476c2e083eac087b2882f285,107,107,0,18721,770,14955,107,0,0
control,believethehype/nostrdvm,09873fd990809b06cc4218215f48575c41c969e3,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/09873fd990809b06cc4218215f48575c41c969e3,167,167,0,29733,1935,22605,167,0,0
control,believethehype/nostrdvm,12d618e1897f5aeebbb669573f95b24b865bcf83,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/12d618e1897f5aeebbb669573f95b24b865bcf83,207,207,0,33089,2085,25092,207,0,0
control,believethehype/nostrdvm,1f4f7cd5ac26006cdd339cf14028c89f2fd5df00,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/1f4f7cd5ac26006cdd339cf14028c89f2fd5df00,100,100,0,14641,668,11395,100,0,0
control,believethehype/nostrdvm,1fd708e9565070c5f488dd84b4cdb1f035b62c2c,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/1fd708e9565070c5f488dd84b4cdb1f035b62c2c,90,90,0,12362,495,9692,90,0,0
control,believethehype/nostrdvm,25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,157,157,0,27236,1757,20712,157,0,0
control,believethehype/nostrdvm,365e7de6aac45ddd03d91587d6566b53704d8a0c,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/365e7de6aac45ddd03d91587d6566b53704d8a0c,122,122,0,18808,1015,14520,122,0,0
control,believethehype/nostrdvm,6a264f7edd6a7acb7ca49da1b587316bc6ede852,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/6a264f7edd6a7acb7ca49da1b587316bc6ede852,102,102,0,15086,686,11748,102,0,0
control,believethehype/nostrdvm,728db264af2b01dafe19e7352d4f6b55c5ff0ccb,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/728db264af2b01dafe19e7352d4f6b55c5ff0ccb,130,130,0,21839,1348,16648,130,0,0
control,believethehype/nostrdvm,80314c16683b64155db66144dfd93f4e3179e0aa,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/80314c16683b64155db66144dfd93f4e3179e0aa,208,208,0,33231,2091,25197,208,0,0
control,believethehype/nostrdvm,86d96a4772f8f217bb372c7d811277420b6cc930,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/86d96a4772f8f217bb372c7d811277420b6cc930,171,171,0,30406,1866,23143,171,0,0
control,believethehype/nostrdvm,8785288c9792a28f5aca7b34d63951113ed0ba70,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/8785288c9792a28f5aca7b34d63951113ed0ba70,144,144,0,25498,1613,19444,144,0,0
control,believethehype/nostrdvm,8dedff5b20dcbaa64f40672faadb34c93b5111d2,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/8dedff5b20dcbaa64f40672faadb34c93b5111d2,161,161,0,28300,1851,21514,161,0,0
control,believethehype/nostrdvm,9509d49186f1adcd4220db22611c7860ea7a9cd9,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/9509d49186f1adcd4220db22611c7860ea7a9cd9,105,105,0,16308,789,12705,105,0,0
control,believethehype/nostrdvm,963c39ee31b67106336fa28dd56c73d065349a3d,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/963c39ee31b67106336fa28dd56c73d065349a3d,207,207,0,33089,2085,25092,207,0,0
control,believethehype/nostrdvm,9a17d966d31a71d931ba83375444e30a12525fcd,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/9a17d966d31a71d931ba83375444e30a12525fcd,150,150,0,26425,1648,20101,150,0,0
control,believethehype/nostrdvm,d38a7cf1833f29ff1d16d392e0ac45bcca3c94cd,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/d38a7cf1833f29ff1d16d392e0ac45bcca3c94cd,85,85,0,11562,447,9105,85,0,0
control,believethehype/nostrdvm,e48dfe7e7ae497453383502f9de26ed22b0fc7e8,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/e48dfe7e7ae497453383502f9de26ed22b0fc7e8,209,209,0,33277,2089,25234,209,0,0
control,believethehype/nostrdvm,f793b498e47e0ce9e9944d4d54e215b8c88d40f7,repo_python/run-py-3a/strict/python_snapshots/control/believethehype_nostrdvm/f793b498e47e0ce9e9944d4d54e215b8c88d40f7,207,207,0,33094,2085,25096,207,0,0
control,bobokun/actualtap-py,0a0b9f8b3074166a662f745379a4eaec7e2286c4,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/0a0b9f8b3074166a662f745379a4eaec7e2286c4,14,14,0,408,34,288,14,0,0
control,bobokun/actualtap-py,45a1dfead973828b1e14187cc7c95496522eb0ba,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/45a1dfead973828b1e14187cc7c95496522eb0ba,14,14,0,361,32,251,14,0,0
control,bobokun/actualtap-py,594fc8def9e8fc43de05b1c60d6d6c1328418b2d,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/594fc8def9e8fc43de05b1c60d6d6c1328418b2d,14,14,0,472,42,335,14,0,0
control,bobokun/actualtap-py,5da960399e0af62f7fe967931cd7ab754bc166f8,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/5da960399e0af62f7fe967931cd7ab754bc166f8,14,14,0,472,42,335,14,0,0
control,bobokun/actualtap-py,8aff825b3c669e457f84a2a319c45c17ebc1c3d9,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/8aff825b3c669e457f84a2a319c45c17ebc1c3d9,14,14,0,472,42,335,14,0,0
control,bobokun/actualtap-py,91d4301414af6c64524a732f970daf5cad50ff1b,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/91d4301414af6c64524a732f970daf5cad50ff1b,14,14,0,472,42,335,14,0,0
control,bobokun/actualtap-py,995bef727f592aa9edd92801e9d1f401b760c67f,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/995bef727f592aa9edd92801e9d1f401b760c67f,14,14,0,472,42,335,14,0,0
control,bobokun/actualtap-py,9a1766dde5ccaec881ea3622d317c24075657f3c,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/9a1766dde5ccaec881ea3622d317c24075657f3c,14,14,0,471,42,334,14,0,0
control,bobokun/actualtap-py,a26e3c46adf6f1fab7f983a855d535a043c9d0f1,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/a26e3c46adf6f1fab7f983a855d535a043c9d0f1,14,14,0,361,32,251,14,0,0
control,bobokun/actualtap-py,a5fcb921ad47b516b36cca41ecfe36142cb0fcd0,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/a5fcb921ad47b516b36cca41ecfe36142cb0fcd0,14,14,0,343,28,244,14,0,0
control,bobokun/actualtap-py,cb10f3fb24b0bd412ef6f86b7d3c20701e38a163,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/cb10f3fb24b0bd412ef6f86b7d3c20701e38a163,14,14,0,472,42,335,14,0,0
control,bobokun/actualtap-py,eb7fac7e0328535a7df8956bee346324bc5045d8,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/eb7fac7e0328535a7df8956bee346324bc5045d8,24,24,0,1439,96,1052,24,0,0
control,bobokun/actualtap-py,ed5e4f556aa1a459c8cca67343262d890a2f8cbf,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/ed5e4f556aa1a459c8cca67343262d890a2f8cbf,24,24,0,1439,96,1052,24,0,0
control,bobokun/actualtap-py,f18a4b2af590b5fcdc9fbfb576acba83448f4a7e,repo_python/run-py-3a/strict/python_snapshots/control/bobokun_actualtap-py/f18a4b2af590b5fcdc9fbfb576acba83448f4a7e,14,14,0,467,42,330,14,0,0
control,bropines/chrome-lens-py,01ca4c0bdf4c77e9cd0ace4c24e5a63df29a37ba,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/01ca4c0bdf4c77e9cd0ace4c24e5a63df29a37ba,11,11,0,1389,64,1153,11,0,0
control,bropines/chrome-lens-py,4f1620431d6867b4088acf5de8a05f55c8a89244,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/4f1620431d6867b4088acf5de8a05f55c8a89244,19,19,0,4170,37,3409,19,0,0
control,bropines/chrome-lens-py,84922f3da6764564f118d381dbd9ee84b09681b6,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/84922f3da6764564f118d381dbd9ee84b09681b6,11,11,0,705,12,586,11,0,0
control,bropines/chrome-lens-py,9fe53b7726defcbb4189829ff8808d17c80f482d,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/9fe53b7726defcbb4189829ff8808d17c80f482d,11,11,0,1240,62,1026,11,0,0
control,bropines/chrome-lens-py,ad8d9902f2c9a302c532c005da8b86b7da25858a,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/ad8d9902f2c9a302c532c005da8b86b7da25858a,9,9,0,459,9,375,9,0,0
control,bropines/chrome-lens-py,cc867b581a07a1c4dae60fc5963017d18393ee8c,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/cc867b581a07a1c4dae60fc5963017d18393ee8c,11,11,0,1207,39,1017,11,0,0
control,bropines/chrome-lens-py,e06a26cc2df7b9f475b163cd147c2d892ae69a7b,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/e06a26cc2df7b9f475b163cd147c2d892ae69a7b,12,12,0,3131,247,2537,12,0,0
control,bropines/chrome-lens-py,e37629473f98a73ca5118f0f3970855c19e4789d,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/e37629473f98a73ca5118f0f3970855c19e4789d,11,11,0,1110,32,943,11,0,0
control,bropines/chrome-lens-py,f0ba9bc2757176ac16104b265c8003212d822a3c,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/f0ba9bc2757176ac16104b265c8003212d822a3c,19,19,0,4268,40,3497,19,0,0
control,bropines/chrome-lens-py,fd01ef9d479704ebf3b40ed2d84e650d14fa385f,repo_python/run-py-3a/strict/python_snapshots/control/bropines_chrome-lens-py/fd01ef9d479704ebf3b40ed2d84e650d14fa385f,11,11,0,761,9,646,11,0,0
control,caffeinedoom/reconthing,63f6a888dcf040f261ad37f46356ce5dba6ec853,repo_python/run-py-3a/strict/python_snapshots/control/caffeinedoom_reconthing/63f6a888dcf040f261ad37f46356ce5dba6ec853,32,32,0,2041,59,1669,32,0,0
control,cyb3rfortr3ss/ByDeF,af0b596ed25048c90b6bdee88900c8fad8fcda6c,repo_python/run-py-3a/strict/python_snapshots/control/cyb3rfortr3ss_ByDeF/af0b596ed25048c90b6bdee88900c8fad8fcda6c,1,1,0,423,35,317,1,0,0
control,cyb3rfortr3ss/ByDeF,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,repo_python/run-py-3a/strict/python_snapshots/control/cyb3rfortr3ss_ByDeF/d7b3e3870708b397ed5abbf846b77d5f1159a5a8,2,2,0,10,1,7,2,0,0
control,davidhandsome86/LLM_RAG,57f27f2529bbadf6c72f236c4f10140984d2dfdd,repo_python/run-py-3a/strict/python_snapshots/control/davidhandsome86_LLM_RAG/57f27f2529bbadf6c72f236c4f10140984d2dfdd,4,4,0,141,3,115,4,0,0
control,davidhandsome86/LLM_RAG,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,repo_python/run-py-3a/strict/python_snapshots/control/davidhandsome86_LLM_RAG/87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,4,4,0,141,3,115,4,0,0
