repo_name,time,dataset_source,is_treatment,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,stars,issues,age,ncloc_paper,ncloc_python_snapshot,paper_covariate_matched,python_snapshot_ncloc_matched,analysis_ready_agc_paper_ncloc,analysis_ready_agc_python_snapshot_ncloc,latest_commit,python_file_count,files_analyzed,failure_count,agc_analysis_status,agc_repo_month_matched,top_level_blocks_scored,agc_top_level_blocks,human_top_level_blocks,agc_top_level_block_ratio,function_blocks_scored,agc_function_blocks,human_function_blocks,agc_function_block_ratio,class_blocks_scored,agc_class_blocks,human_class_blocks,agc_class_block_ratio,comparison_status,changed_top_level_blocks,changed_agc_top_level_blocks,changed_hwc_top_level_blocks,agc_changed_top_level_block_ratio,added_top_level_blocks,added_agc_top_level_blocks,added_hwc_top_level_blocks,agc_added_top_level_block_ratio,modified_top_level_blocks,modified_agc_top_level_blocks,modified_hwc_top_level_blocks,agc_modified_top_level_block_ratio,changed_function_blocks,changed_agc_function_blocks,changed_hwc_function_blocks,agc_changed_function_block_ratio,changed_class_blocks,changed_agc_class_blocks,changed_hwc_class_blocks,agc_changed_class_block_ratio,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc
OpenMOSS/Language-Model-SAEs,2025-03,treatment,1,2024-12,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,1148,990,3,7.0,0.0,313.0,12360.0,8159,1,1,1,1,aeac157124bdf3e5e3fe2459f0ccdb062061210d,64,64,0,ok,1,252,46,206,0.1825396825396825,182,31,151,0.1703296703296703,70,15,55,0.2142857142857142,ready,42,1,41,0.023809523809523808,9,0,9,0.0,33,1,32,0.030303030303030304,19,0,19,0.0,23,1,22,0.043478260869565216,1,1
OpenMOSS/Language-Model-SAEs,2025-04,treatment,1,2024-12,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,5062,2924,1,8.0,2.0,344.0,13855.0,9814,1,1,1,1,2f4fe056a9ac1c8ab2ec1057018ecf4fb4d7c20f,66,66,0,ok,1,277,53,224,0.1913357400722021,193,33,160,0.1709844559585492,84,20,64,0.238095238095238,ready,102,11,91,0.10784313725490197,27,9,18,0.3333333333333333,75,2,73,0.02666666666666667,55,3,52,0.05454545454545454,47,8,39,0.1702127659574468,1,1
OpenMOSS/Language-Model-SAEs,2025-05,treatment,1,2024-12,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,10985,10958,3,1.0,1.0,374.0,16427.0,12093,1,1,1,1,37469ae8057d58f2ae019565f5a92dece1930a81,75,75,0,ok,1,321,61,260,0.190031152647975,227,38,189,0.1674008810572687,94,23,71,0.2446808510638297,ready,91,18,73,0.1978021978021978,61,15,46,0.2459016393442623,30,3,27,0.1,54,9,45,0.16666666666666666,37,9,28,0.24324324324324326,1,1
OpenMOSS/Language-Model-SAEs,2025-06,treatment,1,2024-12,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,65,15408,10083,7,6.0,1.0,405.0,17203.0,13008,1,1,1,1,deb50259eb13a06f4d89347b44328969a29368bb,76,76,0,ok,1,328,62,266,0.1890243902439024,226,36,190,0.1592920353982301,102,26,76,0.2549019607843137,ready,59,6,53,0.1016949152542373,21,5,16,0.23809523809523808,38,1,37,0.02631578947368421,22,2,20,0.09090909090909091,37,4,33,0.10810810810810811,1,1
OpenMOSS/Language-Model-SAEs,2025-07,treatment,1,2024-12,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,10768,3469,6,8.0,0.0,435.0,17941.0,14081,1,1,1,1,05f9176bcfc2823acdbcbcee2e10a60bc04db620,79,79,0,ok,1,349,65,284,0.1862464183381088,241,39,202,0.1618257261410788,108,26,82,0.2407407407407407,ready,65,6,59,0.09230769230769231,22,4,18,0.18181818181818182,43,2,41,0.046511627906976744,26,3,23,0.11538461538461539,39,3,36,0.07692307692307693,1,1
OpenMOSS/Language-Model-SAEs,2025-08,treatment,1,2024-12,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,43124,2646,2,,,,,17694,0,1,0,0,6afc05011512735430b9e7036a7a0f1fb6d0fbe2,92,92,0,ok,1,382,69,313,0.1806282722513089,258,43,215,0.1666666666666666,124,26,98,0.2096774193548387,ready,131,18,113,0.13740458015267176,63,9,54,0.14285714285714285,68,9,59,0.1323529411764706,63,12,51,0.19047619047619047,68,6,62,0.08823529411764706,0,0
OpenSPP/openspp-modules,2024-01,treatment,0,2025-03,0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3520,2424,6,0.0,0.0,0.0,91874.0,26735,1,1,1,1,8bf5c500f8efa8ec31be2cf551b06b38be992b68,580,580,0,ok,1,370,31,339,0.0837837837837837,46,18,28,0.391304347826087,324,13,311,0.0401234567901234,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
OpenSPP/openspp-modules,2024-02,treatment,0,2025-03,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132,22638,26820,7,0.0,2.0,0.0,47264.0,25355,1,1,1,1,0d00c990ce20f3f2661f545baac31934c6fa21fd,530,530,0,ok,1,368,27,341,0.0733695652173913,46,19,27,0.4130434782608695,322,8,314,0.0248447204968944,ready,138,8,130,0.057971014492753624,25,5,20,0.2,113,3,110,0.02654867256637168,13,4,9,0.3076923076923077,125,4,121,0.032,1,1
OpenSPP/openspp-modules,2024-03,treatment,0,2025-03,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,379633,3307,8,0.0,14.0,9.0,54944.0,28542,1,1,1,1,799fd97eb17fd65c8c7733052bac265f5c4b49c3,575,575,0,ok,1,405,41,364,0.1012345679012345,56,24,32,0.4285714285714285,349,17,332,0.0487106017191977,ready,50,15,35,0.3,38,15,23,0.39473684210526316,12,0,12,0.0,10,5,5,0.5,40,10,30,0.25,1,1
OpenSPP/openspp-modules,2024-04,treatment,0,2025-03,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,74882,2584,9,0.0,11.0,40.0,74803.0,35867,1,1,1,1,eff2549b7d5c1266d0a48e552c6244f9539c3e03,668,668,0,ok,1,526,44,482,0.0836501901140684,60,26,34,0.4333333333333333,466,18,448,0.03862660944206,ready,133,3,130,0.022556390977443608,121,3,118,0.024793388429752067,12,0,12,0.0,4,2,2,0.5,129,1,128,0.007751937984496124,1,1
OpenSPP/openspp-modules,2024-05,treatment,0,2025-03,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186,190791,10699,9,0.0,29.0,70.0,78472.0,38796,1,1,1,1,fd8842c5be918ecf40f5f85d99131591e52a5289,707,707,0,ok,1,568,57,511,0.1003521126760563,72,35,37,0.4861111111111111,496,22,474,0.0443548387096774,ready,133,16,117,0.12030075187969924,42,12,30,0.2857142857142857,91,4,87,0.04395604395604396,13,9,4,0.6923076923076923,120,7,113,0.058333333333333334,1,1
OpenSPP/openspp-modules,2024-06,treatment,0,2025-03,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5285,207011,9,0.0,23.0,101.0,59050.0,31771,1,1,1,1,2004f4bf223d5d003203bf1b8d2c60e4262a357a,645,645,0,ok,1,459,55,404,0.1198257080610021,69,33,36,0.4782608695652174,390,22,368,0.0564102564102564,ready,11,0,11,0.0,5,0,5,0.0,6,0,6,0.0,0,0,0,,11,0,11,0.0,1,1
OpenSPP/openspp-modules,2024-07,treatment,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,6655,389,6,0.0,22.0,131.0,60627.0,32441,1,1,1,1,f022df49930204a30688e7b979ab155f18833dd5,669,669,0,ok,1,476,56,420,0.1176470588235294,69,33,36,0.4782608695652174,407,23,384,0.0565110565110565,ready,30,1,29,0.03333333333333333,17,1,16,0.058823529411764705,13,0,13,0.0,0,0,0,,30,1,29,0.03333333333333333,1,1
OpenSPP/openspp-modules,2024-08,treatment,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,220,92444,10081,11,1.0,33.0,162.0,62791.0,33603,1,1,1,1,ee3c2a33837392370f724af88090ac5725af2df3,705,705,0,ok,1,500,56,444,0.112,69,33,36,0.4782608695652174,431,23,408,0.0533642691415313,ready,47,0,47,0.0,24,0,24,0.0,23,0,23,0.0,0,0,0,,47,0,47,0.0,1,1
OpenSPP/openspp-modules,2024-09,treatment,0,2025-03,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177,8105,2700,6,0.0,39.0,193.0,62899.0,33644,1,1,1,1,adf9c3e640dcf158b1939a67fc424a5a38f34b05,706,706,0,ok,1,501,56,445,0.1117764471057884,69,33,36,0.4782608695652174,432,23,409,0.0532407407407407,ready,5,0,5,0.0,1,0,1,0.0,4,0,4,0.0,0,0,0,,5,0,5,0.0,1,1
OpenSPP/openspp-modules,2024-10,treatment,0,2025-03,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177,167054,23998,8,1.0,47.0,223.0,84386.0,36163,1,1,1,1,8ab103e8b8df63345e967be734504433210de708,744,744,0,ok,1,530,55,475,0.1037735849056603,75,32,43,0.4266666666666667,455,23,432,0.0505494505494505,ready,84,5,79,0.05952380952380952,33,1,32,0.030303030303030304,51,4,47,0.0784313725490196,13,4,9,0.3076923076923077,71,1,70,0.014084507042253521,1,1
OpenSPP/openspp-modules,2024-11,treatment,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,166,88515,36204,9,0.0,35.0,254.0,84970.0,36432,1,1,1,1,5f3a46921e55abdb97b68723af5308aabac1ea0d,754,754,0,ok,1,536,56,480,0.1044776119402985,78,33,45,0.4230769230769231,458,23,435,0.0502183406113537,ready,28,1,27,0.03571428571428571,6,1,5,0.16666666666666666,22,0,22,0.0,3,1,2,0.3333333333333333,25,0,25,0.0,1,1
OpenSPP/openspp-modules,2024-12,treatment,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,16349,3011,8,0.0,19.0,284.0,87622.0,38230,1,1,1,1,026e469c043e4d009ffca22d01df4141527ee06c,797,797,0,ok,1,562,55,507,0.097864768683274,78,33,45,0.4230769230769231,484,22,462,0.0454545454545454,ready,47,0,47,0.0,28,0,28,0.0,19,0,19,0.0,0,0,0,,47,0,47,0.0,1,1
OpenSPP/openspp-modules,2025-01,treatment,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,15057,1507,7,1.0,46.0,315.0,87756.0,38350,1,1,1,1,f0b4ccd97823138abe97f586925dcd04d95e2963,799,799,0,ok,1,563,55,508,0.0976909413854351,78,33,45,0.4230769230769231,485,22,463,0.045360824742268,ready,5,0,5,0.0,1,0,1,0.0,4,0,4,0.0,0,0,0,,5,0,5,0.0,1,1
OpenSPP/openspp-modules,2025-02,treatment,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140,134218,17932,9,0.0,45.0,346.0,99223.0,41826,1,1,1,1,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,883,883,0,ok,1,625,63,562,0.1008,79,33,46,0.4177215189873418,546,30,516,0.0549450549450549,ready,120,9,111,0.075,72,9,63,0.125,48,0,48,0.0,1,0,1,0.0,119,9,110,0.07563025210084033,1,1
OpenSPP/openspp-modules,2025-03,treatment,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42,53729,4442,7,0.0,16.0,374.0,101422.0,43500,1,1,1,1,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,904,904,0,ok,1,640,64,576,0.1,79,33,46,0.4177215189873418,561,31,530,0.0552584670231729,ready,19,1,18,0.05263157894736842,15,1,14,0.06666666666666667,4,0,4,0.0,0,0,0,,19,1,18,0.05263157894736842,1,1
OpenSPP/openspp-modules,2025-04,treatment,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,3087,1648,5,3.0,6.0,405.0,101437.0,43508,1,1,1,1,d9435af911347aca6f33c1e847a64f4309f63c83,904,904,0,ok,1,640,64,576,0.1,79,33,46,0.4177215189873418,561,31,530,0.0552584670231729,ready,1,0,1,0.0,0,0,0,,1,0,1,0.0,0,0,0,,1,0,1,0.0,1,1
OpenSPP/openspp-modules,2025-05,treatment,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,1249,526,4,1.0,18.0,435.0,101615.0,43663,1,1,1,1,9783d4150a596167e276f941b23db0abfb41fd5f,906,906,0,ok,1,642,64,578,0.0996884735202492,79,33,46,0.4177215189873418,563,31,532,0.0550621669626998,ready,11,0,11,0.0,2,0,2,0.0,9,0,9,0.0,1,0,1,0.0,10,0,10,0.0,1,1
OpenSPP/openspp-modules,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,58,3,3,2.0,3.0,466.0,101616.0,43664,1,1,1,1,5b93758fc556b726ca84e652fa2b3601f4d740b2,906,906,0,ok,1,642,64,578,0.0996884735202492,79,33,46,0.4177215189873418,563,31,532,0.0550621669626998,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
OpenSPP/openspp-modules,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,364,2417,4,1.0,3.0,496.0,101627.0,43669,1,1,1,1,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,906,906,0,ok,1,642,64,578,0.0996884735202492,79,33,46,0.4177215189873418,563,31,532,0.0550621669626998,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
OpenSPP/openspp-modules,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,6952,15282,1,,,,,43672,0,1,0,0,bbfe82a523fcba3a8202d41b851a1a961258e6b4,906,906,0,ok,1,642,64,578,0.0996884735202492,79,33,46,0.4177215189873418,563,31,532,0.0550621669626998,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
PiotrCzapla/smart_dictation,2024-10,treatment,1,2024-10,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2559,2416,2,1.0,0.0,0.0,351.0,364,1,1,1,1,f0f396492a7bc34bd4fd16e2857d21f744d7c6b1,7,7,0,ok,1,26,10,16,0.3846153846153846,20,9,11,0.45,6,1,5,0.1666666666666666,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
PostHog/posthog,2024-01,treatment,0,2025-02,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,443,82664,46216,33,417.0,133.0,1430.0,548212.0,280454,1,1,1,1,31807262c0750a4f71a793579092e9e4a3b51abc,1650,1650,0,ok,1,4253,1017,3236,0.2391253233011991,2064,535,1529,0.2592054263565891,2189,482,1707,0.2201918684330744,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
PostHog/posthog,2024-02,treatment,0,2025-02,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,431,137939,79964,33,467.0,170.0,1461.0,573567.0,301315,1,1,1,1,2085f68b0550d22be1f300f57b9e4a15f1ea7efe,1707,1707,0,ok,1,4428,1056,3372,0.2384823848238482,2154,553,1601,0.2567316620241411,2274,503,1771,0.2211961301671064,ready,709,88,621,0.12411847672778561,255,48,207,0.18823529411764706,454,40,414,0.0881057268722467,298,43,255,0.14429530201342283,411,45,366,0.10948905109489052,1,1
PostHog/posthog,2024-03,treatment,0,2025-02,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,399,63801,29562,35,594.0,321.0,1490.0,589460.0,312505,1,1,1,1,92e17ce307a577c4233d4ab252eebc6c2207a5ee,1779,1779,0,ok,1,4576,1081,3495,0.2362325174825174,2228,563,1665,0.2526929982046678,2348,518,1830,0.2206132879045996,ready,643,68,575,0.1057542768273717,218,42,176,0.1926605504587156,425,26,399,0.0611764705882353,280,37,243,0.13214285714285715,363,31,332,0.08539944903581267,1,1
PostHog/posthog,2024-04,treatment,0,2025-02,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505,72205,40295,41,671.0,419.0,1521.0,607701.0,325096,1,1,1,1,e446d1983007db6960d0a524456884c7cf1d8b46,1815,1815,0,ok,1,4681,1107,3574,0.2364879299295022,2284,579,1705,0.2535026269702277,2397,528,1869,0.2202753441802253,ready,1561,176,1385,0.11274823830877642,134,37,97,0.27611940298507465,1427,139,1288,0.09740714786264891,726,117,609,0.16115702479338842,835,59,776,0.07065868263473053,1,1
PostHog/posthog,2024-05,treatment,0,2025-02,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,456,168250,127733,45,738.0,155.0,1551.0,630918.0,340660,1,1,1,1,9e2003c8d389a3a6ed531aa5036cc77052896979,1865,1865,0,ok,1,4912,1159,3753,0.2359527687296417,2379,608,1771,0.2555695670449769,2533,551,1982,0.2175286221871298,ready,815,93,722,0.11411042944785275,263,56,207,0.21292775665399238,552,37,515,0.06702898550724638,282,53,229,0.1879432624113475,533,40,493,0.075046904315197,1,1
PostHog/posthog,2024-06,treatment,0,2025-02,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,496,151255,64043,40,1243.0,242.0,1582.0,661185.0,353847,1,1,1,1,0b22cc401624bedab251a98f8bc86608ca9f59e5,1932,1932,0,ok,1,5165,1209,3956,0.2340755082284608,2522,644,1878,0.2553528945281522,2643,565,2078,0.2137722285281876,ready,1159,198,961,0.17083692838654013,350,90,260,0.2571428571428571,809,108,701,0.1334981458590853,527,103,424,0.1954459203036053,632,95,537,0.15031645569620253,1,1
PostHog/posthog,2024-07,treatment,0,2025-02,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,581,91815,57652,41,539.0,225.0,1612.0,677634.0,366834,1,1,1,1,6499bded5585bf1423fcf6673b2f560fe4f941af,2005,2005,0,ok,1,5338,1251,4087,0.2343574372424129,2615,673,1942,0.2573613766730401,2723,578,2145,0.21226588321704,ready,771,93,678,0.12062256809338522,237,56,181,0.23628691983122363,534,37,497,0.06928838951310862,331,62,269,0.18731117824773413,440,31,409,0.07045454545454545,1,1
PostHog/posthog,2024-08,treatment,0,2025-02,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,70831,37328,40,562.0,176.0,1643.0,695941.0,377387,1,1,1,1,0a6ab2622fd9404afdc60100fef54c3c112ea379,2058,2058,0,ok,1,5494,1278,4216,0.2326174008008736,2661,679,1982,0.2551672303645246,2833,599,2234,0.2114366396046593,ready,708,87,621,0.1228813559322034,193,50,143,0.25906735751295334,515,37,478,0.07184466019417475,201,37,164,0.18407960199004975,507,50,457,0.09861932938856016,1,1
PostHog/posthog,2024-09,treatment,0,2025-02,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,393,80912,32743,38,722.0,178.0,1674.0,725600.0,395978,1,1,1,1,761c6ce0ab4db14ddede62cb61b6d6854dff7ea7,2170,2170,0,ok,1,5764,1353,4411,0.2347328244274809,2768,716,2052,0.2586705202312139,2996,637,2359,0.2126168224299065,ready,657,106,551,0.1613394216133942,294,78,216,0.2653061224489796,363,28,335,0.07713498622589532,245,52,193,0.21224489795918366,412,54,358,0.13106796116504854,1,1
PostHog/posthog,2024-10,treatment,0,2025-02,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,446,122595,66264,35,520.0,192.0,1704.0,748190.0,409190,1,1,1,1,12ff477551dfc5a197aca3006e14e4193183dbd8,2251,2251,0,ok,1,6001,1389,4612,0.2314614230961506,2858,732,2126,0.2561231630510847,3143,657,2486,0.2090359529112313,ready,806,97,709,0.12034739454094293,317,62,255,0.19558359621451105,489,35,454,0.07157464212678936,281,46,235,0.16370106761565836,525,51,474,0.09714285714285714,1,1
PostHog/posthog,2024-11,treatment,0,2025-02,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,426,109037,59875,47,594.0,148.0,1735.0,776480.0,423497,1,1,1,1,b4d51e3b746e6174a7d60c525ea22387f00dcafe,2342,2342,0,ok,1,6211,1429,4782,0.2300756721944936,2917,749,2168,0.2567706547823106,3294,680,2614,0.2064359441408621,ready,745,71,674,0.0953020134228188,274,48,226,0.17518248175182483,471,23,448,0.04883227176220807,270,37,233,0.13703703703703704,475,34,441,0.07157894736842105,1,1
PostHog/posthog,2024-12,treatment,0,2025-02,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,439,101533,52801,44,593.0,171.0,1765.0,802199.0,441285,1,1,1,1,3aa25f3257f981db0b7e8b5411dc209b66c6f4c2,2407,2407,0,ok,1,6519,1513,5006,0.2320908114741524,3122,810,2312,0.2594490711082639,3397,703,2694,0.2069473064468648,ready,929,135,794,0.14531754574811626,392,108,284,0.2755102040816326,537,27,510,0.05027932960893855,434,97,337,0.22350230414746544,495,38,457,0.07676767676767676,1,1
PostHog/posthog,2025-01,treatment,0,2025-02,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,725,282233,108937,59,911.0,206.0,1796.0,837418.0,448360,1,1,1,1,1253d960c415d65583dac034353702ad74016da1,2486,2486,0,ok,1,6765,1560,5205,0.2305986696230598,3229,839,2390,0.2598327655620935,3536,721,2815,0.2039027149321267,ready,996,109,887,0.10943775100401607,384,76,308,0.19791666666666666,612,33,579,0.05392156862745098,421,60,361,0.14251781472684086,575,49,526,0.08521739130434783,1,1
PostHog/posthog,2025-02,treatment,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,897,197144,219825,58,666.0,214.0,1827.0,896790.0,472023,1,1,1,1,e6cdfed56138f74a1e8bcac05f60036d96ab9a6a,2580,2580,0,ok,1,7172,1683,5489,0.2346625766871165,3483,930,2553,0.2670111972437554,3689,753,2936,0.2041203578205475,ready,1157,183,974,0.1581676750216076,473,141,332,0.29809725158562367,684,42,642,0.06140350877192982,586,129,457,0.22013651877133106,571,54,517,0.09457092819614711,1,1
PostHog/posthog,2025-03,treatment,1,2025-02,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,942,199769,113000,60,795.0,202.0,1855.0,936364.0,493998,1,1,1,1,ecdaddcfaf15967165806e2cd4f9bc0cfb40f0e1,2716,2716,0,ok,1,7679,1794,5885,0.2336241698137778,3783,999,2784,0.2640761300555115,3896,795,3101,0.2040554414784394,ready,1390,184,1206,0.13237410071942446,574,124,450,0.21602787456445993,816,60,756,0.07352941176470588,574,106,468,0.18466898954703834,816,78,738,0.09558823529411764,1,1
PostHog/posthog,2025-04,treatment,1,2025-02,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,880,168900,92484,63,698.0,198.0,1886.0,937017.0,516641,1,1,1,1,08f147eb9879e899fb7939f4b9413c86164ba7f9,2877,2877,0,ok,1,8141,1879,6262,0.2308070261638619,4021,1050,2971,0.2611290723700572,4120,829,3291,0.2012135922330097,ready,1138,132,1006,0.11599297012302284,545,104,441,0.1908256880733945,593,28,565,0.047217537942664416,448,70,378,0.15625,690,62,628,0.08985507246376812,1,1
PostHog/posthog,2025-05,treatment,1,2025-02,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,748,225422,61653,67,511.0,286.0,1916.0,1021926.0,537504,1,1,1,1,fa2cab6b204f2efeabb5c5bbc1d35ff23c91ec8b,2992,2992,0,ok,1,8454,1936,6518,0.229004021764845,4150,1087,3063,0.2619277108433735,4304,849,3455,0.1972583643122676,ready,1097,132,965,0.1203281677301732,519,95,424,0.18304431599229287,578,37,541,0.06401384083044982,464,82,382,0.17672413793103448,633,50,583,0.07898894154818326,1,1
PostHog/posthog,2025-06,treatment,1,2025-02,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1043,237242,128385,76,460.0,203.0,1947.0,1079135.0,568232,1,1,1,1,bf87ddcb0e02027bb8c1e7a1aa2e03f0c4312e90,3148,3148,0,ok,1,9051,2086,6965,0.2304717710750193,4451,1168,3283,0.2624129409121545,4600,918,3682,0.1995652173913043,ready,1690,227,1463,0.13431952662721894,747,180,567,0.24096385542168675,943,47,896,0.04984093319194061,783,132,651,0.1685823754789272,907,95,812,0.10474090407938258,1,1
PostHog/posthog,2025-07,treatment,1,2025-02,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1143,325484,161054,80,389.0,199.0,1977.0,1155675.0,618141,1,1,1,1,8e13bf3cbfe9684eb907f7ddf706aa9fae2099e0,3388,3388,0,ok,1,9715,2221,7494,0.2286155429747812,4726,1223,3503,0.2587812103258569,4989,998,3991,0.2000400881940268,ready,2064,265,1799,0.12839147286821706,903,196,707,0.21705426356589147,1161,69,1092,0.059431524547803614,819,131,688,0.15995115995115994,1245,134,1111,0.10763052208835341,1,1
PostHog/posthog,2025-08,treatment,1,2025-02,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,990,320595,190823,79,442.0,166.0,2008.0,1232071.0,658122,1,1,1,1,79cf381322842888a721905c09490e85f98a5a2a,3609,3609,0,ok,1,10435,2366,8069,0.2267369429803545,5112,1310,3802,0.2562597809076682,5323,1056,4267,0.1983843697163254,ready,2116,260,1856,0.12287334593572778,956,181,775,0.1893305439330544,1160,79,1081,0.06810344827586207,868,144,724,0.16589861751152074,1248,116,1132,0.09294871794871795,1,1
ResearchHub/researchhub-backend,2024-01,treatment,0,2025-03,0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10050,3258,3,1.0,0.0,961.0,77300.0,73754,1,1,1,1,fd34f4bcb44c74f5e5e65d22a4e60528b46c8c5e,1467,1467,0,ok,1,2120,820,1300,0.3867924528301887,600,252,348,0.42,1520,568,952,0.3736842105263158,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
ResearchHub/researchhub-backend,2024-02,treatment,0,2025-03,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4787,1985,2,7.0,0.0,992.0,79116.0,75645,1,1,1,1,082491f7b25a2fb7477f126520ad723aed615118,1486,1486,0,ok,1,2168,841,1327,0.3879151291512915,632,270,362,0.4272151898734177,1536,571,965,0.3717447916666667,ready,87,23,64,0.26436781609195403,63,22,41,0.3492063492063492,24,1,23,0.041666666666666664,55,20,35,0.36363636363636365,32,3,29,0.09375,1,1
ResearchHub/researchhub-backend,2024-03,treatment,0,2025-03,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185,5113,4719,9,1.0,2.0,1021.0,79197.0,75708,1,1,1,1,846af110c8dbc352f7e5a367bfcb84015599ad69,1469,1469,0,ok,1,2156,837,1319,0.3882189239332096,630,268,362,0.4253968253968254,1526,569,957,0.372870249017038,ready,54,6,48,0.1111111111111111,11,3,8,0.2727272727272727,43,3,40,0.06976744186046512,10,3,7,0.3,44,3,41,0.06818181818181818,1,1
ResearchHub/researchhub-backend,2024-04,treatment,0,2025-03,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177,5200,10115,4,1.0,43.0,1052.0,77492.0,74005,1,1,1,1,3071ea750bcff8f981dfdc6550b191da46b16655,1429,1429,0,ok,1,2110,825,1285,0.3909952606635071,620,266,354,0.4290322580645161,1490,559,931,0.3751677852348993,ready,73,17,56,0.2328767123287671,17,11,6,0.6470588235294118,56,6,50,0.10714285714285714,20,9,11,0.45,53,8,45,0.1509433962264151,1,1
