repo_name,time,dataset_source,is_treatment,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,stars,issues,age,ncloc_paper,ncloc_python_snapshot,paper_covariate_matched,python_snapshot_ncloc_matched,analysis_ready_agc_paper_ncloc,analysis_ready_agc_python_snapshot_ncloc,latest_commit,python_file_count,files_analyzed,failure_count,agc_analysis_status,agc_repo_month_matched,top_level_blocks_scored,agc_top_level_blocks,human_top_level_blocks,agc_top_level_block_ratio,function_blocks_scored,agc_function_blocks,human_function_blocks,agc_function_block_ratio,class_blocks_scored,agc_class_blocks,human_class_blocks,agc_class_block_ratio,comparison_status,changed_top_level_blocks,changed_agc_top_level_blocks,changed_hwc_top_level_blocks,agc_changed_top_level_block_ratio,added_top_level_blocks,added_agc_top_level_blocks,added_hwc_top_level_blocks,agc_added_top_level_block_ratio,modified_top_level_blocks,modified_agc_top_level_blocks,modified_hwc_top_level_blocks,agc_modified_top_level_block_ratio,changed_function_blocks,changed_agc_function_blocks,changed_hwc_function_blocks,agc_changed_function_block_ratio,changed_class_blocks,changed_agc_class_blocks,changed_hwc_class_blocks,agc_changed_class_block_ratio,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc
DataDog/integrations-core,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,142,79085,9677,70,5.0,5.0,3336.0,567619.0,418818,1,1,1,1,f9f78ed17fce4bcd63e24aaa39a9e47dddbd7f4f,4571,4571,0,ok,1,15390,6541,8849,0.4250162443144899,12376,6003,6373,0.4850517129928894,3014,538,2476,0.1785003317850033,ready,606,193,413,0.3184818481848185,234,120,114,0.5128205128205128,372,73,299,0.19623655913978494,510,186,324,0.36470588235294116,96,7,89,0.07291666666666667,1,1
DataDog/integrations-core,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,173,103880,19789,57,6.0,4.0,3366.0,573689.0,424945,1,1,1,1,26abd13d37aca13903e1cf8e64b1f0f0959630f6,4620,4620,0,ok,1,15594,6638,8956,0.4256765422598435,12545,6096,6449,0.4859306496612196,3049,542,2507,0.1777632010495244,ready,809,127,682,0.15698393077873918,212,96,116,0.4528301886792453,597,31,566,0.051926298157453935,649,122,527,0.18798151001540833,160,5,155,0.03125,1,1
DataDog/integrations-core,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,169,93802,37434,71,3.0,6.0,3397.0,577198.0,428498,1,1,1,1,af4afd423a8cce60bcaf879e543f1b696e3f0caa,4627,4627,0,ok,1,15693,6665,9028,0.4247116548779711,12628,6119,6509,0.4845581248020272,3065,546,2519,0.1781402936378466,ready,374,44,330,0.11764705882352941,123,31,92,0.25203252032520324,251,13,238,0.05179282868525897,305,37,268,0.12131147540983607,69,7,62,0.10144927536231885,1,1
DataScienceUIBK/Rankify,2025-02,treatment,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,9035,5653,4,156.0,0.0,0.0,22795.0,27511,1,1,1,1,5a3d11e41492d15c2bbf8d16217f544f60b5f6cc,246,246,0,ok,1,531,72,459,0.135593220338983,236,44,192,0.1864406779661017,295,28,267,0.0949152542372881,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
DataScienceUIBK/Rankify,2025-03,treatment,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,47,4648,2673,3,158.0,4.0,19.0,24047.0,28834,1,1,1,1,fff4134bd4fd10772e43803fd24c18cb86736b8a,252,252,0,ok,1,535,73,462,0.1364485981308411,236,44,192,0.1864406779661017,299,29,270,0.0969899665551839,ready,18,2,16,0.1111111111111111,5,1,4,0.2,13,1,12,0.07692307692307693,2,0,2,0.0,16,2,14,0.125,1,1
DataScienceUIBK/Rankify,2025-04,treatment,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,276,83,3,113.0,1.0,50.0,24149.0,28970,1,1,1,1,ef3650b84cb9b1433299a9aea5bf84faba715d23,253,253,0,ok,1,535,73,462,0.1364485981308411,236,44,192,0.1864406779661017,299,29,270,0.0969899665551839,ready,12,1,11,0.08333333333333333,0,0,0,,12,1,11,0.08333333333333333,0,0,0,,12,1,11,0.08333333333333333,1,1
DataScienceUIBK/Rankify,2025-05,treatment,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,5551,839,4,20.0,3.0,80.0,25125.0,30132,1,1,1,1,886291a6ef7caceeee9ae757d5ee9bf4c70629e8,286,286,0,ok,1,570,83,487,0.1456140350877193,248,49,199,0.1975806451612903,322,34,288,0.1055900621118012,ready,40,11,29,0.275,39,10,29,0.2564102564102564,1,1,0,1.0,13,5,8,0.38461538461538464,27,6,21,0.2222222222222222,1,1
DataScienceUIBK/Rankify,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,29160,7807,8,12.0,1.0,111.0,29732.0,35237,1,1,1,1,ccc4e8c4c16485446c0878c8149857a22c7b3fa0,329,329,0,ok,1,632,93,539,0.1471518987341772,284,59,225,0.2077464788732394,348,34,314,0.0977011494252873,ready,98,16,82,0.16326530612244897,62,10,52,0.16129032258064516,36,6,30,0.16666666666666666,37,10,27,0.2702702702702703,61,6,55,0.09836065573770492,1,1
DataScienceUIBK/Rankify,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2649417,1064,3,8.0,0.0,141.0,30155.0,35534,1,1,1,1,0bcd01d816331727b1598306362a5449934f0982,331,331,0,ok,1,633,93,540,0.1469194312796208,284,59,225,0.2077464788732394,349,34,315,0.0974212034383954,ready,20,2,18,0.1,1,0,1,0.0,19,2,17,0.10526315789473684,2,0,2,0.0,18,2,16,0.1111111111111111,1,1
DataScienceUIBK/Rankify,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,3130,2648080,4,7.0,0.0,172.0,30092.0,35916,1,1,1,1,8e604d0b889aff847e4a897a8d07bccb61fb3550,332,332,0,ok,1,632,92,540,0.1455696202531645,284,59,225,0.2077464788732394,348,33,315,0.0948275862068965,ready,27,4,23,0.14814814814814814,0,0,0,,27,4,23,0.14814814814814814,8,0,8,0.0,19,4,15,0.21052631578947367,1,1
Elevate-Code/better-voice-typing,2024-10,treatment,1,2024-10,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,305.0,342,1,1,1,1,564b5339660fc620ca21e7e2a7b6cb507fea77cb,8,8,0,ok,1,12,5,7,0.4166666666666667,9,4,5,0.4444444444444444,3,1,2,0.3333333333333333,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
Elevate-Code/better-voice-typing,2024-11,treatment,1,2024-10,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,2001,1726,1,4.0,0.0,0.0,1112.0,1194,1,1,1,1,a58e01b461c249d902a0a38b44b278840cc0d3b8,13,13,0,ok,1,38,10,28,0.2631578947368421,30,8,22,0.2666666666666666,8,2,6,0.25,ready,36,9,27,0.25,27,7,20,0.25925925925925924,9,2,7,0.2222222222222222,28,7,21,0.25,8,2,6,0.25,1,1
Elevate-Code/better-voice-typing,2024-12,treatment,1,2024-10,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,4.0,0.0,18.0,1112.0,1194,1,1,1,1,691e5ea7b6e251066e26fcb732477e5536324de5,13,13,0,ok,1,38,10,28,0.2631578947368421,30,8,22,0.2666666666666666,8,2,6,0.25,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
Elevate-Code/better-voice-typing,2025-01,treatment,1,2024-10,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,52,7,1,7.0,0.0,49.0,1122.0,1207,1,1,1,1,11a9aff4a987035c54db1819a6499b693fe22527,13,13,0,ok,1,38,10,28,0.2631578947368421,30,8,22,0.2666666666666666,8,2,6,0.25,ready,1,0,1,0.0,0,0,0,,1,0,1,0.0,1,0,1,0.0,0,0,0,,1,1
Elevate-Code/better-voice-typing,2025-02,treatment,1,2024-10,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,66,20,1,8.0,1.0,80.0,1161.0,1236,1,1,1,1,4ad5bb35383da1aac343d657bee5678e600963f6,13,13,0,ok,1,38,10,28,0.2631578947368421,30,8,22,0.2666666666666666,8,2,6,0.25,ready,2,1,1,0.5,0,0,0,,2,1,1,0.5,2,1,1,0.5,0,0,0,,1,1
Elevate-Code/better-voice-typing,2025-03,treatment,1,2024-10,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,710,404,1,8.0,1.0,108.0,1139.0,1189,1,1,1,1,2fb4137106d569616cdd58bd61a7b35acdd04ff1,12,12,0,ok,1,38,11,27,0.2894736842105263,30,9,21,0.3,8,2,6,0.25,ready,10,3,7,0.3,4,2,2,0.5,6,1,5,0.16666666666666666,9,2,7,0.2222222222222222,1,1,0,1.0,1,1
Elevate-Code/better-voice-typing,2025-06,treatment,1,2024-10,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1380,223,1,5.0,0.0,200.0,1555.0,1688,1,1,1,1,b2c1fb94b85d91156f3d63587812a0ff1b644e51,16,16,0,ok,1,51,17,34,0.3333333333333333,40,14,26,0.35,11,3,8,0.2727272727272727,ready,22,8,14,0.36363636363636365,13,6,7,0.46153846153846156,9,2,7,0.2222222222222222,14,6,8,0.42857142857142855,8,2,6,0.25,1,1
Elevate-Code/better-voice-typing,2025-07,treatment,1,2024-10,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,467,138,1,3.0,6.0,230.0,1691.0,1843,1,1,1,1,b346834d9ba6d8c69f92d86158cf2b8ee6b4084d,16,16,0,ok,1,52,16,36,0.3076923076923077,41,13,28,0.3170731707317073,11,3,8,0.2727272727272727,ready,8,1,7,0.125,2,0,2,0.0,6,1,5,0.16666666666666666,4,0,4,0.0,4,1,3,0.25,1,1
Elevate-Code/better-voice-typing,2025-08,treatment,1,2024-10,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,486,227,1,,,,,2004,0,1,0,0,5233de084ce33a7b791b053561d57fc58fd81781,17,17,0,ok,1,53,15,38,0.2830188679245283,41,12,29,0.2926829268292683,12,3,9,0.25,ready,3,0,3,0.0,1,0,1,0.0,2,0,2,0.0,2,0,2,0.0,1,0,1,0.0,0,0
Hankanman/Area-Occupancy-Detection,2024-11,treatment,0,2024-12,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,13664,7720,2,3.0,0.0,0.0,2055.0,2195,1,1,1,1,6885f16d3e6247d30bdadd90b957bbad5bb60eeb,14,14,0,ok,1,45,6,39,0.1333333333333333,20,1,19,0.05,25,5,20,0.2,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
Hankanman/Area-Occupancy-Detection,2024-12,treatment,1,2024-12,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,144,31582,28221,2,44.0,18.0,5.0,2764.0,2962,1,1,1,1,7e137f74827455c32fa64b1d2e79fa73c95694d9,19,19,0,ok,1,65,14,51,0.2153846153846154,34,5,29,0.1470588235294117,31,9,22,0.2903225806451613,ready,53,13,40,0.24528301886792453,44,13,31,0.29545454545454547,9,0,9,0.0,22,4,18,0.18181818181818182,31,9,22,0.2903225806451613,1,1
Hankanman/Area-Occupancy-Detection,2025-02,treatment,1,2024-12,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3084,2128,1,0.0,2.0,67.0,3280.0,3498,1,1,1,1,f2fecb8f98eeea0475eaf694639998f0162ef62a,22,22,0,ok,1,82,19,63,0.2317073170731707,47,8,39,0.1702127659574468,35,11,24,0.3142857142857143,ready,44,6,38,0.13636363636363635,29,6,23,0.20689655172413793,15,0,15,0.0,34,4,30,0.11764705882352941,10,2,8,0.2,1,1
Hankanman/Area-Occupancy-Detection,2025-03,treatment,1,2024-12,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4239,2505,2,0.0,1.0,95.0,3280.0,4155,1,1,1,1,7c6e1b00e1163b66672f82dc43bbb05a4edeb355,24,24,0,ok,1,88,25,63,0.2840909090909091,49,10,39,0.2040816326530612,39,15,24,0.3846153846153846,ready,30,10,20,0.3333333333333333,13,8,5,0.6153846153846154,17,2,15,0.11764705882352941,9,3,6,0.3333333333333333,21,7,14,0.3333333333333333,1,1
Hankanman/Area-Occupancy-Detection,2025-04,treatment,1,2024-12,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,81,30102,15525,2,4.0,10.0,126.0,7639.0,8488,1,1,1,1,00170790d87bf4c96a152db012307fcf2f96d907,37,37,0,ok,1,234,52,182,0.2222222222222222,174,26,148,0.1494252873563218,60,26,34,0.4333333333333333,ready,215,41,174,0.19069767441860466,168,32,136,0.19047619047619047,47,9,38,0.19148936170212766,162,21,141,0.12962962962962962,53,20,33,0.37735849056603776,1,1
Hankanman/Area-Occupancy-Detection,2025-05,treatment,1,2024-12,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,4922,2725,2,16.0,8.0,156.0,7697.0,8525,1,1,1,1,e9376dba4dacbd5768081e174a2fd06c612e195b,32,32,0,ok,1,222,42,180,0.1891891891891892,175,22,153,0.1257142857142857,47,20,27,0.425531914893617,ready,88,6,82,0.06818181818181818,22,3,19,0.13636363636363635,66,3,63,0.045454545454545456,74,5,69,0.06756756756756757,14,1,13,0.07142857142857142,1,1
Hankanman/Area-Occupancy-Detection,2025-06,treatment,1,2024-12,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,136,96517,63738,3,2.0,0.0,187.0,12817.0,13880,1,1,1,1,f58755cc8f73b85fb26ebf5e1b94c4a542457636,42,42,0,ok,1,255,40,215,0.1568627450980392,113,26,87,0.2300884955752212,142,14,128,0.0985915492957746,ready,247,34,213,0.13765182186234817,212,31,181,0.14622641509433962,35,3,32,0.08571428571428572,107,22,85,0.205607476635514,140,12,128,0.08571428571428572,1,1
Hankanman/Area-Occupancy-Detection,2025-07,treatment,1,2024-12,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141,44597,37764,3,2.0,6.0,217.0,14210.0,15426,1,1,1,1,0d02b4e4a8a0ab050ac2516d063354f9306cc0b4,44,44,0,ok,1,301,51,250,0.1694352159468438,151,37,114,0.2450331125827814,150,14,136,0.0933333333333333,ready,127,15,112,0.11811023622047244,68,12,56,0.17647058823529413,59,3,56,0.05084745762711865,66,11,55,0.16666666666666666,61,4,57,0.06557377049180328,1,1
Hankanman/Area-Occupancy-Detection,2025-08,treatment,1,2024-12,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,27296,37906,3,4.0,6.0,248.0,12472.0,13883,1,1,1,1,e59ebed0b7f06287d1e5daab27d7fa9786a6fdc4,40,40,0,ok,1,266,55,211,0.206766917293233,159,44,115,0.2767295597484276,107,11,96,0.102803738317757,ready,183,28,155,0.15300546448087432,60,12,48,0.2,123,16,107,0.13008130081300814,100,23,77,0.23,83,5,78,0.060240963855421686,1,1
Kiln-AI/Kiln,2024-08,treatment,0,2025-01,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160,9596,1499,2,0.0,0.0,0.0,1021.0,940,1,1,1,1,003cb0935ee0a1fdd94258344d5d6246e4bbcc39,16,16,0,ok,1,80,25,55,0.3125,63,18,45,0.2857142857142857,17,7,10,0.4117647058823529,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
Kiln-AI/Kiln,2024-09,treatment,0,2025-01,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,4016,1297,2,0.0,0.0,0.0,2763.0,2696,1,1,1,1,bf9e65a4268090cb17f0bc55759d397114c411f0,27,27,0,ok,1,168,37,131,0.2202380952380952,134,26,108,0.1940298507462686,34,11,23,0.3235294117647059,ready,107,15,92,0.14018691588785046,93,14,79,0.15053763440860216,14,1,13,0.07142857142857142,81,9,72,0.1111111111111111,26,6,20,0.23076923076923078,1,1
Kiln-AI/Kiln,2024-10,treatment,0,2025-01,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,306,46885,14728,2,2.0,0.0,0.0,7954.0,7342,1,1,1,1,8f605e1872b0a323d7bcf48be7e84528eb5d4680,58,58,0,ok,1,427,96,331,0.2248243559718969,369,79,290,0.2140921409214092,58,17,41,0.293103448275862,ready,360,76,284,0.2111111111111111,292,60,232,0.2054794520547945,68,16,52,0.23529411764705882,311,64,247,0.2057877813504823,49,12,37,0.24489795918367346,1,1
Kiln-AI/Kiln,2024-11,treatment,0,2025-01,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,238,23224,3121,2,39.0,14.0,6.0,12971.0,12267,1,1,1,1,46cbfac54080ec7c17303d22ac3ab04f9fc11ca3,80,80,0,ok,1,660,151,509,0.2287878787878788,571,125,446,0.2189141856392294,89,26,63,0.2921348314606741,ready,302,63,239,0.20860927152317882,238,56,182,0.23529411764705882,64,7,57,0.109375,255,50,205,0.19607843137254902,47,13,34,0.2765957446808511,1,1
Kiln-AI/Kiln,2024-12,treatment,0,2025-01,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,189,29627,4455,4,47.0,19.0,36.0,16617.0,15947,1,1,1,1,f23f125dc468860999abeebe36c2b7c8a8ff5033,87,87,0,ok,1,827,167,660,0.2019347037484885,732,140,592,0.1912568306010929,95,27,68,0.2842105263157894,ready,302,36,266,0.11920529801324503,190,28,162,0.14736842105263157,112,8,104,0.07142857142857142,269,32,237,0.11895910780669144,33,4,29,0.12121212121212122,1,1
Kiln-AI/Kiln,2025-01,treatment,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,111,6877,2338,6,665.0,29.0,67.0,18135.0,17519,1,1,1,1,f9c319fcb18c8e99ee60ab3c63af64aef9d76587,101,101,0,ok,1,897,189,708,0.2107023411371237,791,160,631,0.202275600505689,106,29,77,0.2735849056603773,ready,161,28,133,0.17391304347826086,77,24,53,0.3116883116883117,84,4,80,0.047619047619047616,125,24,101,0.192,36,4,32,0.1111111111111111,1,1
Kiln-AI/Kiln,2025-02,treatment,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,247,42187,11148,4,1957.0,48.0,98.0,25165.0,24720,1,1,1,1,19d3c934771e762e031503d6a69625560bb990d4,136,136,0,ok,1,1186,244,942,0.2057335581787521,1038,202,836,0.1946050096339113,148,42,106,0.2837837837837837,ready,512,76,436,0.1484375,324,68,256,0.20987654320987653,188,8,180,0.0425531914893617,426,59,367,0.13849765258215962,86,17,69,0.19767441860465115,1,1
Kiln-AI/Kiln,2025-03,treatment,1,2025-01,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,172,27697,8362,4,289.0,17.0,126.0,28044.0,27666,1,1,1,1,3ffe3c317febc7255c5bb8502c3e87839b3b3b43,139,139,0,ok,1,1279,262,1017,0.2048475371383893,1121,214,907,0.1909009812667261,158,48,110,0.3037974683544304,ready,229,32,197,0.13973799126637554,141,26,115,0.18439716312056736,88,6,82,0.06818181818181818,189,22,167,0.1164021164021164,40,10,30,0.25,1,1
Kiln-AI/Kiln,2025-04,treatment,1,2025-01,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108,10998,2953,4,124.0,11.0,157.0,29931.0,29426,1,1,1,1,39423a96b59cba8c650cf807d6cfd7472e59ac38,141,141,0,ok,1,1333,269,1064,0.2018004501125281,1173,220,953,0.1875532821824382,160,49,111,0.30625,ready,90,10,80,0.1111111111111111,60,7,53,0.11666666666666667,30,3,27,0.1,78,9,69,0.11538461538461539,12,1,11,0.08333333333333333,1,1
Kiln-AI/Kiln,2025-05,treatment,1,2025-01,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,180,19780,4559,5,101.0,8.0,187.0,33712.0,32734,1,1,1,1,2e335295e5b45762838ecebd9a09dcbdb70f3c35,145,145,0,ok,1,1435,284,1151,0.1979094076655052,1261,229,1032,0.1816019032513877,174,55,119,0.3160919540229885,ready,231,30,201,0.12987012987012986,104,21,83,0.20192307692307693,127,9,118,0.07086614173228346,183,16,167,0.08743169398907104,48,14,34,0.2916666666666667,1,1
Kiln-AI/Kiln,2025-06,treatment,1,2025-01,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,317,33217,11744,5,170.0,4.0,218.0,35833.0,34441,1,1,1,1,d1b131ca42c7ebb995731d63754a8829e72f0bd2,152,152,0,ok,1,1490,292,1198,0.1959731543624161,1305,236,1069,0.1808429118773946,185,56,129,0.3027027027027027,ready,271,21,250,0.07749077490774908,78,10,68,0.1282051282051282,193,11,182,0.05699481865284974,228,17,211,0.07456140350877193,43,4,39,0.09302325581395349,1,1
Kiln-AI/Kiln,2025-07,treatment,1,2025-01,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,337,65576,16036,7,87.0,6.0,248.0,39255.0,35860,1,1,1,1,f829026e6c9b974636554b85ad973b4f074d3c96,155,155,0,ok,1,1540,293,1247,0.1902597402597402,1349,235,1114,0.1742031134173461,191,58,133,0.3036649214659686,ready,155,11,144,0.07096774193548387,57,8,49,0.14035087719298245,98,3,95,0.030612244897959183,116,6,110,0.05172413793103448,39,5,34,0.1282051282051282,1,1
Kiln-AI/Kiln,2025-08,treatment,1,2025-01,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,415,125629,40777,10,50.0,6.0,279.0,41656.0,38255,1,1,1,1,315777c3f26303453773d154dbe9c11533c7615f,157,157,0,ok,1,1616,298,1318,0.1844059405940594,1424,241,1183,0.1692415730337078,192,57,135,0.296875,ready,139,8,131,0.05755395683453238,78,3,75,0.038461538461538464,61,5,56,0.08196721311475409,128,7,121,0.0546875,11,1,10,0.09090909090909091,1,1
KroMiose/nekro-agent,2024-07,treatment,0,2025-01,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2085,1169,1,0.0,0.0,0.0,2132.0,2347,1,1,1,1,348a85df3e501954ecc2b43aef91a30f841ed680,51,51,0,ok,1,111,34,77,0.3063063063063063,75,19,56,0.2533333333333333,36,15,21,0.4166666666666667,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
KroMiose/nekro-agent,2024-08,treatment,0,2025-01,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,5745,3158,2,12.0,0.0,0.0,2583.0,2805,1,1,1,1,2e099e67991eb9c4bab9506c7ec34b0f1c3cb8ea,52,52,0,ok,1,129,36,93,0.2790697674418604,89,20,69,0.2247191011235955,40,16,24,0.4,ready,38,4,34,0.10526315789473684,20,2,18,0.1,18,2,16,0.1111111111111111,31,3,28,0.0967741935483871,7,1,6,0.14285714285714285,1,1
KroMiose/nekro-agent,2024-09,treatment,0,2025-01,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,2404,311,1,21.0,1.0,18.0,3435.0,3717,1,1,1,1,ada6a769454ba9221c16029ee37df6b675fd9302,61,61,0,ok,1,156,39,117,0.25,111,23,88,0.2072072072072072,45,16,29,0.3555555555555555,ready,60,4,56,0.06666666666666667,27,3,24,0.1111111111111111,33,1,32,0.030303030303030304,49,3,46,0.061224489795918366,11,1,10,0.09090909090909091,1,1
KroMiose/nekro-agent,2024-10,treatment,0,2025-01,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,517,178,3,17.0,3.0,48.0,3599.0,3882,1,1,1,1,eb4640166ccb8256b3b96c7cd15f7a34a6812f60,61,61,0,ok,1,157,39,118,0.2484076433121019,112,23,89,0.2053571428571428,45,16,29,0.3555555555555555,ready,18,1,17,0.05555555555555555,2,0,2,0.0,16,1,15,0.0625,16,1,15,0.0625,2,0,2,0.0,1,1
KroMiose/nekro-agent,2024-11,treatment,0,2025-01,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1291,81,1,13.0,1.0,79.0,3657.0,3942,1,1,1,1,f40ec329b0d37ca7d1c4fabb60b311c6b05e6904,61,61,0,ok,1,157,40,117,0.2547770700636942,112,23,89,0.2053571428571428,45,17,28,0.3777777777777777,ready,21,1,20,0.047619047619047616,0,0,0,,21,1,20,0.047619047619047616,17,0,17,0.0,4,1,3,0.25,1,1
KroMiose/nekro-agent,2024-12,treatment,0,2025-01,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,3469,1484,2,13.0,1.0,109.0,4727.0,5216,1,1,1,1,30ea537a8f83516b8c9e45f0443defda81ee7bda,86,86,0,ok,1,223,65,158,0.2914798206278027,134,27,107,0.2014925373134328,89,38,51,0.4269662921348314,ready,127,35,92,0.2755905511811024,71,29,42,0.4084507042253521,56,6,50,0.10714285714285714,71,12,59,0.16901408450704225,56,23,33,0.4107142857142857,1,1
KroMiose/nekro-agent,2025-01,treatment,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,115,17923,8049,2,22.0,3.0,140.0,9548.0,6738,1,1,1,1,0dddb329bcbcd7893076ca1f26529387a2995f8d,98,98,0,ok,1,267,74,193,0.2771535580524344,171,34,137,0.1988304093567251,96,40,56,0.4166666666666667,ready,105,17,88,0.1619047619047619,53,14,39,0.2641509433962264,52,3,49,0.057692307692307696,87,12,75,0.13793103448275862,18,5,13,0.2777777777777778,1,1
KroMiose/nekro-agent,2025-02,treatment,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,119,18867,5878,6,31.0,19.0,171.0,17859.0,9630,1,1,1,1,5a8b6c1815b940ab9821be0682b8117b71fc50fe,121,121,0,ok,1,357,93,264,0.2605042016806723,246,51,195,0.2073170731707317,111,42,69,0.3783783783783784,ready,167,31,136,0.18562874251497005,99,25,74,0.25252525252525254,68,6,62,0.08823529411764706,129,23,106,0.17829457364341086,38,8,30,0.21052631578947367,1,1
KroMiose/nekro-agent,2025-03,treatment,1,2025-01,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,883,420,3,67.0,4.0,199.0,18140.0,9901,1,1,1,1,d0c8b4743f456b9fabef664d3b5942e2ea77fb75,123,123,0,ok,1,363,93,270,0.256198347107438,251,51,200,0.2031872509960159,112,42,70,0.375,ready,35,6,29,0.17142857142857143,15,5,10,0.3333333333333333,20,1,19,0.05,26,5,21,0.19230769230769232,9,1,8,0.1111111111111111,1,1
KroMiose/nekro-agent,2025-04,treatment,1,2025-01,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,67,25032,11229,4,38.0,8.0,230.0,28021.0,14040,1,1,1,1,c628a8a9fff13795c163ef97cda5b6a3144b2062,130,130,0,ok,1,512,105,407,0.205078125,360,60,300,0.1666666666666666,152,45,107,0.2960526315789473,ready,365,63,302,0.1726027397260274,285,55,230,0.19298245614035087,80,8,72,0.1,247,35,212,0.1417004048582996,118,28,90,0.23728813559322035,1,1
KroMiose/nekro-agent,2025-05,treatment,1,2025-01,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47,22693,8016,4,55.0,2.0,260.0,40244.0,15576,1,1,1,1,042d1ff54c527988693b2f18eb6d42c1224d4d16,136,136,0,ok,1,537,109,428,0.2029795158286778,378,62,316,0.164021164021164,159,47,112,0.2955974842767295,ready,79,6,73,0.0759493670886076,26,4,22,0.15384615384615385,53,2,51,0.03773584905660377,55,2,53,0.03636363636363636,24,4,20,0.16666666666666666,1,1
