repo_name,time,dataset_source,latest_commit,python_file_count,files_analyzed,failure_count,agc_analysis_status,top_level_blocks_scored,agc_top_level_blocks,human_top_level_blocks,agc_top_level_block_ratio,function_blocks_scored,agc_function_blocks,human_function_blocks,agc_function_block_ratio,class_blocks_scored,agc_class_blocks,human_class_blocks,agc_class_block_ratio,ncloc_python_snapshot,python_snapshot_ncloc_matched,regular_python_files_counted,tokenized_files,fallback_files,ncloc_failure_count
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-11,control,5221bbfc995e48829975b34634f55d0e5936e59a,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-12,control,5221bbfc995e48829975b34634f55d0e5936e59a,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-01,control,5221bbfc995e48829975b34634f55d0e5936e59a,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-02,control,5221bbfc995e48829975b34634f55d0e5936e59a,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-04,control,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-05,control,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-06,control,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-07,control,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-08,control,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,3,3,0,ok,14,1,13,0.07142857142857142,14,1,13,0.07142857142857142,0,0,0,,408,1,3,3,0,0
AkariAsai/ScholarQABench,2024-12,control,8f63e5b270ac2eac04ba06bfe42913388087f87f,7,7,0,ok,51,12,39,0.23529411764705882,49,12,37,0.24489795918367346,2,0,2,0.0,1545,1,7,7,0,0
AkariAsai/ScholarQABench,2025-01,control,8f63e5b270ac2eac04ba06bfe42913388087f87f,7,7,0,ok,51,12,39,0.23529411764705882,49,12,37,0.24489795918367346,2,0,2,0.0,1545,1,7,7,0,0
AkariAsai/ScholarQABench,2025-03,control,c439fbce548b5fab5ff5304e748763e6c8b2b014,8,8,0,ok,54,12,42,0.2222222222222222,49,12,37,0.24489795918367346,5,0,5,0.0,1714,1,8,8,0,0
AkariAsai/ScholarQABench,2025-05,control,05b6bc5cd46a7d4c03caceffc8fe04e91bc192fb,8,8,0,ok,54,12,42,0.2222222222222222,49,12,37,0.24489795918367346,5,0,5,0.0,1714,1,8,8,0,0
AkariAsai/ScholarQABench,2025-06,control,05b6bc5cd46a7d4c03caceffc8fe04e91bc192fb,8,8,0,ok,54,12,42,0.2222222222222222,49,12,37,0.24489795918367346,5,0,5,0.0,1714,1,8,8,0,0
ArpiarSaundersLab/annsql,2025-06,control,4d48c602f9a55fef75cd57e3db238503bf180736,25,25,0,ok,87,46,41,0.5287356321839081,81,46,35,0.5679012345679012,6,0,6,0.0,4192,1,25,25,0,0
ArpiarSaundersLab/annsql,2025-07,control,4d48c602f9a55fef75cd57e3db238503bf180736,25,25,0,ok,87,46,41,0.5287356321839081,81,46,35,0.5679012345679012,6,0,6,0.0,4192,1,25,25,0,0
ArpiarSaundersLab/annsql,2025-08,control,4d48c602f9a55fef75cd57e3db238503bf180736,25,25,0,ok,87,46,41,0.5287356321839081,81,46,35,0.5679012345679012,6,0,6,0.0,4192,1,25,25,0,0
Benzauber/convert-commander,2025-02,control,799f1b779024bb90c5bca1df44b23a9ec13ee5c3,5,5,0,ok,17,8,9,0.47058823529411764,17,8,9,0.47058823529411764,0,0,0,,455,1,5,5,0,0
Benzauber/convert-commander,2025-04,control,47516bf205985b3e69a7bac2e1cd36540053803a,5,5,0,ok,17,8,9,0.47058823529411764,17,8,9,0.47058823529411764,0,0,0,,455,1,5,5,0,0
BiancoChiu/iOSRealRun-cli-18,2024-04,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2024-05,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2024-06,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2024-07,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2024-08,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2024-09,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2024-10,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2024-11,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2024-12,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2025-01,control,083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,ok,23,12,11,0.5217391304347826,22,12,10,0.5454545454545454,1,0,1,0.0,307,1,9,9,0,0
BiancoChiu/iOSRealRun-cli-18,2025-04,control,ad628f18ae71a3032893fac49a120a6c2dba0866,8,8,0,ok,20,9,11,0.45,19,9,10,0.47368421052631576,1,0,1,0.0,330,1,8,8,0,0
BiancoChiu/iOSRealRun-cli-18,2025-07,control,87c1f190c78839acead294e745990692fed6d80d,8,8,0,ok,20,9,11,0.45,19,9,10,0.47368421052631576,1,0,1,0.0,330,1,8,8,0,0
BiancoChiu/iOSRealRun-cli-18,2025-08,control,87c1f190c78839acead294e745990692fed6d80d,8,8,0,ok,20,9,11,0.45,19,9,10,0.47368421052631576,1,0,1,0.0,330,1,8,8,0,0
C4NU/Paddie,2024-05,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2024-06,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2024-07,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2024-08,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2024-09,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2024-10,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2024-11,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2024-12,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2025-01,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2025-02,control,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,ok,16,1,15,0.0625,2,0,2,0.0,14,1,13,0.07142857142857142,1480,1,18,18,0,0
C4NU/Paddie,2025-04,control,7d588668b42aaceddaff6f2d555702cc0f621a54,25,25,0,ok,26,1,25,0.038461538461538464,7,0,7,0.0,19,1,18,0.05263157894736842,1828,1,25,25,0,0
C4NU/Paddie,2025-05,control,7d588668b42aaceddaff6f2d555702cc0f621a54,25,25,0,ok,26,1,25,0.038461538461538464,7,0,7,0.0,19,1,18,0.05263157894736842,1828,1,25,25,0,0
C4NU/Paddie,2025-06,control,7d588668b42aaceddaff6f2d555702cc0f621a54,25,25,0,ok,26,1,25,0.038461538461538464,7,0,7,0.0,19,1,18,0.05263157894736842,1828,1,25,25,0,0
C4NU/Paddie,2025-07,control,7d588668b42aaceddaff6f2d555702cc0f621a54,25,25,0,ok,26,1,25,0.038461538461538464,7,0,7,0.0,19,1,18,0.05263157894736842,1828,1,25,25,0,0
C4NU/Paddie,2025-08,control,7d588668b42aaceddaff6f2d555702cc0f621a54,25,25,0,ok,26,1,25,0.038461538461538464,7,0,7,0.0,19,1,18,0.05263157894736842,1828,1,25,25,0,0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-06,control,c731ca0e47b709258690e58819cec510094b9b19,29,29,0,ok,79,7,72,0.08860759493670886,26,6,20,0.23076923076923078,53,1,52,0.018867924528301886,5709,1,29,29,0,0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-07,control,c731ca0e47b709258690e58819cec510094b9b19,29,29,0,ok,79,7,72,0.08860759493670886,26,6,20,0.23076923076923078,53,1,52,0.018867924528301886,5709,1,29,29,0,0
Drchip61/Dual_SAM,2024-05,control,cf57ce7726f1d40206e0793cb096c1fc48f73425,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2024-06,control,cf57ce7726f1d40206e0793cb096c1fc48f73425,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2024-07,control,cf57ce7726f1d40206e0793cb096c1fc48f73425,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2024-08,control,cf57ce7726f1d40206e0793cb096c1fc48f73425,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2024-09,control,cf57ce7726f1d40206e0793cb096c1fc48f73425,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2024-10,control,cf57ce7726f1d40206e0793cb096c1fc48f73425,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2024-11,control,cf57ce7726f1d40206e0793cb096c1fc48f73425,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2025-01,control,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2025-02,control,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2025-03,control,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2025-04,control,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2025-05,control,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2025-06,control,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2025-07,control,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
Drchip61/Dual_SAM,2025-08,control,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,ok,109,14,95,0.12844036697247707,40,11,29,0.275,69,3,66,0.043478260869565216,3793,1,28,27,1,0
EURAC-EEBgroup/brick-llm,2025-02,control,5d44960a73b9ef0bc4bf79ee9bb2492a821a5795,36,36,0,ok,55,27,28,0.4909090909090909,43,20,23,0.46511627906976744,12,7,5,0.5833333333333334,1432,1,36,36,0,0
EURAC-EEBgroup/brick-llm,2025-04,control,eae4dac0eb871b7859148567812caa3344dfd400,38,38,0,ok,62,30,32,0.4838709677419355,47,20,27,0.425531914893617,15,10,5,0.6666666666666666,1869,1,38,38,0,0
EURAC-EEBgroup/brick-llm,2025-06,control,ac89ecd41929d3133379fda4bcf5e85927d1c4ac,38,38,0,ok,62,30,32,0.4838709677419355,47,20,27,0.425531914893617,15,10,5,0.6666666666666666,1869,1,38,38,0,0
EURAC-EEBgroup/brick-llm,2025-07,control,ac89ecd41929d3133379fda4bcf5e85927d1c4ac,38,38,0,ok,62,30,32,0.4838709677419355,47,20,27,0.425531914893617,15,10,5,0.6666666666666666,1869,1,38,38,0,0
EURAC-EEBgroup/brick-llm,2025-08,control,ac89ecd41929d3133379fda4bcf5e85927d1c4ac,38,38,0,ok,62,30,32,0.4838709677419355,47,20,27,0.425531914893617,15,10,5,0.6666666666666666,1869,1,38,38,0,0
Envious-Data/Env-KB,2024-01,control,e9f0ea380e5344ecc131da5c96ecf387425c7e7f,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-02,control,e9f0ea380e5344ecc131da5c96ecf387425c7e7f,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-03,control,e9f0ea380e5344ecc131da5c96ecf387425c7e7f,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-05,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-06,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-07,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-08,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-09,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-10,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-11,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2024-12,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2025-01,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2025-02,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2025-03,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2025-04,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2025-05,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2025-06,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2025-07,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Envious-Data/Env-KB,2025-08,control,1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,ok,1,1,0,1.0,1,1,0,1.0,0,0,0,,58,1,1,1,0,0
Event-AHU/OpenEvDET,2024-10,control,b18ae742fd121615f5acaef3748206b4905e0314,0,0,0,ok,0,0,0,,0,0,0,,0,0,0,,0,1,0,0,0,0
Event-AHU/OpenEvDET,2025-06,control,c3089ba55502bb47ab6689d56bed4bd44236c126,117,117,0,ok,298,30,268,0.10067114093959731,139,28,111,0.2014388489208633,159,2,157,0.012578616352201259,11636,1,117,117,0,0
FFY0/AdaKV,2024-09,control,83ec65b6e25e99ac0918f752a8c71bf49b1e31c9,11,11,0,ok,46,6,40,0.13043478260869565,42,6,36,0.14285714285714285,4,0,4,0.0,2053,1,11,11,0,0
FFY0/AdaKV,2024-10,control,83ec65b6e25e99ac0918f752a8c71bf49b1e31c9,11,11,0,ok,46,6,40,0.13043478260869565,42,6,36,0.14285714285714285,4,0,4,0.0,2053,1,11,11,0,0
FFY0/AdaKV,2025-02,control,66b95be2d9e3c5e113874ee6d5370086838c2e16,13,13,0,ok,56,7,49,0.125,52,7,45,0.1346153846153846,4,0,4,0.0,2706,1,13,13,0,0
FFY0/AdaKV,2025-03,control,66b95be2d9e3c5e113874ee6d5370086838c2e16,13,13,0,ok,56,7,49,0.125,52,7,45,0.1346153846153846,4,0,4,0.0,2706,1,13,13,0,0
FFY0/AdaKV,2025-04,control,66b95be2d9e3c5e113874ee6d5370086838c2e16,13,13,0,ok,56,7,49,0.125,52,7,45,0.1346153846153846,4,0,4,0.0,2706,1,13,13,0,0
FFY0/AdaKV,2025-05,control,66b95be2d9e3c5e113874ee6d5370086838c2e16,13,13,0,ok,56,7,49,0.125,52,7,45,0.1346153846153846,4,0,4,0.0,2706,1,13,13,0,0
FFY0/AdaKV,2025-07,control,67a0fc2729800c3d902225f359e0b50f9202556b,13,13,0,ok,56,7,49,0.125,52,7,45,0.1346153846153846,4,0,4,0.0,2706,1,13,13,0,0
FFY0/AdaKV,2025-08,control,67a0fc2729800c3d902225f359e0b50f9202556b,13,13,0,ok,56,7,49,0.125,52,7,45,0.1346153846153846,4,0,4,0.0,2706,1,13,13,0,0
FMInference/FlexiGen,2024-01,control,d34f7b4b43ed87a374f394b0535ed685af66197b,2326,2326,0,ok,12987,1920,11067,0.14784014784014785,4573,1303,3270,0.2849333041766893,8414,617,7797,0.07333016401236035,749823,1,2326,2323,3,0
FMInference/FlexiGen,2024-02,control,d34f7b4b43ed87a374f394b0535ed685af66197b,2326,2326,0,ok,12987,1920,11067,0.14784014784014785,4573,1303,3270,0.2849333041766893,8414,617,7797,0.07333016401236035,749823,1,2326,2323,3,0
FMInference/FlexiGen,2024-03,control,d34f7b4b43ed87a374f394b0535ed685af66197b,2326,2326,0,ok,12987,1920,11067,0.14784014784014785,4573,1303,3270,0.2849333041766893,8414,617,7797,0.07333016401236035,749823,1,2326,2323,3,0
FMInference/FlexiGen,2024-05,control,19753bc062d47cc34e73efb27824e97ff5216a68,2327,2327,0,ok,12988,1920,11068,0.14782876501385894,4573,1303,3270,0.2849333041766893,8415,617,7798,0.07332144979203803,749980,1,2327,2324,3,0
FMInference/FlexiGen,2024-06,control,19753bc062d47cc34e73efb27824e97ff5216a68,2327,2327,0,ok,12988,1920,11068,0.14782876501385894,4573,1303,3270,0.2849333041766893,8415,617,7798,0.07332144979203803,749980,1,2327,2324,3,0
FMInference/FlexiGen,2024-07,control,19753bc062d47cc34e73efb27824e97ff5216a68,2327,2327,0,ok,12988,1920,11068,0.14782876501385894,4573,1303,3270,0.2849333041766893,8415,617,7798,0.07332144979203803,749980,1,2327,2324,3,0
FMInference/FlexiGen,2024-08,control,19753bc062d47cc34e73efb27824e97ff5216a68,2327,2327,0,ok,12988,1920,11068,0.14782876501385894,4573,1303,3270,0.2849333041766893,8415,617,7798,0.07332144979203803,749980,1,2327,2324,3,0
FMInference/FlexiGen,2024-11,control,004ffef82b46e8dc8685c55d0cdda650bdaf1269,2327,2327,0,ok,12989,1920,11069,0.14781738394025715,4574,1303,3271,0.284871010056843,8415,617,7798,0.07332144979203803,749997,1,2327,2324,3,0
FMInference/FlexiGen,2024-12,control,004ffef82b46e8dc8685c55d0cdda650bdaf1269,2327,2327,0,ok,12989,1920,11069,0.14781738394025715,4574,1303,3271,0.284871010056843,8415,617,7798,0.07332144979203803,749997,1,2327,2324,3,0
FMInference/FlexiGen,2025-01,control,004ffef82b46e8dc8685c55d0cdda650bdaf1269,2327,2327,0,ok,12989,1920,11069,0.14781738394025715,4574,1303,3271,0.284871010056843,8415,617,7798,0.07332144979203803,749997,1,2327,2324,3,0
FMInference/FlexiGen,2025-02,control,004ffef82b46e8dc8685c55d0cdda650bdaf1269,2327,2327,0,ok,12989,1920,11069,0.14781738394025715,4574,1303,3271,0.284871010056843,8415,617,7798,0.07332144979203803,749997,1,2327,2324,3,0
FMInference/FlexiGen,2025-03,control,004ffef82b46e8dc8685c55d0cdda650bdaf1269,2327,2327,0,ok,12989,1920,11069,0.14781738394025715,4574,1303,3271,0.284871010056843,8415,617,7798,0.07332144979203803,749997,1,2327,2324,3,0
FMInference/FlexiGen,2025-04,control,004ffef82b46e8dc8685c55d0cdda650bdaf1269,2327,2327,0,ok,12989,1920,11069,0.14781738394025715,4574,1303,3271,0.284871010056843,8415,617,7798,0.07332144979203803,749997,1,2327,2324,3,0
