classification,token_range,event_month,treatment_unique_body_count,treatment_panel_repo_months,treatment_panel_repositories,treatment_aligned_pairs,treatment_unique_body_count_per_100_repo_months,treatment_unique_body_count_per_100_repositories,control_unique_body_count,control_panel_repo_months,control_panel_repositories,control_aligned_pairs,control_unique_body_count_per_100_repo_months,control_unique_body_count_per_100_repositories,unique_body_count_difference_treatment_minus_control,treatment_unique_body_share_within_month,control_unique_body_share_within_month
ALL,ALL,3,801,59,59,300,1357.6271186440679,1357.6271186440679,196,36,36,300,544.4444444444445,544.4444444444445,605,1.0,1.0
ALL,100-110,3,110,59,59,300,186.4406779661017,186.4406779661017,24,36,36,300,66.66666666666667,66.66666666666667,86,0.1373283395755306,0.12244897959183673
ALL,111-120,3,104,59,59,300,176.27118644067798,176.27118644067798,21,36,36,300,58.333333333333336,58.333333333333336,83,0.12983770287141075,0.10714285714285714
ALL,121-130,3,74,59,59,300,125.42372881355932,125.42372881355932,26,36,36,300,72.22222222222223,72.22222222222223,48,0.09238451935081149,0.1326530612244898
ALL,131-140,3,75,59,59,300,127.11864406779661,127.11864406779661,28,36,36,300,77.77777777777777,77.77777777777777,47,0.09363295880149813,0.14285714285714285
ALL,141-150,3,74,59,59,300,125.42372881355932,125.42372881355932,16,36,36,300,44.44444444444444,44.44444444444444,58,0.09238451935081149,0.08163265306122448
ALL,151-160,3,74,59,59,300,125.42372881355932,125.42372881355932,18,36,36,300,50.0,50.0,56,0.09238451935081149,0.09183673469387756
ALL,161-170,3,78,59,59,300,132.20338983050848,132.20338983050848,20,36,36,300,55.55555555555556,55.55555555555556,58,0.09737827715355805,0.10204081632653061
ALL,171-180,3,72,59,59,300,122.03389830508475,122.03389830508475,17,36,36,300,47.22222222222222,47.22222222222222,55,0.0898876404494382,0.08673469387755102
ALL,181-190,3,59,59,59,300,100.0,100.0,13,36,36,300,36.111111111111114,36.111111111111114,46,0.07365792759051186,0.0663265306122449
ALL,191-200,3,81,59,59,300,137.28813559322035,137.28813559322035,13,36,36,300,36.111111111111114,36.111111111111114,68,0.10112359550561797,0.0663265306122449
AGC-like,ALL,3,122,59,59,300,206.77966101694915,206.77966101694915,30,36,36,300,83.33333333333333,83.33333333333333,92,1.0,1.0
AGC-like,100-110,3,15,59,59,300,25.423728813559322,25.423728813559322,4,36,36,300,11.11111111111111,11.11111111111111,11,0.12295081967213115,0.13333333333333333
AGC-like,111-120,3,16,59,59,300,27.11864406779661,27.11864406779661,2,36,36,300,5.555555555555555,5.555555555555555,14,0.13114754098360656,0.06666666666666667
AGC-like,121-130,3,15,59,59,300,25.423728813559322,25.423728813559322,1,36,36,300,2.7777777777777777,2.7777777777777777,14,0.12295081967213115,0.03333333333333333
AGC-like,131-140,3,17,59,59,300,28.8135593220339,28.8135593220339,7,36,36,300,19.444444444444443,19.444444444444443,10,0.13934426229508196,0.23333333333333334
AGC-like,141-150,3,7,59,59,300,11.864406779661017,11.864406779661017,2,36,36,300,5.555555555555555,5.555555555555555,5,0.05737704918032787,0.06666666666666667
AGC-like,151-160,3,9,59,59,300,15.254237288135593,15.254237288135593,5,36,36,300,13.88888888888889,13.88888888888889,4,0.07377049180327869,0.16666666666666666
AGC-like,161-170,3,15,59,59,300,25.423728813559322,25.423728813559322,3,36,36,300,8.333333333333334,8.333333333333334,12,0.12295081967213115,0.1
AGC-like,171-180,3,12,59,59,300,20.338983050847457,20.338983050847457,4,36,36,300,11.11111111111111,11.11111111111111,8,0.09836065573770492,0.13333333333333333
AGC-like,181-190,3,6,59,59,300,10.169491525423728,10.169491525423728,2,36,36,300,5.555555555555555,5.555555555555555,4,0.04918032786885246,0.06666666666666667
AGC-like,191-200,3,10,59,59,300,16.949152542372882,16.949152542372882,0,36,36,300,0.0,0.0,10,0.08196721311475409,0.0
HWC-like,ALL,3,679,59,59,300,1150.8474576271187,1150.8474576271187,166,36,36,300,461.1111111111111,461.1111111111111,513,1.0,1.0
HWC-like,100-110,3,95,59,59,300,161.01694915254237,161.01694915254237,20,36,36,300,55.55555555555556,55.55555555555556,75,0.13991163475699558,0.12048192771084337
HWC-like,111-120,3,88,59,59,300,149.15254237288136,149.15254237288136,19,36,36,300,52.77777777777778,52.77777777777778,69,0.12960235640648013,0.1144578313253012
HWC-like,121-130,3,59,59,59,300,100.0,100.0,25,36,36,300,69.44444444444444,69.44444444444444,34,0.08689248895434462,0.15060240963855423
HWC-like,131-140,3,58,59,59,300,98.30508474576271,98.30508474576271,21,36,36,300,58.333333333333336,58.333333333333336,37,0.08541973490427099,0.12650602409638553
HWC-like,141-150,3,67,59,59,300,113.55932203389831,113.55932203389831,14,36,36,300,38.888888888888886,38.888888888888886,53,0.09867452135493372,0.08433734939759036
HWC-like,151-160,3,65,59,59,300,110.16949152542372,110.16949152542372,13,36,36,300,36.111111111111114,36.111111111111114,52,0.09572901325478646,0.0783132530120482
HWC-like,161-170,3,63,59,59,300,106.77966101694915,106.77966101694915,17,36,36,300,47.22222222222222,47.22222222222222,46,0.09278350515463918,0.10240963855421686
HWC-like,171-180,3,60,59,59,300,101.69491525423729,101.69491525423729,13,36,36,300,36.111111111111114,36.111111111111114,47,0.08836524300441827,0.0783132530120482
HWC-like,181-190,3,53,59,59,300,89.83050847457628,89.83050847457628,11,36,36,300,30.555555555555557,30.555555555555557,42,0.0780559646539028,0.06626506024096386
HWC-like,191-200,3,71,59,59,300,120.33898305084746,120.33898305084746,13,36,36,300,36.111111111111114,36.111111111111114,58,0.10456553755522828,0.0783132530120482
ALL,ALL,4,1078,55,55,300,1960.0,1960.0,83,34,34,300,244.11764705882354,244.11764705882354,995,1.0,1.0
ALL,100-110,4,173,55,55,300,314.54545454545456,314.54545454545456,10,34,34,300,29.41176470588235,29.41176470588235,163,0.16048237476808905,0.12048192771084337
ALL,111-120,4,138,55,55,300,250.9090909090909,250.9090909090909,11,34,34,300,32.35294117647059,32.35294117647059,127,0.1280148423005566,0.13253012048192772
ALL,121-130,4,92,55,55,300,167.27272727272728,167.27272727272728,7,34,34,300,20.58823529411765,20.58823529411765,85,0.08534322820037106,0.08433734939759036
ALL,131-140,4,113,55,55,300,205.45454545454547,205.45454545454547,11,34,34,300,32.35294117647059,32.35294117647059,102,0.10482374768089053,0.13253012048192772
ALL,141-150,4,106,55,55,300,192.72727272727272,192.72727272727272,10,34,34,300,29.41176470588235,29.41176470588235,96,0.09833024118738404,0.12048192771084337
ALL,151-160,4,96,55,55,300,174.54545454545453,174.54545454545453,6,34,34,300,17.647058823529413,17.647058823529413,90,0.08905380333951762,0.07228915662650602
ALL,161-170,4,104,55,55,300,189.0909090909091,189.0909090909091,12,34,34,300,35.294117647058826,35.294117647058826,92,0.09647495361781076,0.14457831325301204
ALL,171-180,4,73,55,55,300,132.72727272727272,132.72727272727272,5,34,34,300,14.705882352941176,14.705882352941176,68,0.06771799628942486,0.060240963855421686
ALL,181-190,4,107,55,55,300,194.54545454545453,194.54545454545453,7,34,34,300,20.58823529411765,20.58823529411765,100,0.09925788497217068,0.08433734939759036
ALL,191-200,4,76,55,55,300,138.1818181818182,138.1818181818182,4,34,34,300,11.764705882352942,11.764705882352942,72,0.07050092764378478,0.04819277108433735
AGC-like,ALL,4,143,55,55,300,260.0,260.0,5,34,34,300,14.705882352941176,14.705882352941176,138,1.0,1.0
AGC-like,100-110,4,19,55,55,300,34.54545454545455,34.54545454545455,0,34,34,300,0.0,0.0,19,0.13286713286713286,0.0
AGC-like,111-120,4,12,55,55,300,21.818181818181817,21.818181818181817,2,34,34,300,5.882352941176471,5.882352941176471,10,0.08391608391608392,0.4
AGC-like,121-130,4,13,55,55,300,23.636363636363637,23.636363636363637,0,34,34,300,0.0,0.0,13,0.09090909090909091,0.0
AGC-like,131-140,4,23,55,55,300,41.81818181818182,41.81818181818182,0,34,34,300,0.0,0.0,23,0.16083916083916083,0.0
AGC-like,141-150,4,15,55,55,300,27.272727272727273,27.272727272727273,0,34,34,300,0.0,0.0,15,0.1048951048951049,0.0
AGC-like,151-160,4,18,55,55,300,32.72727272727273,32.72727272727273,0,34,34,300,0.0,0.0,18,0.1258741258741259,0.0
AGC-like,161-170,4,18,55,55,300,32.72727272727273,32.72727272727273,2,34,34,300,5.882352941176471,5.882352941176471,16,0.1258741258741259,0.4
AGC-like,171-180,4,10,55,55,300,18.181818181818183,18.181818181818183,1,34,34,300,2.9411764705882355,2.9411764705882355,9,0.06993006993006994,0.2
AGC-like,181-190,4,7,55,55,300,12.727272727272727,12.727272727272727,0,34,34,300,0.0,0.0,7,0.04895104895104895,0.0
AGC-like,191-200,4,8,55,55,300,14.545454545454545,14.545454545454545,0,34,34,300,0.0,0.0,8,0.055944055944055944,0.0
HWC-like,ALL,4,935,55,55,300,1700.0,1700.0,78,34,34,300,229.41176470588235,229.41176470588235,857,1.0,1.0
HWC-like,100-110,4,154,55,55,300,280.0,280.0,10,34,34,300,29.41176470588235,29.41176470588235,144,0.16470588235294117,0.1282051282051282
HWC-like,111-120,4,126,55,55,300,229.0909090909091,229.0909090909091,9,34,34,300,26.470588235294116,26.470588235294116,117,0.13475935828877006,0.11538461538461539
HWC-like,121-130,4,79,55,55,300,143.63636363636363,143.63636363636363,7,34,34,300,20.58823529411765,20.58823529411765,72,0.08449197860962566,0.08974358974358974
HWC-like,131-140,4,90,55,55,300,163.63636363636363,163.63636363636363,11,34,34,300,32.35294117647059,32.35294117647059,79,0.0962566844919786,0.14102564102564102
HWC-like,141-150,4,91,55,55,300,165.45454545454547,165.45454545454547,10,34,34,300,29.41176470588235,29.41176470588235,81,0.09732620320855614,0.1282051282051282
HWC-like,151-160,4,78,55,55,300,141.8181818181818,141.8181818181818,6,34,34,300,17.647058823529413,17.647058823529413,72,0.08342245989304813,0.07692307692307693
HWC-like,161-170,4,86,55,55,300,156.36363636363637,156.36363636363637,10,34,34,300,29.41176470588235,29.41176470588235,76,0.09197860962566845,0.1282051282051282
HWC-like,171-180,4,63,55,55,300,114.54545454545455,114.54545454545455,4,34,34,300,11.764705882352942,11.764705882352942,59,0.06737967914438503,0.05128205128205128
HWC-like,181-190,4,100,55,55,300,181.8181818181818,181.8181818181818,7,34,34,300,20.58823529411765,20.58823529411765,93,0.10695187165775401,0.08974358974358974
HWC-like,191-200,4,68,55,55,300,123.63636363636364,123.63636363636364,4,34,34,300,11.764705882352942,11.764705882352942,64,0.07272727272727272,0.05128205128205128
ALL,ALL,5,1246,48,48,300,2595.8333333333335,2595.8333333333335,144,33,33,300,436.3636363636364,436.3636363636364,1102,1.0,1.0
ALL,100-110,5,166,48,48,300,345.8333333333333,345.8333333333333,19,33,33,300,57.57575757575758,57.57575757575758,147,0.1332263242375602,0.13194444444444445
ALL,111-120,5,127,48,48,300,264.5833333333333,264.5833333333333,17,33,33,300,51.515151515151516,51.515151515151516,110,0.10192616372391654,0.11805555555555555
ALL,121-130,5,169,48,48,300,352.0833333333333,352.0833333333333,15,33,33,300,45.45454545454545,45.45454545454545,154,0.13563402889245585,0.10416666666666667
ALL,131-140,5,138,48,48,300,287.5,287.5,11,33,33,300,33.333333333333336,33.333333333333336,127,0.11075441412520064,0.0763888888888889
ALL,141-150,5,116,48,48,300,241.66666666666666,241.66666666666666,17,33,33,300,51.515151515151516,51.515151515151516,99,0.09309791332263243,0.11805555555555555
ALL,151-160,5,117,48,48,300,243.75,243.75,11,33,33,300,33.333333333333336,33.333333333333336,106,0.09390048154093097,0.0763888888888889
ALL,161-170,5,132,48,48,300,275.0,275.0,20,33,33,300,60.60606060606061,60.60606060606061,112,0.10593900481540931,0.1388888888888889
ALL,171-180,5,86,48,48,300,179.16666666666666,179.16666666666666,9,33,33,300,27.272727272727273,27.272727272727273,77,0.06902086677367576,0.0625
ALL,181-190,5,92,48,48,300,191.66666666666666,191.66666666666666,14,33,33,300,42.42424242424242,42.42424242424242,78,0.0738362760834671,0.09722222222222222
ALL,191-200,5,103,48,48,300,214.58333333333334,214.58333333333334,11,33,33,300,33.333333333333336,33.333333333333336,92,0.0826645264847512,0.0763888888888889
AGC-like,ALL,5,122,48,48,300,254.16666666666666,254.16666666666666,36,33,33,300,109.0909090909091,109.0909090909091,86,1.0,1.0
AGC-like,100-110,5,14,48,48,300,29.166666666666668,29.166666666666668,7,33,33,300,21.21212121212121,21.21212121212121,7,0.11475409836065574,0.19444444444444445
AGC-like,111-120,5,15,48,48,300,31.25,31.25,3,33,33,300,9.090909090909092,9.090909090909092,12,0.12295081967213115,0.08333333333333333
AGC-like,121-130,5,27,48,48,300,56.25,56.25,2,33,33,300,6.0606060606060606,6.0606060606060606,25,0.22131147540983606,0.05555555555555555
AGC-like,131-140,5,17,48,48,300,35.416666666666664,35.416666666666664,1,33,33,300,3.0303030303030303,3.0303030303030303,16,0.13934426229508196,0.027777777777777776
AGC-like,141-150,5,10,48,48,300,20.833333333333332,20.833333333333332,4,33,33,300,12.121212121212121,12.121212121212121,6,0.08196721311475409,0.1111111111111111
AGC-like,151-160,5,3,48,48,300,6.25,6.25,1,33,33,300,3.0303030303030303,3.0303030303030303,2,0.02459016393442623,0.027777777777777776
AGC-like,161-170,5,10,48,48,300,20.833333333333332,20.833333333333332,5,33,33,300,15.151515151515152,15.151515151515152,5,0.08196721311475409,0.1388888888888889
AGC-like,171-180,5,6,48,48,300,12.5,12.5,2,33,33,300,6.0606060606060606,6.0606060606060606,4,0.04918032786885246,0.05555555555555555
AGC-like,181-190,5,12,48,48,300,25.0,25.0,5,33,33,300,15.151515151515152,15.151515151515152,7,0.09836065573770492,0.1388888888888889
AGC-like,191-200,5,8,48,48,300,16.666666666666668,16.666666666666668,6,33,33,300,18.181818181818183,18.181818181818183,2,0.06557377049180328,0.16666666666666666
HWC-like,ALL,5,1124,48,48,300,2341.6666666666665,2341.6666666666665,108,33,33,300,327.27272727272725,327.27272727272725,1016,1.0,1.0
HWC-like,100-110,5,152,48,48,300,316.6666666666667,316.6666666666667,12,33,33,300,36.36363636363637,36.36363636363637,140,0.13523131672597866,0.1111111111111111
HWC-like,111-120,5,112,48,48,300,233.33333333333334,233.33333333333334,14,33,33,300,42.42424242424242,42.42424242424242,98,0.099644128113879,0.12962962962962962
HWC-like,121-130,5,142,48,48,300,295.8333333333333,295.8333333333333,13,33,33,300,39.39393939393939,39.39393939393939,129,0.12633451957295375,0.12037037037037036
HWC-like,131-140,5,121,48,48,300,252.08333333333334,252.08333333333334,10,33,33,300,30.303030303030305,30.303030303030305,111,0.10765124555160142,0.09259259259259259
HWC-like,141-150,5,106,48,48,300,220.83333333333334,220.83333333333334,13,33,33,300,39.39393939393939,39.39393939393939,93,0.09430604982206406,0.12037037037037036
HWC-like,151-160,5,114,48,48,300,237.5,237.5,10,33,33,300,30.303030303030305,30.303030303030305,104,0.10142348754448399,0.09259259259259259
HWC-like,161-170,5,122,48,48,300,254.16666666666666,254.16666666666666,15,33,33,300,45.45454545454545,45.45454545454545,107,0.10854092526690391,0.1388888888888889
HWC-like,171-180,5,80,48,48,300,166.66666666666666,166.66666666666666,7,33,33,300,21.21212121212121,21.21212121212121,73,0.0711743772241993,0.06481481481481481
HWC-like,181-190,5,80,48,48,300,166.66666666666666,166.66666666666666,9,33,33,300,27.272727272727273,27.272727272727273,71,0.0711743772241993,0.08333333333333333
HWC-like,191-200,5,95,48,48,300,197.91666666666666,197.91666666666666,5,33,33,300,15.151515151515152,15.151515151515152,90,0.08451957295373666,0.046296296296296294
ALL,ALL,6,949,18,18,300,5272.222222222223,5272.222222222223,59,16,16,300,368.75,368.75,890,1.0,1.0
ALL,100-110,6,124,18,18,300,688.8888888888889,688.8888888888889,9,16,16,300,56.25,56.25,115,0.13066385669125394,0.15254237288135594
ALL,111-120,6,103,18,18,300,572.2222222222222,572.2222222222222,5,16,16,300,31.25,31.25,98,0.10853530031612224,0.0847457627118644
ALL,121-130,6,124,18,18,300,688.8888888888889,688.8888888888889,10,16,16,300,62.5,62.5,114,0.13066385669125394,0.1694915254237288
ALL,131-140,6,108,18,18,300,600.0,600.0,6,16,16,300,37.5,37.5,102,0.11380400421496312,0.1016949152542373
ALL,141-150,6,90,18,18,300,500.0,500.0,7,16,16,300,43.75,43.75,83,0.09483667017913593,0.11864406779661017
ALL,151-160,6,91,18,18,300,505.55555555555554,505.55555555555554,8,16,16,300,50.0,50.0,83,0.0958904109589041,0.13559322033898305
ALL,161-170,6,95,18,18,300,527.7777777777778,527.7777777777778,5,16,16,300,31.25,31.25,90,0.10010537407797682,0.0847457627118644
ALL,171-180,6,86,18,18,300,477.77777777777777,477.77777777777777,2,16,16,300,12.5,12.5,84,0.09062170706006323,0.03389830508474576
ALL,181-190,6,73,18,18,300,405.55555555555554,405.55555555555554,5,16,16,300,31.25,31.25,68,0.07692307692307693,0.0847457627118644
ALL,191-200,6,55,18,18,300,305.55555555555554,305.55555555555554,2,16,16,300,12.5,12.5,53,0.05795574288724974,0.03389830508474576
AGC-like,ALL,6,103,18,18,300,572.2222222222222,572.2222222222222,7,16,16,300,43.75,43.75,96,1.0,1.0
AGC-like,100-110,6,10,18,18,300,55.55555555555556,55.55555555555556,0,16,16,300,0.0,0.0,10,0.0970873786407767,0.0
AGC-like,111-120,6,17,18,18,300,94.44444444444444,94.44444444444444,0,16,16,300,0.0,0.0,17,0.1650485436893204,0.0
AGC-like,121-130,6,10,18,18,300,55.55555555555556,55.55555555555556,1,16,16,300,6.25,6.25,9,0.0970873786407767,0.14285714285714285
AGC-like,131-140,6,14,18,18,300,77.77777777777777,77.77777777777777,0,16,16,300,0.0,0.0,14,0.13592233009708737,0.0
AGC-like,141-150,6,10,18,18,300,55.55555555555556,55.55555555555556,1,16,16,300,6.25,6.25,9,0.0970873786407767,0.14285714285714285
AGC-like,151-160,6,11,18,18,300,61.111111111111114,61.111111111111114,2,16,16,300,12.5,12.5,9,0.10679611650485436,0.2857142857142857
AGC-like,161-170,6,6,18,18,300,33.333333333333336,33.333333333333336,1,16,16,300,6.25,6.25,5,0.05825242718446602,0.14285714285714285
AGC-like,171-180,6,11,18,18,300,61.111111111111114,61.111111111111114,0,16,16,300,0.0,0.0,11,0.10679611650485436,0.0
AGC-like,181-190,6,9,18,18,300,50.0,50.0,2,16,16,300,12.5,12.5,7,0.08737864077669903,0.2857142857142857
AGC-like,191-200,6,5,18,18,300,27.77777777777778,27.77777777777778,0,16,16,300,0.0,0.0,5,0.04854368932038835,0.0
HWC-like,ALL,6,846,18,18,300,4700.0,4700.0,52,16,16,300,325.0,325.0,794,1.0,1.0
HWC-like,100-110,6,114,18,18,300,633.3333333333334,633.3333333333334,9,16,16,300,56.25,56.25,105,0.1347517730496454,0.17307692307692307
HWC-like,111-120,6,86,18,18,300,477.77777777777777,477.77777777777777,5,16,16,300,31.25,31.25,81,0.1016548463356974,0.09615384615384616
HWC-like,121-130,6,114,18,18,300,633.3333333333334,633.3333333333334,9,16,16,300,56.25,56.25,105,0.1347517730496454,0.17307692307692307
HWC-like,131-140,6,94,18,18,300,522.2222222222222,522.2222222222222,6,16,16,300,37.5,37.5,88,0.1111111111111111,0.11538461538461539
HWC-like,141-150,6,80,18,18,300,444.44444444444446,444.44444444444446,6,16,16,300,37.5,37.5,74,0.09456264775413711,0.11538461538461539
HWC-like,151-160,6,80,18,18,300,444.44444444444446,444.44444444444446,6,16,16,300,37.5,37.5,74,0.09456264775413711,0.11538461538461539
HWC-like,161-170,6,89,18,18,300,494.44444444444446,494.44444444444446,4,16,16,300,25.0,25.0,85,0.10520094562647754,0.07692307692307693
HWC-like,171-180,6,75,18,18,300,416.6666666666667,416.6666666666667,2,16,16,300,12.5,12.5,73,0.08865248226950355,0.038461538461538464
HWC-like,181-190,6,64,18,18,300,355.55555555555554,355.55555555555554,3,16,16,300,18.75,18.75,61,0.07565011820330969,0.057692307692307696
HWC-like,191-200,6,50,18,18,300,277.77777777777777,277.77777777777777,2,16,16,300,12.5,12.5,48,0.0591016548463357,0.038461538461538464
