dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ratio_sample
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,73,25,7,212,14,,0,0,,0,7.0,7.0,True,both,control,control,0,0,73,10371,0.0,6044.0,4098,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.304065093204169,9.246865146658555,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,10,6,4,1,0,0.6,2.3978952727983707,1.9459101490553132,1.6094379124341003,50,60,50-59,bounded_band,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,210,40,6,112,5,,0,0,,0,6.0,6.0,True,both,control,control,0,0,210,8841,147.0,7312.0,5401,1,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.351858133476067,9.087268374386188,4.997212273764115,0.6931471805599453,1.3862943611198906,1.0986122886681096,1,1,1,1,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,6,6,0,1,0,1.0,1.9459101490553132,1.9459101490553132,0.0,50,60,50-59,bounded_band,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,63,9,5,255,17,,0,0,,0,5.0,5.0,True,both,control,control,0,0,63,22157,298.0,7328.0,5709,1,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.158883083359672,10.005953884080618,5.700443573390686,0.6931471805599453,1.9459101490553128,1.3862943611198906,1,1,1,1,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,10,8,2,1,0,0.8,2.3978952727983707,2.197224577336219,1.0986122886681096,50,60,50-59,bounded_band,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,56,5,5,141,8,,0,0,,0,5.0,5.0,True,both,control,control,0,0,56,3435,451.0,7598.0,6648,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.04305126783455,8.142063283104145,6.113682179832231,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,Drchip61/Dual_SAM,2024-03,27,1,1,268,23,,0,0,,0,1.0,1.0,True,both,control,control,1,1,27,5408,0.0,3357.0,3793,1,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.332204510175204,8.595819511871426,0.0,0.6931471805599453,1.6094379124341005,0.0,1,1,1,1,0,Drchip61/Dual_SAM,2024-03,17,15,2,1,0,0.8823529411764706,2.8903717578961645,2.772588722239781,1.0986122886681096,50,60,50-59,bounded_band,1
control,EURAC-EEBgroup/brick-llm,2024-09,2,1,1,27,4,,0,0,,0,1.0,1.0,True,both,control,control,0,0,2,46970,0.0,458.0,445,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681096,10.757285668979632,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,EURAC-EEBgroup/brick-llm,2024-09,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,EURAC-EEBgroup/brick-llm,2024-10,49,32,24,61,18,,0,0,,0,24.0,24.0,True,both,control,control,0,0,54,4181,0.0,1032.0,1239,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.007333185232471,8.338544879988579,0.0,1.3862943611198906,0.0,0.0,1,1,1,1,0,EURAC-EEBgroup/brick-llm,2024-10,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,Event-AHU/OpenEvDET,2025-02,45,3,3,740,78,,0,0,,0,3.0,3.0,True,both,control,control,0,0,45,16050,52.0,5020.0,5406,2,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.828641396489095,9.683526431913217,3.9702919135521215,1.0986122886681096,1.3862943611198906,0.0,1,1,1,1,0,Event-AHU/OpenEvDET,2025-02,46,40,6,1,0,0.8695652173913043,3.8501476017100584,3.7135720667043075,1.9459101490553132,50,60,50-59,bounded_band,1
control,Event-AHU/OpenEvDET,2025-05,36,2,2,396,44,,0,0,,0,2.0,2.0,True,both,control,control,0,0,36,9251,141.0,10829.0,11636,2,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.610917912644224,9.13259502335133,4.955827057601261,1.0986122886681096,1.791759469228055,0.6931471805599453,1,1,1,1,0,Event-AHU/OpenEvDET,2025-05,23,20,3,1,0,0.8695652173913043,3.1780538303479453,3.044522437723423,1.3862943611198906,50,60,50-59,bounded_band,1
control,FMInference/FlexiGen,2024-04,1,1,1,5,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,1,203,0.0,661619.0,749980,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453,5.318119993844216,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,FMInference/FlexiGen,2024-04,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,FMInference/FlexiGen,2024-10,3,3,2,12,7,,0,0,,0,2.0,2.0,True,both,control,control,0,0,3,186,22.0,661631.0,749997,2,37.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3862943611198906,5.231108616854587,3.1354942159291497,1.0986122886681096,3.6375861597263857,0.6931471805599453,1,1,1,1,0,FMInference/FlexiGen,2024-10,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,FaceAdapter/Face-Adapter,2024-05,22,5,2,154,10,,0,0,,0,2.0,2.0,True,both,control,control,0,0,24,4439,0.0,2500.0,2752,3,180.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.218875824868201,8.39840965542627,0.0,1.3862943611198906,5.198497031265825,2.5649493574615367,1,1,1,1,0,FaceAdapter/Face-Adapter,2024-05,8,5,3,1,0,0.625,2.197224577336219,1.791759469228055,1.3862943611198906,50,60,50-59,bounded_band,1
control,FolhaSP/mosaico,2024-11,29,11,10,381,63,,0,0,,0,10.0,10.0,True,both,control,control,0,0,34,2184,0.0,4869.0,5760,3,5.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555348061489413,7.68937110752969,0.0,1.3862943611198906,1.791759469228055,3.044522437723423,1,1,1,1,0,FolhaSP/mosaico,2024-11,32,21,11,1,0,0.65625,3.4965075614664802,3.0910424533583156,2.4849066497880004,50,60,50-59,bounded_band,1
control,FolhaSP/mosaico,2024-12,4,1,1,17,2,,0,0,,0,1.0,1.0,True,both,control,control,0,0,4,279,16.0,4969.0,5893,2,2.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6094379124341005,5.634789603169249,2.833213344056216,1.0986122886681096,1.0986122886681096,2.4849066497880004,1,1,1,1,0,FolhaSP/mosaico,2024-12,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,50,60,50-59,bounded_band,1
control,FolhaSP/mosaico,2025-02,20,15,14,107,31,,0,0,,0,14.0,14.0,True,both,control,control,0,0,20,2294,78.0,5157.0,6124,2,3.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.044522437723423,7.738488122494645,4.3694478524670215,1.0986122886681096,1.3862943611198906,3.4339872044851463,1,1,1,1,0,FolhaSP/mosaico,2025-02,10,6,4,1,0,0.6,2.3978952727983707,1.9459101490553132,1.6094379124341003,50,60,50-59,bounded_band,1
control,FolhaSP/mosaico,2025-03,19,11,10,64,19,,0,0,,0,10.0,10.0,True,both,control,control,0,0,19,2593,106.0,6083.0,7089,2,0.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.995732273553991,7.860956364876388,4.672828834461906,1.0986122886681096,0.0,3.091042453358316,1,1,1,1,0,FolhaSP/mosaico,2025-03,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,FolhaSP/mosaico,2025-07,7,4,4,45,9,,0,0,,0,4.0,4.0,True,both,control,control,0,0,7,2587,228.0,6585.0,7648,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.079441541679836,7.858640655620791,5.433722003554239,0.6931471805599453,0.6931471805599453,1.3862943611198906,1,1,1,1,0,FolhaSP/mosaico,2025-07,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,GispoCoding/qgis-venv-creator,2024-02,21,8,6,44,5,,0,0,,0,6.0,6.0,True,both,control,control,0,0,21,2013,0.0,513.0,551,2,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091042453358316,7.607878073278507,0.0,1.0986122886681096,0.0,1.0986122886681096,1,1,1,1,0,GispoCoding/qgis-venv-creator,2024-02,6,4,2,1,0,0.6666666666666666,1.9459101490553132,1.6094379124341003,1.0986122886681096,50,60,50-59,bounded_band,1
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-10,46,9,3,78,3,,0,0,,0,3.0,3.0,True,both,control,control,0,0,47,289897,0.0,520.0,546,10,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.8712010109078903,12.577284415955283,0.0,2.3978952727983707,2.4849066497880004,0.0,1,1,1,1,0,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-10,2,1,1,1,0,0.5,1.0986122886681096,0.6931471805599453,0.6931471805599453,50,60,50-59,bounded_band,1
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-11,22,9,5,12,2,,0,0,,0,5.0,5.0,True,both,control,control,0,0,40,7782,9.0,847.0,952,9,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.713572066704308,8.959697146959387,2.302585092994045,2.302585092994045,2.302585092994045,0.6931471805599453,1,1,1,1,0,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-11,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-02,17,12,6,76,6,,0,0,,0,6.0,6.0,True,both,control,control,0,0,17,447,0.0,1488.0,1690,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8903717578961645,6.104793232414985,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2024-02,5,5,0,1,0,1.0,1.791759469228055,1.791759469228055,0.0,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-03,34,21,14,244,22,,0,0,,0,14.0,14.0,True,both,control,control,0,0,35,8904,0.0,3833.0,4461,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.58351893845611,9.094368195723762,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2024-03,14,10,4,1,0,0.7142857142857143,2.70805020110221,2.3978952727983707,1.6094379124341003,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-04,51,29,18,557,25,,0,0,,0,18.0,18.0,True,both,control,control,0,0,53,20342,0.0,7566.0,8869,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.988984046564274,9.92049215135195,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2024-04,31,7,24,1,0,0.22580645161290322,3.4657359027997265,2.0794415416798357,3.2188758248682006,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-05,44,36,21,566,39,,0,0,,0,21.0,21.0,True,both,control,control,0,0,48,39626,0.0,13446.0,16301,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.8918202981106265,10.587265983091973,0.0,1.3862943611198906,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2024-05,39,14,25,1,0,0.358974358974359,3.6888794541139363,2.70805020110221,3.2580965380214817,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-06,28,26,25,966,66,,0,0,,0,25.0,25.0,True,both,control,control,0,0,28,33661,0.0,16366.0,19842,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.3672958299864737,10.424124883686112,0.0,1.6094379124341005,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2024-06,62,31,31,1,0,0.5,4.143134726391533,3.4657359027997265,3.4657359027997265,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-07,25,25,18,144,22,,0,0,,0,18.0,18.0,True,both,control,control,0,0,25,6255,0.0,18159.0,21904,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.2580965380214817,8.741296282225147,0.0,1.6094379124341005,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2024-07,5,2,3,1,0,0.4,1.791759469228055,1.0986122886681096,1.3862943611198906,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-08,25,23,19,406,58,,0,0,,0,19.0,19.0,True,both,control,control,4,1,26,11907,0.0,20532.0,24418,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.295836866004329,9.384965722135666,0.0,1.3862943611198906,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2024-08,37,12,25,1,0,0.32432432432432434,3.6375861597263857,2.5649493574615367,3.2580965380214817,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-09,11,8,6,307,45,,0,0,,0,6.0,6.0,True,both,control,control,2,1,11,7452,0.0,24498.0,29470,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4849066497880004,8.916371914881694,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2024-09,22,7,15,1,0,0.3181818181818182,3.1354942159291497,2.0794415416798357,2.772588722239781,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-10,5,5,4,268,50,,0,0,,0,4.0,4.0,True,both,control,control,0,0,5,7593,0.0,25011.0,28886,2,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.791759469228055,8.935113740791747,0.0,1.0986122886681096,0.0,0.6931471805599453,1,1,1,1,0,HelpingAI/Webscout,2024-10,15,10,5,1,0,0.6666666666666666,2.772588722239781,2.3978952727983707,1.791759469228055,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-11,6,3,3,110,17,,0,0,,0,3.0,3.0,True,both,control,control,0,0,7,3815,1.0,26528.0,30547,3,22.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.079441541679836,8.246958032568177,0.6931471805599453,1.3862943611198906,3.1354942159291497,0.6931471805599453,1,1,1,1,0,HelpingAI/Webscout,2024-11,7,6,1,1,0,0.8571428571428571,2.0794415416798357,1.9459101490553132,0.6931471805599453,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2024-12,41,39,28,879,118,,0,0,,0,28.0,28.0,True,both,control,control,2,1,48,31110,31.0,30370.0,37387,5,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.8918202981106265,10.345316733380216,3.4657359027997265,1.791759469228055,0.6931471805599453,0.6931471805599453,1,1,1,1,0,HelpingAI/Webscout,2024-12,70,58,12,1,0,0.8285714285714286,4.2626798770413155,4.07753744390572,2.5649493574615367,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2025-01,7,7,5,147,28,,0,0,,0,5.0,5.0,True,both,control,control,0,0,8,4265,0.0,29732.0,36756,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.197224577336219,8.358431899031295,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2025-01,5,3,2,1,0,0.6,1.791759469228055,1.3862943611198906,1.0986122886681096,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2025-02,54,54,44,310,56,,0,0,,0,44.0,44.0,True,both,control,control,0,0,63,7600,0.0,32938.0,40004,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.158883083359672,8.936035096566041,0.0,1.6094379124341005,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2025-02,19,12,7,1,0,0.631578947368421,2.995732273553991,2.5649493574615367,2.0794415416798357,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2025-03,114,107,85,746,126,,0,0,,0,85.0,85.0,True,both,control,control,3,1,124,21466,0.0,36354.0,45165,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.828313737302301,9.974272151254088,0.0,2.197224577336219,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2025-03,34,17,17,1,0,0.5,3.5553480614894135,2.8903717578961645,2.8903717578961645,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2025-04,122,114,78,1085,149,,0,0,,0,78.0,78.0,True,both,control,control,0,0,124,41560,0.0,49428.0,61541,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.828313737302301,10.634917506521376,0.0,1.3862943611198906,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2025-04,49,43,6,1,0,0.8775510204081632,3.912023005428146,3.784189633918261,1.9459101490553132,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2025-05,134,123,103,1146,167,,0,0,,0,103.0,103.0,True,both,control,control,8,1,150,37643,0.0,53708.0,63040,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.017279836814924,10.53592885797868,0.0,1.791759469228055,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2025-05,36,24,12,1,0,0.6666666666666666,3.6109179126442243,3.2188758248682006,2.5649493574615367,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2025-06,86,83,71,752,111,,0,0,,0,71.0,71.0,True,both,control,control,0,0,90,33159,0.0,60724.0,70758,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.51085950651685,10.40909960924923,0.0,1.6094379124341005,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2025-06,24,20,4,1,0,0.8333333333333334,3.2188758248682006,3.044522437723423,1.6094379124341003,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2025-07,29,25,18,188,35,,0,0,,0,18.0,18.0,True,both,control,control,0,0,29,7390,0.0,61500.0,71761,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4011973816621555,8.908018322784887,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2025-07,5,3,2,1,0,0.6,1.791759469228055,1.3862943611198906,1.0986122886681096,50,60,50-59,bounded_band,1
control,HelpingAI/Webscout,2025-08,39,36,23,165,29,,0,0,,0,23.0,23.0,True,both,control,control,0,0,41,4792,0.0,62631.0,73349,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.737669618283368,8.474911799159631,0.0,1.6094379124341005,0.0,0.0,1,1,1,1,0,HelpingAI/Webscout,2025-08,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,50,60,50-59,bounded_band,1
control,ITSpecialist111/ai_automation_suggester,2024-10,77,20,11,54,10,,0,0,,0,11.0,11.0,True,both,control,control,0,0,79,8330,0.0,273.0,244,1,45.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.382026634673881,9.027738775974909,0.0,0.6931471805599453,3.828641396489095,3.1354942159291497,1,1,1,1,0,ITSpecialist111/ai_automation_suggester,2024-10,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,ITSpecialist111/ai_automation_suggester,2024-11,16,10,9,53,4,,0,0,,0,9.0,9.0,True,both,control,control,2,1,18,2557,17.0,1436.0,1450,5,114.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.9444389791664403,7.8469809821387875,2.8903717578961645,1.791759469228055,4.74493212836325,3.295836866004329,1,1,1,1,0,ITSpecialist111/ai_automation_suggester,2024-11,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,50,60,50-59,bounded_band,1
