treatment_repo,treatment_clone_dir_name,treatment_clone_path,treatment_is_git_repository,matched_period,propensity_score,original_matched_control_count,control_rank,control_repo,control_clone_found,control_clone_dir_name,control_clone_path,control_is_git_repository,pair_status
TheSethRose/Agent-Chat,TheSethRose_Agent-Chat,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TheSethRose_Agent-Chat,True,202409,0.0212830932484271,3,2,loml13yyy/yyGRPU8,True,loml13yyy_yyGRPU8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/loml13yyy_yyGRPU8,True,aligned
TheSethRose/Agent-Chat,TheSethRose_Agent-Chat,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TheSethRose_Agent-Chat,True,202409,0.0212830932484271,3,3,HelpingAI/Webscout,True,HelpingAI_Webscout,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/HelpingAI_Webscout,True,aligned
tmux-python/tmuxp,tmux-python_tmuxp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tmux-python_tmuxp,True,202502,0.0029562516793464,3,1,bannsec/stegoVeritas,True,bannsec_stegoVeritas,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bannsec_stegoVeritas,True,aligned
tmux-python/tmuxp,tmux-python_tmuxp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tmux-python_tmuxp,True,202502,0.0029562516793464,3,2,AlexIoannides/pyspark-example-project,True,AlexIoannides_pyspark-example-project,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/AlexIoannides_pyspark-example-project,True,aligned
tmux-python/tmuxp,tmux-python_tmuxp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tmux-python_tmuxp,True,202502,0.0029562516793464,3,3,FlipperPA/peregrine,True,FlipperPA_peregrine,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/FlipperPA_peregrine,True,aligned
tony/django-docutils,tony_django-docutils,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-docutils,True,202502,0.0012158954909863,3,1,joereynolds/reap-get,True,joereynolds_reap-get,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/joereynolds_reap-get,True,aligned
tony/django-docutils,tony_django-docutils,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-docutils,True,202502,0.0012158954909863,3,2,The-Compiler/pytest-vw,True,The-Compiler_pytest-vw,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/The-Compiler_pytest-vw,True,aligned
tony/django-docutils,tony_django-docutils,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-docutils,True,202502,0.0012158954909863,3,3,R0uter/ss.conf-for-surge,True,R0uter_ss.conf-for-surge,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/R0uter_ss.conf-for-surge,True,aligned
tony/django-slugify-processor,tony_django-slugify-processor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-slugify-processor,True,202502,0.0212304036246308,3,1,aws-samples/aws-dms-cdc-data-pipeline,True,aws-samples_aws-dms-cdc-data-pipeline,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws-samples_aws-dms-cdc-data-pipeline,True,aligned
tony/django-slugify-processor,tony_django-slugify-processor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-slugify-processor,True,202502,0.0212304036246308,3,2,Cjy-CN/PUBGRecognizeAndGunpress,True,Cjy-CN_PUBGRecognizeAndGunpress,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Cjy-CN_PUBGRecognizeAndGunpress,True,aligned
tony/django-slugify-processor,tony_django-slugify-processor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-slugify-processor,True,202502,0.0212304036246308,3,3,LGro/PyAPSI,True,LGro_PyAPSI,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LGro_PyAPSI,True,aligned
ToolUse/infinite-ai-seo,ToolUse_infinite-ai-seo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ToolUse_infinite-ai-seo,True,202501,0.0752835910159034,3,1,MIT-Emerging-Talent/ET6-edXtras,True,MIT-Emerging-Talent_ET6-edXtras,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MIT-Emerging-Talent_ET6-edXtras,True,aligned
ToolUse/infinite-ai-seo,ToolUse_infinite-ai-seo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ToolUse_infinite-ai-seo,True,202501,0.0752835910159034,3,2,LuneMods/KCD2-Blender-Toolkit,True,LuneMods_KCD2-Blender-Toolkit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LuneMods_KCD2-Blender-Toolkit,True,aligned
ToolUse/infinite-ai-seo,ToolUse_infinite-ai-seo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ToolUse_infinite-ai-seo,True,202501,0.0752835910159034,3,3,ninareyes1/Simple-Digital-Clock,True,ninareyes1_Simple-Digital-Clock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ninareyes1_Simple-Digital-Clock,True,aligned
ToolUse/tool-use-ai,ToolUse_tool-use-ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ToolUse_tool-use-ai,True,202411,0.0183440752323568,3,1,Drchip61/Dual_SAM,True,Drchip61_Dual_SAM,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Drchip61_Dual_SAM,True,aligned
ToolUse/tool-use-ai,ToolUse_tool-use-ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ToolUse_tool-use-ai,True,202411,0.0183440752323568,3,2,emresen20/Pau-Bilgisayar-nots,True,emresen20_Pau-Bilgisayar-nots,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/emresen20_Pau-Bilgisayar-nots,True,aligned
ToolUse/tool-use-ai,ToolUse_tool-use-ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ToolUse_tool-use-ai,True,202411,0.0183440752323568,3,3,bobokun/actualtap-py,True,bobokun_actualtap-py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,True,aligned
trycua/cua,trycua_cua,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/trycua_cua,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
trycua/cua,trycua_cua,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/trycua_cua,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
trycua/cua,trycua_cua,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/trycua_cua,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
tsukumijima/KonomiTV,tsukumijima_KonomiTV,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tsukumijima_KonomiTV,True,202501,0.0053533527988318,3,1,chenjie/PyTorch-CIFAR-10-autoencoder,True,chenjie_PyTorch-CIFAR-10-autoencoder,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/chenjie_PyTorch-CIFAR-10-autoencoder,True,aligned
tsukumijima/KonomiTV,tsukumijima_KonomiTV,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tsukumijima_KonomiTV,True,202501,0.0053533527988318,3,2,jfcrenshaw/pzflow,True,jfcrenshaw_pzflow,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jfcrenshaw_pzflow,True,aligned
tsukumijima/KonomiTV,tsukumijima_KonomiTV,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tsukumijima_KonomiTV,True,202501,0.0053533527988318,3,3,qiboteam/qibojit,True,qiboteam_qibojit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/qiboteam_qibojit,True,aligned
ttmouse/Wispr-Flow-CN,ttmouse_Wispr-Flow-CN,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ttmouse_Wispr-Flow-CN,True,202411,0.0322652722433117,3,1,RobinWu218/ToST,True,RobinWu218_ToST,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/RobinWu218_ToST,True,aligned
ttmouse/Wispr-Flow-CN,ttmouse_Wispr-Flow-CN,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ttmouse_Wispr-Flow-CN,True,202411,0.0322652722433117,3,2,vonssy/BlockBitsApp-BOT,True,vonssy_BlockBitsApp-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_BlockBitsApp-BOT,True,aligned
ttmouse/Wispr-Flow-CN,ttmouse_Wispr-Flow-CN,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ttmouse_Wispr-Flow-CN,True,202411,0.0322652722433117,3,3,Scrapybara/scrapybara-playground,True,Scrapybara_scrapybara-playground,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Scrapybara_scrapybara-playground,True,aligned
tw-haiven/haiven,tw-haiven_haiven,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tw-haiven_haiven,True,202501,0.0699386914637578,3,1,IBM/mt-rag-benchmark,True,IBM_mt-rag-benchmark,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/IBM_mt-rag-benchmark,True,aligned
tw-haiven/haiven,tw-haiven_haiven,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tw-haiven_haiven,True,202501,0.0699386914637578,3,2,ArpiarSaundersLab/annsql,True,ArpiarSaundersLab_annsql,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ArpiarSaundersLab_annsql,True,aligned
tw-haiven/haiven,tw-haiven_haiven,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tw-haiven_haiven,True,202501,0.0699386914637578,3,3,evermoving/SystemCaptioner,True,evermoving_SystemCaptioner,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/evermoving_SystemCaptioner,True,aligned
utensils/mcp-nixos,utensils_mcp-nixos,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/utensils_mcp-nixos,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
utensils/mcp-nixos,utensils_mcp-nixos,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/utensils_mcp-nixos,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
utensils/mcp-nixos,utensils_mcp-nixos,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/utensils_mcp-nixos,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
vcs-python/vcspull,vcs-python_vcspull,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vcs-python_vcspull,True,202502,0.00336051048008,3,1,Khrylx/PyTorch-RL,True,Khrylx_PyTorch-RL,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Khrylx_PyTorch-RL,True,aligned
vcs-python/vcspull,vcs-python_vcspull,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vcs-python_vcspull,True,202502,0.00336051048008,3,2,ahmetozlu/color_recognition,True,ahmetozlu_color_recognition,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ahmetozlu_color_recognition,True,aligned
vcs-python/vcspull,vcs-python_vcspull,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vcs-python_vcspull,True,202502,0.00336051048008,3,3,oval-group/smooth-topk,True,oval-group_smooth-topk,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/oval-group_smooth-topk,True,aligned
vietanhdev/anylabeling,vietanhdev_anylabeling,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vietanhdev_anylabeling,True,202502,0.039420582211372,3,1,microsoft/AzureTRE,True,microsoft_AzureTRE,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_AzureTRE,True,aligned
vietanhdev/anylabeling,vietanhdev_anylabeling,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vietanhdev_anylabeling,True,202502,0.039420582211372,3,2,Scholar01/sd-webui-bg-mask,True,Scholar01_sd-webui-bg-mask,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Scholar01_sd-webui-bg-mask,True,aligned
vietanhdev/anylabeling,vietanhdev_anylabeling,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vietanhdev_anylabeling,True,202502,0.039420582211372,3,3,zeyangsha/De-Fake,True,zeyangsha_De-Fake,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zeyangsha_De-Fake,True,aligned
VRSEN/agency-swarm,VRSEN_agency-swarm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm,True,202409,0.3564830619691073,3,1,PennyLaneAI/catalyst,True,PennyLaneAI_catalyst,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/PennyLaneAI_catalyst,True,aligned
VRSEN/agency-swarm,VRSEN_agency-swarm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm,True,202409,0.3564830619691073,3,2,TianxingChen/RoboTwin,True,TianxingChen_RoboTwin,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/TianxingChen_RoboTwin,True,aligned
VRSEN/agency-swarm,VRSEN_agency-swarm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm,True,202409,0.3564830619691073,3,3,kuleshov-group/caduceus,True,kuleshov-group_caduceus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/kuleshov-group_caduceus,True,aligned
VRSEN/agency-swarm-memory-demo,VRSEN_agency-swarm-memory-demo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm-memory-demo,True,202501,0.0752835910159034,3,1,MIT-Emerging-Talent/ET6-edXtras,True,MIT-Emerging-Talent_ET6-edXtras,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MIT-Emerging-Talent_ET6-edXtras,True,aligned
VRSEN/agency-swarm-memory-demo,VRSEN_agency-swarm-memory-demo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm-memory-demo,True,202501,0.0752835910159034,3,2,LuneMods/KCD2-Blender-Toolkit,True,LuneMods_KCD2-Blender-Toolkit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LuneMods_KCD2-Blender-Toolkit,True,aligned
VRSEN/agency-swarm-memory-demo,VRSEN_agency-swarm-memory-demo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm-memory-demo,True,202501,0.0752835910159034,3,3,ninareyes1/Simple-Digital-Clock,True,ninareyes1_Simple-Digital-Clock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ninareyes1_Simple-Digital-Clock,True,aligned
VRSEN/agency-voice-interface,VRSEN_agency-voice-interface,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-voice-interface,True,202409,0.0212830932484271,3,1,loml13yyy/AtlassianConfluence-RCE,True,loml13yyy_AtlassianConfluence-RCE,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/loml13yyy_AtlassianConfluence-RCE,True,aligned
VRSEN/agency-voice-interface,VRSEN_agency-voice-interface,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-voice-interface,True,202409,0.0212830932484271,3,2,loml13yyy/yyGRPU8,True,loml13yyy_yyGRPU8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/loml13yyy_yyGRPU8,True,aligned
VRSEN/agency-voice-interface,VRSEN_agency-voice-interface,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-voice-interface,True,202409,0.0212830932484271,3,3,HelpingAI/Webscout,True,HelpingAI_Webscout,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/HelpingAI_Webscout,True,aligned
W1ndys/Blog,W1ndys_Blog,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_Blog,True,202412,0.0197464997142619,3,1,C4NU/Paddie,True,C4NU_Paddie,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/C4NU_Paddie,True,aligned
W1ndys/Blog,W1ndys_Blog,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_Blog,True,202412,0.0197464997142619,3,2,LinJing517/micropython-deauth,True,LinJing517_micropython-deauth,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LinJing517_micropython-deauth,True,aligned
W1ndys/Blog,W1ndys_Blog,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_Blog,True,202412,0.0197464997142619,3,3,ysj9909/SHViT,True,ysj9909_SHViT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ysj9909_SHViT,True,aligned
W1ndys/W1ndysBot,W1ndys_W1ndysBot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_W1ndysBot,True,202502,0.0873981107298967,3,1,crate/devrel-pdf-rag-chatbot,True,crate_devrel-pdf-rag-chatbot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/crate_devrel-pdf-rag-chatbot,True,aligned
W1ndys/W1ndysBot,W1ndys_W1ndysBot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_W1ndysBot,True,202502,0.0873981107298967,3,2,esxr/langgraph-mcp,True,esxr_langgraph-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/esxr_langgraph-mcp,True,aligned
W1ndys/W1ndysBot,W1ndys_W1ndysBot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_W1ndysBot,True,202502,0.0873981107298967,3,3,caiyuanhao1998/HDR-GS,True,caiyuanhao1998_HDR-GS,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/caiyuanhao1998_HDR-GS,True,aligned
WangQrkkk/ThinkingCursor,WangQrkkk_ThinkingCursor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/WangQrkkk_ThinkingCursor,True,202412,0.0436832021199089,3,1,ali-bahrainian/RAG_best_practices,True,ali-bahrainian_RAG_best_practices,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ali-bahrainian_RAG_best_practices,True,aligned
WangQrkkk/ThinkingCursor,WangQrkkk_ThinkingCursor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/WangQrkkk_ThinkingCursor,True,202412,0.0436832021199089,3,2,MrTimonM/Arichain-Bot,True,MrTimonM_Arichain-Bot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MrTimonM_Arichain-Bot,True,aligned
WangQrkkk/ThinkingCursor,WangQrkkk_ThinkingCursor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/WangQrkkk_ThinkingCursor,True,202412,0.0436832021199089,3,3,yihozhang/most-influential-pl-papers,True,yihozhang_most-influential-pl-papers,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/yihozhang_most-influential-pl-papers,True,aligned
wdm0006/elote,wdm0006_elote,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_elote,True,202501,0.0006191621312391,3,1,snowzjx/ns3-load-balance,True,snowzjx_ns3-load-balance,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/snowzjx_ns3-load-balance,True,aligned
wdm0006/elote,wdm0006_elote,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_elote,True,202501,0.0006191621312391,3,2,jyjblrd/SelfDrivingCar,True,jyjblrd_SelfDrivingCar,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jyjblrd_SelfDrivingCar,True,aligned
wdm0006/elote,wdm0006_elote,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_elote,True,202501,0.0006191621312391,3,3,tranceitionalMynd/spy-reaper,True,tranceitionalMynd_spy-reaper,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/tranceitionalMynd_spy-reaper,True,aligned
wdm0006/git-pandas,wdm0006_git-pandas,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_git-pandas,True,202502,0.0012434552007213,3,1,dimatura/pypcd,True,dimatura_pypcd,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,True,aligned
wdm0006/git-pandas,wdm0006_git-pandas,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_git-pandas,True,202502,0.0012434552007213,3,2,LonamiWebs/Telebackup,True,LonamiWebs_Telebackup,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LonamiWebs_Telebackup,True,aligned
wdm0006/git-pandas,wdm0006_git-pandas,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_git-pandas,True,202502,0.0012434552007213,3,3,R0uter/ss.conf-for-surge,True,R0uter_ss.conf-for-surge,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/R0uter_ss.conf-for-surge,True,aligned
wdm0006/pygeohash,wdm0006_pygeohash,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_pygeohash,True,202502,0.0023878606627739,3,1,anujshah1003/Tensorboard-own-image-data-image-features-embedding-visualization,True,anujshah1003_Tensorboard-own-image-data-image-features-embedding-visualization,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/anujshah1003_Tensorboard-own-image-data-image-features-embedding-visualization,True,aligned
wdm0006/pygeohash,wdm0006_pygeohash,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_pygeohash,True,202502,0.0023878606627739,3,2,surajt97/Train_Delay_Prediction,True,surajt97_Train_Delay_Prediction,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/surajt97_Train_Delay_Prediction,True,aligned
wdm0006/pygeohash,wdm0006_pygeohash,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_pygeohash,True,202502,0.0023878606627739,3,3,autti/abraham,True,autti_abraham,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/autti_abraham,True,aligned
whiteducksoftware/flock,whiteducksoftware_flock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/whiteducksoftware_flock,True,202502,0.2241572458640519,3,1,aio-libs/aiohttp,True,aio-libs_aiohttp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,True,aligned
whiteducksoftware/flock,whiteducksoftware_flock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/whiteducksoftware_flock,True,202502,0.2241572458640519,3,2,pieces-app/cli-agent,True,pieces-app_cli-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,True,aligned
whiteducksoftware/flock,whiteducksoftware_flock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/whiteducksoftware_flock,True,202502,0.2241572458640519,3,3,plurai-ai/intellagent,True,plurai-ai_intellagent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/plurai-ai_intellagent,True,aligned
xzq-xu/jvm-mcp-server,xzq-xu_jvm-mcp-server,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/xzq-xu_jvm-mcp-server,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
xzq-xu/jvm-mcp-server,xzq-xu_jvm-mcp-server,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/xzq-xu_jvm-mcp-server,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
xzq-xu/jvm-mcp-server,xzq-xu_jvm-mcp-server,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/xzq-xu_jvm-mcp-server,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
yagami1997/CursorMind,yagami1997_CursorMind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_CursorMind,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
yagami1997/CursorMind,yagami1997_CursorMind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_CursorMind,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
yagami1997/CursorMind,yagami1997_CursorMind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_CursorMind,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
yagami1997/TradeMind,yagami1997_TradeMind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_TradeMind,True,202502,0.1718011160928805,3,1,dymmond/edgy,True,dymmond_edgy,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dymmond_edgy,True,aligned
yagami1997/TradeMind,yagami1997_TradeMind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_TradeMind,True,202502,0.1718011160928805,3,2,BalancerMaxis/multisig-ops,True,BalancerMaxis_multisig-ops,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/BalancerMaxis_multisig-ops,True,aligned
yagami1997/TradeMind,yagami1997_TradeMind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_TradeMind,True,202502,0.1718011160928805,3,3,bropines/chrome-lens-py,True,bropines_chrome-lens-py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,True,aligned
