repo_name,time,scan_group,paper_match_status,metric,paper_value,our_value,diff,abs_diff,identical
lancedb/lancedb,2024-12,control,both,ncloc,23524.0,39898.0,16374.0,16374.0,False
DataDog/integrations-core,2024-09,treatment,both,technical_debt,34980.0,18765.0,-16215.0,16215.0,False
DataDog/integrations-core,2024-08,treatment,both,technical_debt,34216.0,18366.0,-15850.0,15850.0,False
DataDog/integrations-core,2024-07,treatment,both,technical_debt,34055.0,18238.0,-15817.0,15817.0,False
DataDog/integrations-core,2024-10,treatment,both,technical_debt,33907.0,18588.0,-15319.0,15319.0,False
lancedb/lancedb,2024-11,control,both,ncloc,22522.0,37497.0,14975.0,14975.0,False
DataDog/integrations-core,2024-06,treatment,both,technical_debt,32532.0,18100.0,-14432.0,14432.0,False
DataDog/integrations-core,2024-05,treatment,both,technical_debt,32175.0,18060.0,-14115.0,14115.0,False
lancedb/lancedb,2024-10,control,both,ncloc,21682.0,35585.0,13903.0,13903.0,False
DataDog/integrations-core,2024-04,treatment,both,technical_debt,31816.0,17915.0,-13901.0,13901.0,False
zauberzeug/nicegui,2024-07,treatment,both,technical_debt,124588.0,138351.0,13763.0,13763.0,False
zauberzeug/nicegui,2024-06,treatment,both,technical_debt,124588.0,138336.0,13748.0,13748.0,False
zauberzeug/nicegui,2024-04,treatment,both,technical_debt,124519.0,138256.0,13737.0,13737.0,False
zauberzeug/nicegui,2024-05,treatment,both,technical_debt,124570.0,138306.0,13736.0,13736.0,False
zauberzeug/nicegui,2024-03,treatment,both,technical_debt,124488.0,138143.0,13655.0,13655.0,False
zauberzeug/nicegui,2024-02,treatment,both,technical_debt,124407.0,137896.0,13489.0,13489.0,False
DataDog/integrations-core,2024-03,treatment,both,technical_debt,31209.0,17778.0,-13431.0,13431.0,False
DataDog/integrations-core,2024-01,treatment,both,technical_debt,30811.0,17557.0,-13254.0,13254.0,False
zauberzeug/nicegui,2024-01,treatment,both,technical_debt,123658.0,136857.0,13199.0,13199.0,False
DataDog/integrations-core,2024-02,treatment,both,technical_debt,30576.0,17387.0,-13189.0,13189.0,False
lancedb/lancedb,2024-09,control,both,ncloc,21675.0,34763.0,13088.0,13088.0,False
zauberzeug/nicegui,2025-04,treatment,both,static_analysis_warnings,37736.0,25428.0,-12308.0,12308.0,False
lancedb/lancedb,2024-08,control,both,ncloc,20546.0,32162.0,11616.0,11616.0,False
PostHog/posthog,2024-07,treatment,both,ncloc,677634.0,689198.0,11564.0,11564.0,False
lancedb/lancedb,2024-07,control,both,ncloc,20083.0,31252.0,11169.0,11169.0,False
lancedb/lancedb,2024-06,control,both,ncloc,18589.0,29231.0,10642.0,10642.0,False
lancedb/lancedb,2024-05,control,both,ncloc,17029.0,27319.0,10290.0,10290.0,False
PostHog/posthog,2024-06,treatment,both,ncloc,661185.0,671343.0,10158.0,10158.0,False
ethyca/fides,2025-04,treatment,both,ncloc,318483.0,328498.0,10015.0,10015.0,False
yeagerai/genlayer-studio,2025-04,treatment,both,ncloc,17414.0,27099.0,9685.0,9685.0,False
odoo/industry,2024-09,control,both,ncloc,79415.0,70067.0,-9348.0,9348.0,False
wdm0006/elote,2024-12,treatment,both,ncloc,10123.0,906.0,-9217.0,9217.0,False
wdm0006/elote,2025-01,treatment,both,ncloc,10123.0,906.0,-9217.0,9217.0,False
wdm0006/elote,2025-02,treatment,both,ncloc,11558.0,2341.0,-9217.0,9217.0,False
wdm0006/elote,2024-07,treatment,both,ncloc,10123.0,906.0,-9217.0,9217.0,False
wdm0006/elote,2024-09,treatment,both,ncloc,10123.0,906.0,-9217.0,9217.0,False
wdm0006/elote,2024-08,treatment,both,ncloc,10123.0,906.0,-9217.0,9217.0,False
wdm0006/elote,2024-11,treatment,both,ncloc,10123.0,906.0,-9217.0,9217.0,False
wdm0006/elote,2024-10,treatment,both,ncloc,10123.0,906.0,-9217.0,9217.0,False
yeagerai/genlayer-studio,2025-08,treatment,both,ncloc,22583.0,31585.0,9002.0,9002.0,False
zauberzeug/nicegui,2025-04,treatment,both,code_smells,33270.0,24822.0,-8448.0,8448.0,False
yeagerai/genlayer-studio,2025-07,treatment,both,ncloc,22311.0,30562.0,8251.0,8251.0,False
lancedb/lancedb,2024-04,control,both,ncloc,15470.0,23347.0,7877.0,7877.0,False
zauberzeug/nicegui,2025-02,treatment,both,code_smells,33269.0,41102.0,7833.0,7833.0,False
zauberzeug/nicegui,2025-01,treatment,both,code_smells,33269.0,41099.0,7830.0,7830.0,False
zauberzeug/nicegui,2025-03,treatment,both,code_smells,33270.0,41099.0,7829.0,7829.0,False
zauberzeug/nicegui,2024-12,treatment,both,code_smells,33267.0,41092.0,7825.0,7825.0,False
zauberzeug/nicegui,2024-11,treatment,both,code_smells,33267.0,41078.0,7811.0,7811.0,False
PostHog/posthog,2025-04,treatment,both,technical_debt,70394.0,77811.0,7417.0,7417.0,False
cgevans/qslib,2025-05,treatment,both,ncloc,8454.0,1243.0,-7211.0,7211.0,False
VirtualFlow/VFVS,2024-08,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-05,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-01,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-11,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-12,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-07,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-10,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2025-04,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2025-07,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2025-01,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-06,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-03,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-04,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-02,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2024-09,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2025-02,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2025-03,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2025-05,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
VirtualFlow/VFVS,2025-06,control,both,ncloc,8129.0,1112.0,-7017.0,7017.0,False
yeagerai/genlayer-studio,2025-06,treatment,both,ncloc,21166.0,28166.0,7000.0,7000.0,False
yeagerai/genlayer-studio,2025-05,treatment,both,ncloc,20916.0,27796.0,6880.0,6880.0,False
yeagerai/genlayer-studio,2025-03,treatment,both,ncloc,17409.0,23737.0,6328.0,6328.0,False
PostHog/posthog,2025-04,treatment,both,cognitive_complexity,69756.0,76027.0,6271.0,6271.0,False
yeagerai/genlayer-studio,2025-02,treatment,both,ncloc,17292.0,23526.0,6234.0,6234.0,False
getsentry/sentry,2025-02,treatment,both,technical_debt,107481.0,113579.0,6098.0,6098.0,False
yeagerai/genlayer-studio,2025-01,treatment,both,ncloc,16120.0,22173.0,6053.0,6053.0,False
yeagerai/genlayer-studio,2024-12,treatment,both,ncloc,15719.0,21568.0,5849.0,5849.0,False
getsentry/sentry,2024-01,treatment,both,technical_debt,90882.0,96629.0,5747.0,5747.0,False
zauberzeug/nicegui,2025-02,treatment,both,static_analysis_warnings,37735.0,43384.0,5649.0,5649.0,False
zauberzeug/nicegui,2025-01,treatment,both,static_analysis_warnings,37735.0,43381.0,5646.0,5646.0,False
zauberzeug/nicegui,2025-03,treatment,both,static_analysis_warnings,37736.0,43381.0,5645.0,5645.0,False
zauberzeug/nicegui,2024-12,treatment,both,static_analysis_warnings,37733.0,43374.0,5641.0,5641.0,False
cgevans/qslib,2025-08,treatment,both,ncloc,8397.0,14026.0,5629.0,5629.0,False
zauberzeug/nicegui,2024-11,treatment,both,static_analysis_warnings,37733.0,43358.0,5625.0,5625.0,False
wdm0006/elote,2025-02,treatment,both,technical_debt,5529.0,153.0,-5376.0,5376.0,False
LearningCircuit/local-deep-research,2025-08,treatment,both,technical_debt,9777.0,15120.0,5343.0,5343.0,False
wdm0006/elote,2024-08,treatment,both,technical_debt,5441.0,113.0,-5328.0,5328.0,False
wdm0006/elote,2024-07,treatment,both,technical_debt,5441.0,113.0,-5328.0,5328.0,False
wdm0006/elote,2024-09,treatment,both,technical_debt,5441.0,113.0,-5328.0,5328.0,False
wdm0006/elote,2024-12,treatment,both,technical_debt,5441.0,113.0,-5328.0,5328.0,False
wdm0006/elote,2025-01,treatment,both,technical_debt,5441.0,113.0,-5328.0,5328.0,False
wdm0006/elote,2024-11,treatment,both,technical_debt,5441.0,113.0,-5328.0,5328.0,False
wdm0006/elote,2024-10,treatment,both,technical_debt,5441.0,113.0,-5328.0,5328.0,False
cgevans/qslib,2025-06,treatment,both,ncloc,8353.0,13524.0,5171.0,5171.0,False
cgevans/qslib,2025-04,treatment,both,ncloc,8454.0,13625.0,5171.0,5171.0,False
cgevans/qslib,2025-03,treatment,both,ncloc,8454.0,13625.0,5171.0,5171.0,False
cgevans/qslib,2025-07,treatment,both,ncloc,8395.0,13566.0,5171.0,5171.0,False
terryyin/lizard,2025-04,treatment,both,technical_debt,8617.0,13701.0,5084.0,5084.0,False
terryyin/lizard,2025-08,treatment,both,technical_debt,8745.0,13829.0,5084.0,5084.0,False
terryyin/lizard,2025-07,treatment,both,technical_debt,8745.0,13824.0,5079.0,5079.0,False
terryyin/lizard,2025-06,treatment,both,technical_debt,8745.0,13824.0,5079.0,5079.0,False
terryyin/lizard,2025-03,treatment,both,technical_debt,8616.0,13691.0,5075.0,5075.0,False
terryyin/lizard,2025-05,treatment,both,technical_debt,8715.0,13789.0,5074.0,5074.0,False
terryyin/lizard,2024-11,treatment,both,technical_debt,8481.0,13554.0,5073.0,5073.0,False
terryyin/lizard,2024-10,treatment,both,technical_debt,8481.0,13554.0,5073.0,5073.0,False
terryyin/lizard,2024-08,treatment,both,technical_debt,8464.0,13537.0,5073.0,5073.0,False
terryyin/lizard,2024-09,treatment,both,technical_debt,8464.0,13537.0,5073.0,5073.0,False
terryyin/lizard,2024-05,treatment,both,technical_debt,8464.0,13537.0,5073.0,5073.0,False
terryyin/lizard,2024-04,treatment,both,technical_debt,8464.0,13537.0,5073.0,5073.0,False
terryyin/lizard,2024-06,treatment,both,technical_debt,8464.0,13537.0,5073.0,5073.0,False
terryyin/lizard,2024-07,treatment,both,technical_debt,8464.0,13537.0,5073.0,5073.0,False
terryyin/lizard,2024-12,treatment,both,technical_debt,8489.0,13557.0,5068.0,5068.0,False
terryyin/lizard,2025-01,treatment,both,technical_debt,8578.0,13646.0,5068.0,5068.0,False
terryyin/lizard,2025-02,treatment,both,technical_debt,8596.0,13655.0,5059.0,5059.0,False
LearningCircuit/local-deep-research,2025-07,treatment,both,technical_debt,9705.0,14760.0,5055.0,5055.0,False
ethyca/fides,2025-08,treatment,both,technical_debt,24610.0,19609.0,-5001.0,5001.0,False
getsentry/sentry,2024-05,treatment,both,technical_debt,105715.0,110547.0,4832.0,4832.0,False
ethyca/fides,2025-07,treatment,both,technical_debt,22434.0,17725.0,-4709.0,4709.0,False
yeagerai/genlayer-studio,2024-11,treatment,both,ncloc,14376.0,19067.0,4691.0,4691.0,False
getsentry/sentry,2024-04,treatment,both,technical_debt,92558.0,97191.0,4633.0,4633.0,False
utensils/mcp-nixos,2025-04,treatment,both,ncloc,13451.0,18081.0,4630.0,4630.0,False
ethyca/fides,2025-06,treatment,both,technical_debt,21061.0,16523.0,-4538.0,4538.0,False
PromtEngineer/localGPT,2025-02,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PromtEngineer/localGPT,2025-04,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PromtEngineer/localGPT,2025-06,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PromtEngineer/localGPT,2024-10,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PromtEngineer/localGPT,2024-12,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PromtEngineer/localGPT,2025-03,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PromtEngineer/localGPT,2025-05,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PromtEngineer/localGPT,2025-01,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PromtEngineer/localGPT,2024-11,control,both,ncloc,41851.0,46375.0,4524.0,4524.0,False
PostHog/posthog,2025-05,treatment,both,technical_debt,77447.0,81950.0,4503.0,4503.0,False
PromtEngineer/localGPT,2024-05,control,both,ncloc,41697.0,46183.0,4486.0,4486.0,False
PromtEngineer/localGPT,2024-01,control,both,ncloc,41654.0,46140.0,4486.0,4486.0,False
PromtEngineer/localGPT,2024-09,control,both,ncloc,41697.0,46183.0,4486.0,4486.0,False
PromtEngineer/localGPT,2024-04,control,both,ncloc,41676.0,46162.0,4486.0,4486.0,False
PromtEngineer/localGPT,2024-07,control,both,ncloc,41697.0,46183.0,4486.0,4486.0,False
PromtEngineer/localGPT,2024-02,control,both,ncloc,41676.0,46162.0,4486.0,4486.0,False
PromtEngineer/localGPT,2024-03,control,both,ncloc,41676.0,46162.0,4486.0,4486.0,False
PromtEngineer/localGPT,2024-06,control,both,ncloc,41697.0,46183.0,4486.0,4486.0,False
PromtEngineer/localGPT,2024-08,control,both,ncloc,41697.0,46183.0,4486.0,4486.0,False
PostHog/posthog,2024-05,treatment,both,technical_debt,45693.0,41314.0,-4379.0,4379.0,False
getsentry/sentry,2024-09,treatment,both,technical_debt,110298.0,114641.0,4343.0,4343.0,False
getsentry/sentry,2024-06,treatment,both,technical_debt,105176.0,109513.0,4337.0,4337.0,False
getsentry/sentry,2024-03,treatment,both,technical_debt,90060.0,94378.0,4318.0,4318.0,False
getsentry/sentry,2025-01,treatment,both,technical_debt,103379.0,107643.0,4264.0,4264.0,False
PostHog/posthog,2024-03,treatment,both,technical_debt,43584.0,39370.0,-4214.0,4214.0,False
PostHog/posthog,2024-04,treatment,both,technical_debt,44242.0,40031.0,-4211.0,4211.0,False
getsentry/sentry,2024-07,treatment,both,technical_debt,107637.0,111830.0,4193.0,4193.0,False
PostHog/posthog,2025-08,treatment,both,cognitive_complexity,93378.0,97541.0,4163.0,4163.0,False
getsentry/sentry,2024-02,treatment,both,technical_debt,90115.0,94256.0,4141.0,4141.0,False
PostHog/posthog,2024-02,treatment,both,technical_debt,42798.0,38669.0,-4129.0,4129.0,False
getsentry/sentry,2024-12,treatment,both,technical_debt,106610.0,110737.0,4127.0,4127.0,False
zauberzeug/nicegui,2025-05,treatment,both,code_smells,20715.0,24824.0,4109.0,4109.0,False
zauberzeug/nicegui,2025-08,treatment,both,code_smells,20735.0,24842.0,4107.0,4107.0,False
zauberzeug/nicegui,2025-07,treatment,both,code_smells,20733.0,24840.0,4107.0,4107.0,False
zauberzeug/nicegui,2025-06,treatment,both,code_smells,20717.0,24823.0,4106.0,4106.0,False
getsentry/sentry,2024-08,treatment,both,technical_debt,109444.0,113548.0,4104.0,4104.0,False
getsentry/sentry,2024-10,treatment,both,technical_debt,109276.0,113340.0,4064.0,4064.0,False
cgevans/qslib,2025-02,treatment,both,ncloc,8741.0,4761.0,-3980.0,3980.0,False
PostHog/posthog,2024-06,treatment,both,technical_debt,47704.0,43730.0,-3974.0,3974.0,False
keephq/keep,2025-04,treatment,both,technical_debt,18018.0,21943.0,3925.0,3925.0,False
getsentry/sentry,2024-11,treatment,both,technical_debt,108877.0,112794.0,3917.0,3917.0,False
keephq/keep,2025-03,treatment,both,technical_debt,17207.0,21095.0,3888.0,3888.0,False
keephq/keep,2025-06,treatment,both,technical_debt,19588.0,23473.0,3885.0,3885.0,False
zauberzeug/nicegui,2025-04,treatment,both,bugs,4466.0,602.0,-3864.0,3864.0,False
keephq/keep,2025-07,treatment,both,technical_debt,19748.0,23603.0,3855.0,3855.0,False
keephq/keep,2025-08,treatment,both,technical_debt,19975.0,23810.0,3835.0,3835.0,False
PostHog/posthog,2025-03,treatment,both,technical_debt,70314.0,74136.0,3822.0,3822.0,False
keephq/keep,2025-05,treatment,both,technical_debt,19006.0,22806.0,3800.0,3800.0,False
PostHog/posthog,2024-07,treatment,both,technical_debt,47888.0,44096.0,-3792.0,3792.0,False
keephq/keep,2025-02,treatment,both,technical_debt,15267.0,18950.0,3683.0,3683.0,False
PostHog/posthog,2025-07,treatment,both,cognitive_complexity,86434.0,90037.0,3603.0,3603.0,False
ysj9909/SHViT,2024-05,control,both,technical_debt,387.0,3967.0,3580.0,3580.0,False
ysj9909/SHViT,2024-04,control,both,technical_debt,387.0,3967.0,3580.0,3580.0,False
ysj9909/SHViT,2024-06,control,both,technical_debt,387.0,3967.0,3580.0,3580.0,False
whiteducksoftware/flock,2025-06,treatment,both,ncloc,30227.0,33799.0,3572.0,3572.0,False
PostHog/posthog,2025-02,treatment,both,technical_debt,67212.0,70755.0,3543.0,3543.0,False
ethyca/fides,2024-08,treatment,both,technical_debt,15187.0,11653.0,-3534.0,3534.0,False
whiteducksoftware/flock,2025-05,treatment,both,ncloc,30218.0,33737.0,3519.0,3519.0,False
PostHog/posthog,2025-06,treatment,both,cognitive_complexity,81500.0,85016.0,3516.0,3516.0,False
TextGeneratorio/text-generator.io,2025-08,treatment,both,technical_debt,20570.0,24022.0,3452.0,3452.0,False
zhipeixu/FakeShield,2025-03,control,both,technical_debt,6893.0,10282.0,3389.0,3389.0,False
zhipeixu/FakeShield,2025-06,control,both,technical_debt,6893.0,10282.0,3389.0,3389.0,False
zhipeixu/FakeShield,2025-02,control,both,technical_debt,6893.0,10282.0,3389.0,3389.0,False
zhipeixu/FakeShield,2025-04,control,both,technical_debt,6893.0,10282.0,3389.0,3389.0,False
zhipeixu/FakeShield,2025-05,control,both,technical_debt,6893.0,10282.0,3389.0,3389.0,False
zauberzeug/nicegui,2024-07,treatment,both,code_smells,19352.0,22721.0,3369.0,3369.0,False
zauberzeug/nicegui,2024-06,treatment,both,code_smells,19352.0,22718.0,3366.0,3366.0,False
PostHog/posthog,2024-01,treatment,both,technical_debt,40854.0,37492.0,-3362.0,3362.0,False
zauberzeug/nicegui,2024-05,treatment,both,code_smells,19350.0,22711.0,3361.0,3361.0,False
zauberzeug/nicegui,2024-04,treatment,both,code_smells,19343.0,22702.0,3359.0,3359.0,False
zauberzeug/nicegui,2024-03,treatment,both,code_smells,19341.0,22694.0,3353.0,3353.0,False
zauberzeug/nicegui,2024-02,treatment,both,code_smells,19325.0,22645.0,3320.0,3320.0,False
keephq/keep,2024-10,treatment,both,technical_debt,11247.0,14509.0,3262.0,3262.0,False
trycua/cua,2025-04,treatment,both,ncloc,11136.0,14394.0,3258.0,3258.0,False
zauberzeug/nicegui,2024-01,treatment,both,code_smells,19235.0,22469.0,3234.0,3234.0,False
VirtualFlow/VFVS,2025-01,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2025-02,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-10,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2025-07,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2025-06,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2025-04,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2025-05,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-11,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2025-03,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-09,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-04,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-06,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-05,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-12,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-08,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-01,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-02,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-03,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
VirtualFlow/VFVS,2024-07,control,both,technical_debt,3560.0,370.0,-3190.0,3190.0,False
TextGeneratorio/text-generator.io,2025-07,treatment,both,technical_debt,20329.0,23495.0,3166.0,3166.0,False
keephq/keep,2025-01,treatment,both,technical_debt,13681.0,16822.0,3141.0,3141.0,False
ResearchHub/researchhub-backend,2025-04,treatment,both,ncloc,80840.0,83901.0,3061.0,3061.0,False
PostHog/posthog,2025-05,treatment,both,cognitive_complexity,76949.0,79996.0,3047.0,3047.0,False
keephq/keep,2024-09,treatment,both,technical_debt,10014.0,13030.0,3016.0,3016.0,False
allthingslinux/tux,2025-08,treatment,both,ncloc,18494.0,21486.0,2992.0,2992.0,False
FMInference/FlexiGen,2024-10,control,both,technical_debt,78238.0,81228.0,2990.0,2990.0,False
FMInference/FlexiGen,2024-04,control,both,technical_debt,78233.0,81221.0,2988.0,2988.0,False
FMInference/FlexiGen,2024-06,control,both,technical_debt,78233.0,81221.0,2988.0,2988.0,False
FMInference/FlexiGen,2024-08,control,both,technical_debt,78233.0,81221.0,2988.0,2988.0,False
FMInference/FlexiGen,2024-05,control,both,technical_debt,78233.0,81221.0,2988.0,2988.0,False
FMInference/FlexiGen,2024-09,control,both,technical_debt,78233.0,81221.0,2988.0,2988.0,False
FMInference/FlexiGen,2024-07,control,both,technical_debt,78233.0,81221.0,2988.0,2988.0,False
samuelgursky/davinci-resolve-mcp,2025-04,treatment,both,ncloc,7828.0,10768.0,2940.0,2940.0,False
samuelgursky/davinci-resolve-mcp,2025-03,treatment,both,ncloc,7828.0,10768.0,2940.0,2940.0,False
