dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ast_sequence_token_band_set,ast_sequence_token_band_width,analysis_design_status
treatment,Kiln-AI/Kiln,2025-03,156,84,71,290,50,2.0,1,1,2025-01,1,71.0,71.0,True,both,treatment,post,0,0,172,27697,126.0,28044.0,27666,4,289.0,17.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.153291594497778,10.229115487402662,4.844187086458591,1.6094379124341005,5.66988092298052,2.8903717578961645,1,1,1,1,1,Kiln-AI/Kiln,2025-03,26,13,13,1,0,0.5,3.295836866004329,2.6390573296152584,2.6390573296152584,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Kiln-AI/Kiln,2025-04,92,52,37,149,29,3.0,1,1,2025-01,0,37.0,37.0,True,both,treatment,post,0,0,108,10998,157.0,29931.0,29426,4,124.0,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.691347882229144,9.305559638557115,5.062595033026967,1.6094379124341005,4.828313737302301,2.4849066497880004,1,1,1,1,1,Kiln-AI/Kiln,2025-04,13,7,6,1,0,0.5384615384615384,2.6390573296152584,2.0794415416798357,1.9459101490553132,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Kiln-AI/Kiln,2025-05,154,62,54,210,53,4.0,1,1,2025-01,1,54.0,54.0,True,both,treatment,post,0,0,180,19780,187.0,33712.0,32734,5,101.0,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.198497031265825,9.892477160016076,5.236441962829949,1.791759469228055,4.624972813284271,2.197224577336219,1,1,1,1,1,Kiln-AI/Kiln,2025-05,10,4,6,1,0,0.4,2.3978952727983707,1.6094379124341003,1.9459101490553132,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Kiln-AI/Kiln,2025-06,280,175,153,729,106,5.0,1,1,2025-01,1,153.0,153.0,True,both,treatment,post,0,0,317,33217,218.0,35833.0,34441,5,170.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.762051382780177,10.410847176658944,5.389071729816501,1.791759469228055,5.141663556502659,1.6094379124341005,1,1,1,1,1,Kiln-AI/Kiln,2025-06,120,44,76,1,0,0.36666666666666664,4.795790545596741,3.8066624897703196,4.343805421853684,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Kiln-AI/Kiln,2025-07,277,154,122,791,98,6.0,1,1,2025-01,1,122.0,122.0,True,both,treatment,post,0,0,337,65576,248.0,39255.0,35860,7,87.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.823045895483019,11.090980303698112,5.517452896464707,2.079441541679836,4.477336814478206,1.9459101490553128,1,1,1,1,1,Kiln-AI/Kiln,2025-07,99,41,58,1,0,0.41414141414141414,4.605170185988091,3.737669618283368,4.07753744390572,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Kiln-AI/Kiln,2025-08,333,188,151,1313,123,7.0,1,1,2025-01,1,151.0,151.0,True,both,treatment,post,0,0,415,125629,279.0,41656.0,38255,10,50.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6.030685260261263,11.741096357998464,5.634789603169249,2.3978952727983707,3.9318256327243257,1.9459101490553128,1,1,1,1,1,Kiln-AI/Kiln,2025-08,137,41,96,1,0,0.29927007299270075,4.927253685157204,3.737669618283368,4.574710978503383,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2024-07,7,7,7,128,45,-6.0,0,0,2025-01,0,7.0,7.0,True,both,treatment,pre,0,0,7,2085,0.0,2132.0,2347,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441541679836,7.643003635560717,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,1,KroMiose/nekro-agent,2024-07,14,10,4,1,0,0.7142857142857143,2.70805020110221,2.3978952727983707,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2024-08,33,20,16,49,16,-5.0,0,0,2025-01,0,16.0,16.0,True,both,treatment,pre,0,0,35,5745,0.0,2583.0,2805,2,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.58351893845611,8.656259239539235,0.0,1.0986122886681096,2.5649493574615367,0.0,1,1,1,1,1,KroMiose/nekro-agent,2024-08,2,1,1,1,0,0.5,1.0986122886681096,0.6931471805599453,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2024-09,48,34,27,72,25,-4.0,0,0,2025-01,0,27.0,27.0,True,both,treatment,pre,0,0,49,2404,18.0,3435.0,3717,1,21.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.912023005428146,7.785305182539862,2.9444389791664403,0.6931471805599453,3.091042453358316,0.6931471805599453,1,1,1,1,1,KroMiose/nekro-agent,2024-09,3,3,0,1,0,1.0,1.3862943611198906,1.3862943611198906,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2024-10,23,11,10,20,11,-3.0,0,0,2025-01,0,10.0,10.0,True,both,treatment,pre,0,0,23,517,48.0,3599.0,3882,3,17.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.1780538303479453,6.249975242259483,3.8918202981106265,1.3862943611198906,2.8903717578961645,1.3862943611198906,1,1,1,1,1,KroMiose/nekro-agent,2024-10,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2024-11,12,7,5,18,11,-2.0,0,0,2025-01,0,5.0,5.0,True,both,treatment,pre,0,0,12,1291,79.0,3657.0,3942,1,13.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.5649493574615367,7.163946684342547,4.382026634673881,0.6931471805599453,2.6390573296152584,0.6931471805599453,1,1,0,0,1,KroMiose/nekro-agent,2024-11,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2024-12,59,29,25,190,44,-1.0,0,0,2025-01,0,25.0,25.0,True,both,treatment,pre,0,0,60,3469,109.0,4727.0,5216,2,13.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.110873864173311,8.151909872940905,4.700480365792416,1.0986122886681096,2.6390573296152584,0.6931471805599453,1,1,1,1,1,KroMiose/nekro-agent,2024-12,9,5,4,1,0,0.5555555555555556,2.3025850929940455,1.791759469228055,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2025-01,115,47,43,121,41,0.0,1,1,2025-01,1,43.0,43.0,True,both,treatment,event,0,0,115,17923,140.0,9548.0,6738,2,22.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.7535901911063645,9.793895875906031,4.948759890378168,1.0986122886681096,3.1354942159291497,1.3862943611198906,1,1,1,1,1,KroMiose/nekro-agent,2025-01,7,5,2,1,0,0.7142857142857143,2.0794415416798357,1.791759469228055,1.0986122886681096,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2025-02,108,68,55,198,63,1.0,1,1,2025-01,1,55.0,55.0,True,both,treatment,post,0,0,119,18867,171.0,17859.0,9630,6,31.0,19.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4.787491742782046,9.845222644404153,5.147494476813453,1.9459101490553128,3.4657359027997265,2.995732273553991,1,1,1,1,1,KroMiose/nekro-agent,2025-02,10,6,4,1,0,0.6,2.3978952727983707,1.9459101490553132,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2025-03,14,13,11,41,17,2.0,1,1,2025-01,0,11.0,11.0,True,both,treatment,post,0,0,14,883,199.0,18140.0,9901,3,67.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2.70805020110221,6.784457062637643,5.298317366548036,1.3862943611198906,4.219507705176107,1.6094379124341005,1,1,1,1,1,KroMiose/nekro-agent,2025-03,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2025-04,64,29,28,437,81,3.0,1,1,2025-01,1,28.0,28.0,True,both,treatment,post,0,0,67,25032,230.0,28021.0,14040,4,38.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.219507705176107,10.127950233416236,5.442417710521793,1.6094379124341005,3.6635616461296463,2.197224577336219,1,1,1,1,1,KroMiose/nekro-agent,2025-04,33,22,11,1,0,0.6666666666666666,3.526360524616161,3.1354942159291497,2.4849066497880004,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2025-05,47,26,23,77,33,4.0,1,1,2025-01,1,23.0,23.0,True,both,treatment,post,0,0,47,22693,260.0,40244.0,15576,4,55.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3.8712010109078903,10.029855851350934,5.564520407322693,1.6094379124341005,4.025351690735149,1.0986122886681096,1,1,1,1,1,KroMiose/nekro-agent,2025-05,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2025-06,6,3,3,519,95,5.0,1,1,2025-01,1,3.0,3.0,True,both,treatment,post,0,0,6,23269,291.0,47994.0,22554,4,33.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.9459101490553128,10.054920256296336,5.676753802268282,1.6094379124341005,3.526360524616161,1.3862943611198906,1,1,1,1,1,KroMiose/nekro-agent,2025-06,37,18,19,1,0,0.4864864864864865,3.6375861597263857,2.9444389791664403,2.995732273553991,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2025-07,17,12,11,214,26,6.0,1,1,2025-01,0,11.0,11.0,True,both,treatment,post,0,0,17,7281,321.0,51529.0,26141,3,42.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.8903717578961645,8.893160828735379,5.7745515455444085,1.3862943611198906,3.7612001156935615,2.4849066497880004,1,1,1,1,1,KroMiose/nekro-agent,2025-07,21,9,12,1,0,0.42857142857142855,3.0910424533583156,2.3025850929940455,2.5649493574615367,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,KroMiose/nekro-agent,2025-08,30,25,24,173,43,7.0,1,1,2025-01,1,24.0,24.0,True,both,treatment,post,0,0,33,2706,352.0,52194.0,26541,4,82.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.526360524616161,7.903596289614301,5.8664680569332965,1.6094379124341005,4.418840607796597,1.9459101490553128,1,1,1,1,1,KroMiose/nekro-agent,2025-08,14,11,3,1,0,0.7857142857142857,2.70805020110221,2.4849066497880004,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,LearningCircuit/local-deep-research,2025-02,46,32,30,65,8,-1.0,0,0,2025-03,0,30.0,30.0,True,both,treatment,pre,0,0,58,14295,0.0,3513.0,1380,5,84.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.07753744390572,9.567735056839265,0.0,1.791759469228055,4.442651256490317,1.0986122886681096,1,1,1,1,1,LearningCircuit/local-deep-research,2025-02,7,4,3,1,0,0.5714285714285714,2.0794415416798357,1.6094379124341003,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,LearningCircuit/local-deep-research,2025-03,270,122,96,749,97,0.0,1,1,2025-03,1,96.0,96.0,True,both,treatment,event,2,1,377,167162,19.0,12126.0,11665,12,1685.0,57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.934894195619588,12.026724663278053,2.995732273553991,2.5649493574615367,7.430114138561801,4.060443010546419,1,1,1,1,1,LearningCircuit/local-deep-research,2025-03,41,33,8,1,0,0.8048780487804879,3.737669618283368,3.526360524616161,2.197224577336219,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,LearningCircuit/local-deep-research,2025-04,137,97,91,284,64,1.0,1,1,2025-03,0,91.0,91.0,True,both,treatment,post,0,0,225,148688,50.0,19291.0,16071,7,282.0,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5.420534999272285,11.90961215526681,3.9318256327243257,2.079441541679836,5.645446897643238,3.951243718581427,1,1,1,1,1,LearningCircuit/local-deep-research,2025-04,29,23,6,1,0,0.7931034482758621,3.4011973816621555,3.1780538303479453,1.9459101490553132,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,LearningCircuit/local-deep-research,2025-05,137,92,72,460,108,2.0,1,1,2025-03,0,72.0,72.0,True,both,treatment,post,0,0,222,97620,80.0,29156.0,27873,5,441.0,64.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.407171771460119,11.48884791319117,4.394449154672438,1.791759469228055,6.091309882077698,4.174387269895637,1,1,1,1,1,LearningCircuit/local-deep-research,2025-05,17,14,3,1,0,0.8235294117647058,2.8903717578961645,2.70805020110221,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,LearningCircuit/local-deep-research,2025-06,218,141,114,2233,300,3.0,1,1,2025-03,0,114.0,114.0,True,both,treatment,post,0,0,285,311435,111.0,91226.0,78768,11,198.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5.655991810819852,12.648949138636484,4.718498871295094,2.4849066497880004,5.293304824724492,3.3672958299864737,1,1,1,1,1,LearningCircuit/local-deep-research,2025-06,134,59,75,1,0,0.44029850746268656,4.90527477843843,4.0943445622221,4.330733340286331,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,LearningCircuit/local-deep-research,2025-07,183,126,118,1769,300,4.0,1,1,2025-03,0,118.0,118.0,True,both,treatment,post,0,0,196,282854,141.0,126063.0,99392,5,78.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.2832037287379885,12.552689677829132,4.955827057601261,1.791759469228055,4.3694478524670215,2.3978952727983707,1,1,1,1,1,LearningCircuit/local-deep-research,2025-07,91,72,19,1,0,0.7912087912087912,4.5217885770490405,4.290459441148391,2.995732273553991,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,LearningCircuit/local-deep-research,2025-08,265,202,182,1221,292,5.0,1,1,2025-03,0,182.0,182.0,True,both,treatment,post,0,0,350,348277,172.0,137472.0,108988,7,76.0,41.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.860786223465865,12.760756290420034,5.153291594497778,2.079441541679836,4.343805421853684,3.737669618283368,1,1,1,1,1,LearningCircuit/local-deep-research,2025-08,59,33,26,1,0,0.559322033898305,4.0943445622221,3.526360524616161,3.295836866004329,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,MDGrey33/pyvisionai,2024-11,14,8,7,35,8,-2.0,0,0,2025-01,0,7.0,7.0,True,both,treatment,pre,0,0,14,2203,0.0,298.0,301,2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.70805020110221,7.698029170272805,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,1,MDGrey33/pyvisionai,2024-11,3,1,2,1,0,0.3333333333333333,1.3862943611198906,0.6931471805599453,1.0986122886681096,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,MDGrey33/pyvisionai,2024-12,11,8,6,35,8,-1.0,0,0,2025-01,0,6.0,6.0,True,both,treatment,pre,0,0,12,549,0.0,424.0,488,2,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.5649493574615367,6.309918278226516,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,1,MDGrey33/pyvisionai,2024-12,2,1,1,1,0,0.5,1.0986122886681096,0.6931471805599453,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,MDGrey33/pyvisionai,2025-01,104,66,56,299,71,0.0,1,1,2025-01,1,56.0,56.0,True,both,treatment,event,0,0,106,13590,0.0,4061.0,4382,2,24.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.672828834461906,9.517163087955346,0.0,1.0986122886681096,3.218875824868201,3.4339872044851463,1,1,1,1,1,MDGrey33/pyvisionai,2025-01,16,13,3,1,0,0.8125,2.833213344056216,2.6390573296152584,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,MDGrey33/pyvisionai,2025-02,10,6,6,78,16,1.0,1,1,2025-01,1,6.0,6.0,True,both,treatment,post,0,0,10,2854,25.0,5101.0,5536,1,37.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.3978952727983707,7.95682712209011,3.2580965380214817,0.6931471805599453,3.6375861597263857,1.0986122886681096,1,1,1,1,1,MDGrey33/pyvisionai,2025-02,7,3,4,1,0,0.42857142857142855,2.0794415416798357,1.3862943611198906,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,MDGrey33/pyvisionai,2025-06,2,2,2,95,10,5.0,1,1,2025-01,0,2.0,2.0,True,both,treatment,post,0,0,2,4208,145.0,6155.0,6670,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.0986122886681096,8.344980368770571,4.983606621708336,0.6931471805599453,1.0986122886681096,0.0,1,1,1,1,1,MDGrey33/pyvisionai,2025-06,5,2,3,1,0,0.4,1.791759469228055,1.0986122886681096,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,MDGrey33/pyvisionai,2025-07,3,2,2,22,7,6.0,1,1,2025-01,0,2.0,2.0,True,both,treatment,post,0,0,3,1873,175.0,7129.0,7704,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.3862943611198906,7.535830462798367,5.170483995038151,0.6931471805599453,0.0,0.6931471805599453,1,1,1,1,1,MDGrey33/pyvisionai,2025-07,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Mineru98/mysql-mcp-server,2025-03,60,17,15,46,23,0.0,1,1,2025-03,1,15.0,15.0,True,both,treatment,event,0,0,62,4696,0.0,2043.0,1164,2,16.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.143134726391533,8.454679286026995,0.0,1.0986122886681096,2.833213344056216,1.6094379124341005,1,1,1,1,1,Mineru98/mysql-mcp-server,2025-03,8,3,5,1,0,0.375,2.197224577336219,1.3862943611198906,1.791759469228055,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2024-01,46,7,6,33,7,-14.0,0,0,2025-03,0,6.0,6.0,True,both,treatment,pre,1,1,48,7987,391.0,1620.0,610,4,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8918202981106265,8.985695694535705,5.971261839790462,1.6094379124341005,1.0986122886681096,0.0,1,1,0,0,1,Multi-V-VM/MVVM,2024-01,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2024-02,48,24,23,145,20,-13.0,0,0,2025-03,0,23.0,23.0,True,both,treatment,pre,3,1,49,12210,422.0,2467.0,3601,3,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.912023005428146,9.410092463833022,6.0473721790462776,1.3862943611198906,0.6931471805599453,0.0,1,1,1,1,1,Multi-V-VM/MVVM,2024-02,4,0,4,1,0,0.0,1.6094379124341003,0.0,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2024-03,20,13,12,61,10,-12.0,0,0,2025-03,0,12.0,12.0,True,both,treatment,pre,2,1,20,6878,451.0,4894.0,4883,2,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.044522437723423,8.836228571526014,6.113682179832231,1.0986122886681096,0.6931471805599453,0.0,1,1,0,0,1,Multi-V-VM/MVVM,2024-03,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2024-04,9,6,6,71,7,-11.0,0,0,2025-03,0,6.0,6.0,True,both,treatment,pre,1,1,10,1973,482.0,5630.0,5620,2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.3978952727983707,7.587817219993426,6.180016653652572,1.0986122886681096,0.0,0.0,1,1,1,1,1,Multi-V-VM/MVVM,2024-04,4,2,2,1,0,0.5,1.6094379124341003,1.0986122886681096,1.0986122886681096,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2024-05,8,6,6,57,11,-10.0,0,0,2025-03,0,6.0,6.0,True,both,treatment,pre,1,1,8,322489,512.0,5894.0,5884,2,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.197224577336219,12.683827406985277,6.240275845170769,1.0986122886681096,1.3862943611198906,0.6931471805599453,1,1,1,1,1,Multi-V-VM/MVVM,2024-05,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2024-12,9,6,5,67,14,-3.0,0,0,2025-03,0,5.0,5.0,True,both,treatment,pre,0,0,9,1109924,726.0,7063.0,7073,2,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.302585092994045,13.919803003438158,6.588926477533519,1.0986122886681096,0.0,0.0,1,1,0,0,1,Multi-V-VM/MVVM,2024-12,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2025-03,7,0,0,0,0,0.0,1,1,2025-03,1,,,True,left_only,treatment,event,0,0,9,1141426,816.0,7300.0,7746,2,8.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2.302585092994045,13.947789791965295,6.705639094860002,1.0986122886681096,2.197224577336219,0.0,1,1,0,0,1,Multi-V-VM/MVVM,2025-03,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2025-06,3,0,0,0,0,3.0,1,1,2025-03,0,,,True,left_only,treatment,post,0,0,3,8698,908.0,7300.0,7746,1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3862943611198906,9.07096335550754,6.812345094177479,0.6931471805599453,0.0,0.0,1,1,0,0,1,Multi-V-VM/MVVM,2025-06,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Multi-V-VM/MVVM,2025-07,11,1,0,0,0,4.0,1,1,2025-03,0,,,True,left_only,treatment,post,0,0,11,13017,938.0,7300.0,7746,3,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.4849066497880004,9.474088294132333,6.844815479208263,1.3862943611198906,0.6931471805599453,0.0,1,1,0,0,1,Multi-V-VM/MVVM,2025-07,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,Ody-Z/Trading_Game_Simulator,2025-02,4,3,3,44,7,0.0,1,1,2025-02,1,3.0,3.0,True,both,treatment,event,0,0,4,37,0.0,599.0,623,1,28.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6094379124341005,3.6375861597263857,0.0,0.6931471805599453,3.3672958299864737,0.0,1,1,1,1,1,Ody-Z/Trading_Game_Simulator,2025-02,3,1,2,1,0,0.3333333333333333,1.3862943611198906,0.6931471805599453,1.0986122886681096,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-03,103,85,80,154,28,-9.0,0,0,2024-12,0,80.0,80.0,True,both,treatment,pre,0,0,110,24509,0.0,4281.0,2353,7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.709530201312334,10.106836476522158,0.0,2.079441541679836,0.0,0.0,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2024-03,18,8,10,1,0,0.4444444444444444,2.9444389791664403,2.197224577336219,2.3978952727983707,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-04,33,21,18,60,13,-8.0,0,0,2024-12,0,18.0,18.0,True,both,treatment,pre,0,0,37,4019,0.0,5652.0,3015,4,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.6375861597263857,8.299037181613066,0.0,1.6094379124341005,0.6931471805599453,0.0,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2024-04,3,3,0,1,0,1.0,1.3862943611198906,1.3862943611198906,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-05,8,8,8,39,15,-7.0,0,0,2024-12,0,8.0,8.0,True,both,treatment,pre,0,0,9,914,9.0,5722.0,3145,3,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.302585092994045,6.818924065275521,2.302585092994045,1.3862943611198906,1.791759469228055,0.0,1,1,0,0,1,OpenMOSS/Language-Model-SAEs,2024-05,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
