dataset_source,repo_name,time,treatment_group,active_treatment,is_treatment,event,post_event,time_to_event,treatment_period,input_commit_pairs,eligible_commit_pairs,python_file_change_audits,audited_commit_pairs,current_blob_attempts,parent_blob_attempts,blob_parse_attempts,unique_blob_revisions_attempted,parse_exclusion_records,current_file_parse_exclusions,parent_file_parse_exclusions,unique_excluded_blob_revisions,commit_pairs_with_parse_exclusions,has_parse_exclusion,commit_pair_parse_exclusion_rate,current_file_parse_exclusion_rate,parent_file_parse_exclusion_rate,blob_parse_exclusion_record_rate,unique_blob_parse_exclusion_rate
control,MalevichAI/malevich,2024-02,0,0,0,,0,,control,50,44,138,40,138,115,253,230,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,MalevichAI/malevich,2024-03,0,0,0,,0,,control,120,89,211,69,211,181,392,367,7,0,7,7,2,1,0.02247191011235955,0.0,0.03867403314917127,0.017857142857142856,0.01907356948228883
control,MalevichAI/malevich,2024-04,0,0,0,,0,,control,63,46,107,39,107,97,204,188,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,MalevichAI/malevich,2024-05,0,0,0,,0,,control,11,9,10,7,10,8,18,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,MalevichAI/malevich,2024-06,0,0,0,,0,,control,116,94,264,77,264,238,502,468,2,1,1,1,2,1,0.02127659574468085,0.003787878787878788,0.004201680672268907,0.00398406374501992,0.002136752136752137
control,MalevichAI/malevich,2024-07,0,0,0,,0,,control,43,34,202,33,202,185,387,363,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,MalevichAI/malevich,2024-08,0,0,0,,0,,control,21,17,86,15,86,61,147,136,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,MalevichAI/malevich,2024-09,0,0,0,,0,,control,11,7,34,7,34,20,54,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,MalevichAI/malevich,2024-10,0,0,0,,0,,control,4,4,4,2,4,4,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,MalevichAI/malevich,2024-11,0,0,0,,0,,control,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2024-09,0,0,0,,0,,control,9,9,4,2,4,0,4,4,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,MingSun-Tse/LightAvatar-TensorFlow,2024-10,0,0,0,,0,,control,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,MingSun-Tse/LightAvatar-TensorFlow,2024-11,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,MrTimonM/Arichain-Bot,2025-01,0,0,0,,0,,control,10,10,2,2,2,1,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2024-11,0,0,0,,0,,control,4,4,113,3,113,9,122,119,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2024-12,0,0,0,,0,,control,8,8,151,7,151,143,294,279,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2025-01,0,0,0,,0,,control,17,17,139,13,139,137,276,255,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2025-02,0,0,0,,0,,control,16,16,42,8,42,38,80,79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2025-03,0,0,0,,0,,control,10,10,95,1,95,85,180,180,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2025-04,0,0,0,,0,,control,13,11,52,10,52,50,102,99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2025-05,0,0,0,,0,,control,3,3,12,2,12,8,20,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2025-06,0,0,0,,0,,control,3,3,9,2,9,8,17,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2025-07,0,0,0,,0,,control,14,14,84,13,84,64,148,141,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NVIDIA/cuEquivariance,2025-08,0,0,0,,0,,control,13,13,38,8,38,34,72,70,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NiceRingNode/LGGPT,2025-01,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,NiceRingNode/LGGPT,2025-02,0,0,0,,0,,control,8,8,17,4,17,3,20,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,NiceRingNode/LGGPT,2025-03,0,0,0,,0,,control,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,NiceRingNode/LGGPT,2025-06,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,NiceRingNode/LGGPT,2025-08,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,OSU-NLP-Group/HippoRAG,2024-05,0,0,0,,0,,control,15,10,45,5,45,20,65,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2024-06,0,0,0,,0,,control,48,27,82,22,82,70,152,131,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2024-07,0,0,0,,0,,control,20,11,7,5,7,7,14,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2025-01,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,OSU-NLP-Group/HippoRAG,2025-02,0,0,0,,0,,control,4,3,43,1,43,3,46,46,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2025-03,0,0,0,,0,,control,15,11,23,10,23,19,42,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2025-04,0,0,0,,0,,control,13,8,20,8,20,14,34,32,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2025-05,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,OSU-NLP-Group/HippoRAG,2025-06,0,0,0,,0,,control,4,3,7,2,7,4,11,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2025-07,0,0,0,,0,,control,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2025-08,0,0,0,,0,,control,17,17,17,17,17,12,29,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-01,0,0,0,,0,,control,41,41,56,24,56,53,109,106,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-02,0,0,0,,0,,control,50,50,145,35,145,129,274,265,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-03,0,0,0,,0,,control,32,32,98,23,98,85,183,174,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-04,0,0,0,,0,,control,51,51,106,29,106,89,195,193,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-05,0,0,0,,0,,control,43,43,135,33,135,128,263,259,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-06,0,0,0,,0,,control,50,50,184,36,184,180,364,351,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-07,0,0,0,,0,,control,52,52,127,37,127,120,247,241,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-08,0,0,0,,0,,control,84,84,141,51,141,131,272,267,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-09,0,0,0,,0,,control,78,78,162,70,162,152,314,300,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-10,0,0,0,,0,,control,63,63,145,49,145,141,286,282,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-11,0,0,0,,0,,control,67,67,104,48,104,101,205,203,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2024-12,0,0,0,,0,,control,70,70,115,46,115,100,215,207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2025-01,0,0,0,,0,,control,65,65,119,46,119,114,233,223,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2025-02,0,0,0,,0,,control,56,56,99,41,99,94,193,189,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2025-03,0,0,0,,0,,control,52,52,98,45,98,95,193,182,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2025-04,0,0,0,,0,,control,66,66,166,50,166,164,330,322,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2025-05,0,0,0,,0,,control,72,72,126,58,126,119,245,241,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2025-06,0,0,0,,0,,control,54,54,96,48,96,87,183,177,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2025-07,0,0,0,,0,,control,83,83,145,59,145,138,283,276,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PennyLaneAI/catalyst,2025-08,0,0,0,,0,,control,60,60,143,49,143,142,285,278,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PhilNad/robot-arm-kinematic-calibration,2024-07,0,0,0,,0,,control,5,5,7,3,7,1,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PhilNad/robot-arm-kinematic-calibration,2024-08,0,0,0,,0,,control,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PhilNad/robot-arm-kinematic-calibration,2025-01,0,0,0,,0,,control,1,1,3,1,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PhilNad/robot-arm-kinematic-calibration,2025-03,0,0,0,,0,,control,4,4,14,3,14,11,25,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2024-08,0,0,0,,0,,control,3,3,15,3,15,8,23,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2024-10,0,0,0,,0,,control,2,2,6,1,6,6,12,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2024-11,0,0,0,,0,,control,3,3,3,1,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2024-12,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2025-01,0,0,0,,0,,control,3,3,4,2,4,4,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2025-04,0,0,0,,0,,control,3,3,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2025-08,0,0,0,,0,,control,2,2,2,2,2,2,4,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PromtEngineer/localGPT,2024-01,0,0,0,,0,,control,9,6,3,2,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PromtEngineer/localGPT,2024-02,0,0,0,,0,,control,13,7,9,6,9,9,18,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PromtEngineer/localGPT,2024-05,0,0,0,,0,,control,4,3,5,2,5,5,10,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PromtEngineer/localGPT,2024-08,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,PromtEngineer/localGPT,2024-09,0,0,0,,0,,control,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
control,PromtEngineer/localGPT,2024-10,0,0,0,,0,,control,20,18,19,14,19,14,33,31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,PromtEngineer/localGPT,2024-11,0,0,0,,0,,control,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,PromtEngineer/localGPT,2025-02,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,PromtEngineer/localGPT,2025-03,0,0,0,,0,,control,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
control,PromtEngineer/localGPT,2025-07,0,0,0,,0,,control,37,27,70,12,70,26,96,91,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,R0uter/ss.conf-for-surge,2024-07,0,0,0,,0,,control,5,4,2,1,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,Retmon403/cs2_cheats_for_python,2024-02,0,0,0,,0,,control,45,45,49,12,49,3,52,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,Retmon403/cs2_cheats_for_python,2024-03,0,0,0,,0,,control,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,Retmon403/cs2_cheats_for_python,2024-08,0,0,0,,0,,control,14,14,11,2,11,1,12,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,Retmon403/cs2_cheats_for_python,2025-03,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,RobinWu218/ToST,2024-12,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,RobinWu218/ToST,2025-01,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,RobinWu218/ToST,2025-02,0,0,0,,0,,control,2,2,38,1,38,0,38,38,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,SEU-ProactiveSecurity-Group/LLM-PD,2024-12,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,SEU-ProactiveSecurity-Group/LLM-PD,2025-01,0,0,0,,0,,control,1,1,15,1,15,0,15,15,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,SEU-ProactiveSecurity-Group/LLM-PD,2025-04,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,Simatwa/free-proxies,2024-05,0,0,0,,0,,control,1121,1119,46,39,46,34,80,64,7,6,1,6,7,1,0.006255585344057194,0.13043478260869565,0.029411764705882353,0.0875,0.09375
control,Simatwa/free-proxies,2024-06,0,0,0,,0,,control,1353,1353,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,Simatwa/free-proxies,2024-07,0,0,0,,0,,control,1390,1390,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,Simatwa/free-proxies,2024-08,0,0,0,,0,,control,1393,1393,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,Simatwa/free-proxies,2024-09,0,0,0,,0,,control,1325,1325,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,Simatwa/free-proxies,2024-10,0,0,0,,0,,control,1353,1353,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,Simatwa/free-proxies,2024-11,0,0,0,,0,,control,544,543,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,Simatwa/free-proxies,2025-08,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,The-WhiteRabbit/dnfm_server,2024-08,0,0,0,,0,,control,18,18,18,7,18,12,30,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,TheFocusedCoder/api-agent,2024-08,0,0,0,,0,,control,41,27,4,4,4,2,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,TianxingChen/RoboTwin,2025-06,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,VirtualFlow/VFVS,2024-01,0,0,0,,0,,control,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,VirtualFlow/VFVS,2025-08,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,Wang-ML-Lab/unified-continual-learning,2025-01,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,adelatour11/androidtvbackground,2024-04,0,0,0,,0,,control,80,80,39,39,39,36,75,67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,adelatour11/androidtvbackground,2024-05,0,0,0,,0,,control,3,3,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,adelatour11/androidtvbackground,2024-06,0,0,0,,0,,control,14,14,4,4,4,3,7,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,adelatour11/androidtvbackground,2025-01,0,0,0,,0,,control,29,28,20,20,20,20,40,34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,adelatour11/androidtvbackground,2025-02,0,0,0,,0,,control,7,6,2,2,2,1,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,adelatour11/androidtvbackground,2025-06,0,0,0,,0,,control,13,11,7,7,7,7,14,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,adelatour11/androidtvbackground,2025-07,0,0,0,,0,,control,15,15,9,9,9,4,13,12,3,3,0,3,3,1,0.2,0.3333333333333333,0.0,0.23076923076923078,0.25
control,adelatour11/androidtvbackground,2025-08,0,0,0,,0,,control,2,1,6,1,6,6,12,12,1,0,1,1,1,1,1.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333
control,aio-libs/aiohttp,2024-01,0,0,0,,0,,control,107,102,130,50,130,130,260,251,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-02,0,0,0,,0,,control,49,49,86,25,86,86,172,170,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-03,0,0,0,,0,,control,58,58,47,20,47,47,94,93,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-04,0,0,0,,0,,control,108,102,140,51,140,140,280,270,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-05,0,0,0,,0,,control,23,23,3,3,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-06,0,0,0,,0,,control,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,aio-libs/aiohttp,2024-07,0,0,0,,0,,control,66,65,108,44,108,108,216,206,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-08,0,0,0,,0,,control,357,346,452,166,452,452,904,877,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-09,0,0,0,,0,,control,363,356,471,219,471,471,942,925,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-10,0,0,0,,0,,control,190,186,287,123,287,264,551,518,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-11,0,0,0,,0,,control,415,397,637,349,637,611,1248,1166,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2024-12,0,0,0,,0,,control,166,160,136,66,136,133,269,255,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2025-01,0,0,0,,0,,control,68,68,17,11,17,17,34,34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2025-02,0,0,0,,0,,control,120,116,138,44,138,138,276,272,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2025-03,0,0,0,,0,,control,122,120,87,52,87,78,165,150,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2025-04,0,0,0,,0,,control,121,113,129,48,129,129,258,252,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2025-05,0,0,0,,0,,control,266,254,398,148,398,376,774,737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2025-06,0,0,0,,0,,control,126,112,196,52,196,190,386,368,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2025-07,0,0,0,,0,,control,104,99,73,33,73,73,146,141,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aio-libs/aiohttp,2025-08,0,0,0,,0,,control,63,63,4,4,4,4,8,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aj47/100x-orchestrator,2024-11,0,0,0,,0,,control,48,42,32,21,32,23,55,41,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aj47/100x-orchestrator,2024-12,0,0,0,,0,,control,248,230,227,160,227,201,428,350,10,7,3,8,10,1,0.043478260869565216,0.030837004405286344,0.014925373134328358,0.02336448598130841,0.022857142857142857
control,aj47/100x-orchestrator,2025-01,0,0,0,,0,,control,40,38,49,29,49,42,91,77,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aj47/100x-orchestrator,2025-02,0,0,0,,0,,control,9,9,4,4,4,4,8,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,ali-bahrainian/RAG_best_practices,2024-12,0,0,0,,0,,control,22,22,38,11,38,28,66,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,ali-bahrainian/RAG_best_practices,2025-01,0,0,0,,0,,control,2,2,2,1,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,ali-bahrainian/RAG_best_practices,2025-03,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2024-01,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2024-02,0,0,0,,0,,control,9,9,6,3,6,6,12,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws-samples/aws-dms-cdc-data-pipeline,2024-03,0,0,0,,0,,control,11,11,9,4,9,9,18,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws-samples/aws-dms-cdc-data-pipeline,2024-05,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2024-07,0,0,0,,0,,control,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2024-08,0,0,0,,0,,control,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws-samples/aws-dms-cdc-data-pipeline,2025-01,0,0,0,,0,,control,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws/nova-act,2025-03,0,0,0,,0,,control,9,6,29,4,29,2,31,31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws/nova-act,2025-04,0,0,0,,0,,control,31,31,72,29,72,71,143,115,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws/nova-act,2025-05,0,0,0,,0,,control,18,18,38,18,38,36,74,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws/nova-act,2025-06,0,0,0,,0,,control,30,30,140,26,140,105,245,213,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws/nova-act,2025-07,0,0,0,,0,,control,2,2,35,2,35,29,64,59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,aws/nova-act,2025-08,0,0,0,,0,,control,2,2,97,2,97,82,179,152,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,baaivision/EVE,2024-06,0,0,0,,0,,control,10,10,53,3,53,2,55,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,baaivision/EVE,2024-07,0,0,0,,0,,control,7,7,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,baaivision/EVE,2024-10,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,baaivision/EVE,2025-02,0,0,0,,0,,control,7,7,109,3,109,53,162,161,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,baaivision/EVE,2025-07,0,0,0,,0,,control,3,3,2,1,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,believethehype/nostrdvm,2024-01,0,0,0,,0,,control,92,87,81,34,81,72,153,143,2,1,1,2,2,1,0.022988505747126436,0.012345679012345678,0.013888888888888888,0.013071895424836602,0.013986013986013986
control,believethehype/nostrdvm,2024-02,0,0,0,,0,,control,49,48,71,24,71,66,137,131,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,believethehype/nostrdvm,2024-03,0,0,0,,0,,control,82,80,140,55,140,130,270,256,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,believethehype/nostrdvm,2024-04,0,0,0,,0,,control,80,75,83,44,83,79,162,142,2,1,1,2,2,1,0.02666666666666667,0.012048192771084338,0.012658227848101266,0.012345679012345678,0.014084507042253521
control,believethehype/nostrdvm,2024-05,0,0,0,,0,,control,54,53,161,42,161,158,319,274,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,believethehype/nostrdvm,2024-06,0,0,0,,0,,control,110,109,382,107,382,363,745,667,4,2,2,2,4,1,0.03669724770642202,0.005235602094240838,0.005509641873278237,0.005369127516778523,0.0029985007496251873
control,believethehype/nostrdvm,2024-07,0,0,0,,0,,control,34,34,84,32,84,76,160,142,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,believethehype/nostrdvm,2024-08,0,0,0,,0,,control,47,46,146,42,146,132,278,260,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,believethehype/nostrdvm,2024-09,0,0,0,,0,,control,44,43,184,42,184,177,361,321,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,believethehype/nostrdvm,2024-10,0,0,0,,0,,control,59,52,164,42,164,157,321,314,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,believethehype/nostrdvm,2024-11,0,0,0,,0,,control,96,93,502,89,502,493,995,877,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
