dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,function_change_events,added_function_events,modified_function_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,function_change_events_manifest,function_change_events_scored,function_change_events_failed,agc_function_change_events,hwc_function_change_events,agc_function_change_event_ratio,added_agc_function_events,added_hwc_function_events,modified_agc_function_events,modified_hwc_function_events,unique_changed_functions_scored,detection_complete,detector_merge_status,has_function_change_event,zero_function_event_month,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,ratio_sample
control,aio-libs/aiohttp,2024-12,160,66,56,200,92,108,62,23,,0,0,,0,56.0,56.0,200.0,200.0,0.0,49.0,151.0,0.245,40.0,52.0,9.0,99.0,62.0,True,both,1,0,control,control,0,0,5.303304908059076,3.912023005428146,5.0238805208462765,2821.0,52181.0,53517,15,104.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.945201132412759,2.772588722239781,4.653960350157523,3.8918202981106265,1,1,1,1,0,aio-libs/aiohttp,2024-12,1
control,aio-libs/aiohttp,2025-01,68,11,6,39,9,30,13,4,,0,0,,0,6.0,6.0,39.0,39.0,0.0,3.0,36.0,0.0769230769230769,3.0,6.0,0.0,30.0,12.0,True,both,1,0,control,control,0,0,3.688879454113936,1.3862943611198906,3.610917912644224,2852.0,52217.0,53553,9,105.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.956126351213499,2.3025850929940455,4.663439094112067,2.5649493574615367,1,1,1,1,0,aio-libs/aiohttp,2025-01,1
control,aio-libs/aiohttp,2025-02,116,44,37,221,48,173,122,41,,0,0,,0,37.0,37.0,221.0,221.0,0.0,73.0,148.0,0.3303167420814479,15.0,33.0,58.0,115.0,121.0,True,both,1,0,control,control,0,0,5.402677381872279,4.304065093204169,5.003946305945459,2883.0,53584.0,54897,10,84.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.966933498404839,2.3978952727983707,4.442651256490317,2.8903717578961645,1,1,1,1,0,aio-libs/aiohttp,2025-02,1
control,aio-libs/aiohttp,2025-03,120,52,45,166,116,50,58,17,,0,0,,0,45.0,45.0,166.0,166.0,0.0,63.0,103.0,0.3795180722891566,57.0,59.0,6.0,44.0,58.0,True,both,1,0,control,control,0,0,5.117993812416755,4.158883083359672,4.6443908991413725,2911.0,52617.0,53971,10,93.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.976595409316577,2.3978952727983707,4.543294782270004,3.332204510175204,1,1,1,1,0,aio-libs/aiohttp,2025-03,1
control,aio-libs/aiohttp,2025-04,113,48,41,468,151,317,187,35,,0,0,,0,41.0,41.0,468.0,468.0,0.0,89.0,379.0,0.1901709401709401,65.0,86.0,24.0,293.0,187.0,True,both,1,0,control,control,0,0,6.150602768446279,4.499809670330265,5.940171252720432,2942.0,54488.0,54729,9,95.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.987184748233473,2.3025850929940455,4.564348191467836,3.2188758248682006,1,1,1,1,0,aio-libs/aiohttp,2025-04,1
control,aio-libs/aiohttp,2025-05,254,148,121,2104,1265,839,850,62,,0,0,,0,121.0,121.0,2104.0,2104.0,0.0,522.0,1582.0,0.2480988593155893,423.0,842.0,99.0,740.0,849.0,True,both,1,0,control,control,0,0,7.652070746116482,6.259581464064923,7.367077059881012,2972.0,59471.0,61689,14,67.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.997326822998097,2.70805020110221,4.219507705176107,3.4965075614664802,1,1,1,1,0,aio-libs/aiohttp,2025-05,1
control,aio-libs/aiohttp,2025-06,112,52,38,920,673,247,341,31,,0,0,,0,38.0,38.0,920.0,920.0,0.0,112.0,808.0,0.1217391304347826,98.0,575.0,14.0,233.0,340.0,True,both,1,0,control,control,0,0,6.825460036255307,4.727387818712341,6.695798917058491,3003.0,62231.0,64743,7,63.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.007700012884024,2.0794415416798357,4.1588830833596715,2.9444389791664403,1,1,1,1,0,aio-libs/aiohttp,2025-06,1
control,aio-libs/aiohttp,2025-07,99,33,27,250,66,184,78,16,,0,0,,0,27.0,27.0,250.0,250.0,0.0,66.0,184.0,0.264,9.0,57.0,57.0,127.0,77.0,True,both,1,0,control,control,0,0,5.525452939131784,4.204692619390966,5.220355825078325,3033.0,63345.0,65861,12,60.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.017637159908478,2.5649493574615367,4.110873864173311,2.772588722239781,1,1,1,1,0,aio-libs/aiohttp,2025-07,1
control,aio-libs/aiohttp,2025-08,63,4,4,6,0,6,3,1,,0,0,,0,4.0,4.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,True,both,1,0,control,control,0,0,1.9459101490553128,0.0,1.9459101490553128,3064.0,63349.0,65865,6,49.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.027802848370312,1.9459101490553132,3.912023005428146,1.6094379124341003,1,1,1,1,0,aio-libs/aiohttp,2025-08,1
control,aj47/100x-orchestrator,2024-11,42,21,21,115,53,62,53,7,,0,0,,0,21.0,21.0,115.0,115.0,0.0,24.0,91.0,0.208695652173913,21.0,32.0,3.0,59.0,53.0,True,both,1,0,control,control,0,0,4.7535901911063645,3.218875824868201,4.5217885770490405,0.0,1615.0,767,4,7.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6094379124341003,2.0794415416798357,2.5649493574615367,1,1,1,1,0,aj47/100x-orchestrator,2024-11,1
control,aj47/100x-orchestrator,2025-01,38,29,27,156,117,39,135,19,,0,0,,0,27.0,27.0,156.0,156.0,0.0,36.0,120.0,0.2307692307692307,31.0,86.0,5.0,34.0,135.0,True,both,1,0,control,control,0,0,5.056245805348308,3.610917912644224,4.795790545596741,34.0,3670.0,2506,5,17.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.5553480614894135,1.791759469228055,2.8903717578961645,1.6094379124341003,1,1,1,1,0,aj47/100x-orchestrator,2025-01,1
control,aj47/100x-orchestrator,2025-02,9,4,4,9,1,8,3,1,,0,0,,0,4.0,4.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,8.0,3.0,True,both,1,0,control,control,0,0,2.302585092994046,0.0,2.302585092994046,65.0,3670.0,2506,3,32.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.189654742026425,1.3862943611198906,3.4965075614664802,1.6094379124341003,1,1,1,1,0,aj47/100x-orchestrator,2025-02,1
control,ali-bahrainian/RAG_best_practices,2024-12,22,11,8,106,72,34,72,10,,0,0,,0,8.0,8.0,106.0,106.0,0.0,24.0,82.0,0.2264150943396226,13.0,59.0,11.0,23.0,72.0,True,both,1,0,control,control,0,0,4.672828834461906,3.218875824868201,4.418840607796598,0.0,673.0,953,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3862943611198906,0.0,0.0,1,1,1,1,0,ali-bahrainian/RAG_best_practices,2024-12,1
control,ali-bahrainian/RAG_best_practices,2025-01,2,1,1,3,0,3,3,2,,0,0,,0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.3333333333333333,0.0,0.0,1.0,2.0,3.0,True,both,1,0,control,control,0,0,1.3862943611198906,0.6931471805599453,1.0986122886681096,0.0,669.0,949,1,59.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.6931471805599453,4.0943445622221,0.0,1,1,1,1,0,ali-bahrainian/RAG_best_practices,2025-01,1
control,aws-samples/aws-dms-cdc-data-pipeline,2024-02,9,3,2,4,0,4,3,3,,0,0,,0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,0.25,0.0,0.0,1.0,3.0,3.0,True,both,1,0,control,control,0,0,1.6094379124341005,0.6931471805599453,1.3862943611198906,686.0,765.0,773,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.532334292222349,0.6931471805599453,0.6931471805599453,0.0,1,1,1,1,0,aws-samples/aws-dms-cdc-data-pipeline,2024-02,1
control,aws-samples/aws-dms-cdc-data-pipeline,2024-03,11,4,3,8,0,8,7,7,,0,0,,0,3.0,3.0,8.0,8.0,0.0,4.0,4.0,0.5,0.0,0.0,4.0,4.0,7.0,True,both,1,0,control,control,0,0,2.19722457733622,1.6094379124341005,1.6094379124341005,715.0,771.0,779,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.573680166960646,0.6931471805599453,1.3862943611198906,0.0,1,1,1,1,0,aws-samples/aws-dms-cdc-data-pipeline,2024-03,1
control,aws/nova-act,2025-03,6,4,2,101,101,0,101,24,,0,0,,0,2.0,2.0,101.0,101.0,0.0,40.0,61.0,0.396039603960396,40.0,61.0,0.0,0.0,101.0,True,both,1,0,control,control,0,0,4.624972813284271,3.713572066704308,4.127134385045092,0.0,1740.0,1984,4,42.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6094379124341003,3.7612001156935624,0.6931471805599453,1,1,1,1,0,aws/nova-act,2025-03,1
control,aws/nova-act,2025-04,31,29,16,68,14,54,51,16,,0,0,,0,16.0,16.0,68.0,68.0,0.0,12.0,56.0,0.1764705882352941,3.0,11.0,9.0,45.0,51.0,True,both,1,0,control,control,0,0,4.23410650459726,2.5649493574615367,4.04305126783455,0.0,1999.0,2277,13,505.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.6390573296152584,6.226536669287466,3.5553480614894135,1,1,1,1,0,aws/nova-act,2025-04,1
control,aws/nova-act,2025-05,18,18,9,30,10,20,23,9,,0,0,,0,9.0,9.0,30.0,30.0,0.0,11.0,19.0,0.3666666666666666,9.0,1.0,2.0,18.0,23.0,True,both,1,0,control,control,0,0,3.4339872044851463,2.4849066497880004,2.995732273553991,30.0,2109.0,2419,9,49.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4339872044851463,2.3025850929940455,3.912023005428146,1.6094379124341003,1,1,1,1,0,aws/nova-act,2025-05,1
control,aws/nova-act,2025-06,30,26,21,169,99,70,127,37,,0,0,,0,21.0,21.0,169.0,169.0,0.0,50.0,119.0,0.2958579881656805,48.0,51.0,2.0,68.0,127.0,True,both,1,0,control,control,0,0,5.135798437050262,3.9318256327243257,4.787491742782046,61.0,3726.0,4309,11,25.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.127134385045092,2.4849066497880004,3.2580965380214817,0.6931471805599453,1,1,1,1,0,aws/nova-act,2025-06,1
control,aws/nova-act,2025-07,2,2,2,78,40,38,76,26,,0,0,,0,2.0,2.0,78.0,78.0,0.0,28.0,50.0,0.358974358974359,21.0,19.0,7.0,31.0,76.0,True,both,1,0,control,control,0,0,4.3694478524670215,3.367295829986474,3.9318256327243257,91.0,4232.0,5023,1,20.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.5217885770490405,0.6931471805599453,3.044522437723423,1.3862943611198906,1,1,1,1,0,aws/nova-act,2025-07,1
control,aws/nova-act,2025-08,2,2,2,213,74,139,187,50,,0,0,,0,2.0,2.0,213.0,213.0,0.0,74.0,139.0,0.3474178403755869,34.0,40.0,40.0,99.0,187.0,True,both,1,0,control,control,0,0,5.365976015021851,4.31748811353631,4.941642422609304,122.0,5231.0,6294,1,17.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.812184355372417,0.6931471805599453,2.8903717578961645,1.3862943611198906,1,1,1,1,0,aws/nova-act,2025-08,1
control,baaivision/EVE,2024-06,10,3,2,264,262,2,262,43,,0,0,,0,2.0,2.0,264.0,264.0,0.0,70.0,194.0,0.2651515151515151,70.0,192.0,0.0,2.0,262.0,True,both,1,0,control,control,0,0,5.579729825986222,4.262679877041316,5.272999558563747,0.0,6530.0,6923,2,63.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0986122886681096,4.1588830833596715,1.6094379124341003,1,1,1,1,0,baaivision/EVE,2024-06,1
control,baaivision/EVE,2025-02,7,3,3,293,290,3,290,47,,0,0,,0,3.0,3.0,293.0,293.0,0.0,96.0,197.0,0.3276450511945392,96.0,194.0,0.0,3.0,288.0,True,both,1,0,control,control,0,0,5.683579767338681,4.574710978503383,5.288267030694535,227.0,13865.0,14955,1,31.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.42934562895444,0.6931471805599453,3.4657359027997265,0.6931471805599453,1,1,1,1,0,baaivision/EVE,2025-02,1
control,baaivision/EVE,2025-07,3,1,1,6,2,4,6,2,,0,0,,0,1.0,1.0,6.0,6.0,0.0,2.0,4.0,0.3333333333333333,2.0,0.0,0.0,4.0,6.0,True,both,1,0,control,control,0,0,1.9459101490553128,1.0986122886681096,1.6094379124341005,377.0,13865.0,14955,1,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.934894195619588,0.6931471805599453,1.9459101490553132,0.0,1,1,1,1,0,baaivision/EVE,2025-07,1
control,believethehype/nostrdvm,2024-02,48,24,22,102,25,77,77,32,,0,0,,0,22.0,22.0,102.0,102.0,0.0,9.0,93.0,0.088235294117647,6.0,19.0,3.0,74.0,77.0,True,both,1,0,control,control,0,0,4.634728988229636,2.302585092994046,4.543294782270004,68.0,13244.0,9692,2,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.23410650459726,1.0986122886681096,1.791759469228055,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-02,1
control,believethehype/nostrdvm,2024-03,80,55,47,212,69,143,141,48,,0,0,,0,47.0,47.0,212.0,212.0,0.0,16.0,196.0,0.0754716981132075,13.0,56.0,3.0,140.0,141.0,True,both,1,0,control,control,0,0,5.3612921657094255,2.833213344056216,5.2832037287379885,97.0,16371.0,11395,3,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.584967478670571,1.3862943611198906,0.6931471805599453,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-03,1
control,believethehype/nostrdvm,2024-05,53,42,39,239,30,209,96,38,,0,0,,0,39.0,39.0,239.0,239.0,0.0,24.0,215.0,0.100418410041841,6.0,24.0,18.0,191.0,96.0,True,both,1,0,control,control,0,0,5.480638923341991,3.218875824868201,5.375278407684165,158.0,19444.0,12705,2,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.0689042022202315,1.0986122886681096,1.6094379124341003,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-05,1
control,believethehype/nostrdvm,2024-07,34,32,29,131,72,59,100,27,,0,0,,0,29.0,29.0,131.0,131.0,0.0,17.0,114.0,0.1297709923664122,16.0,56.0,1.0,58.0,100.0,True,both,1,0,control,control,0,0,4.882801922586371,2.8903717578961645,4.74493212836325,219.0,23459.0,16648,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.393627546352361,1.0986122886681096,0.0,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-07,1
control,believethehype/nostrdvm,2024-08,46,42,34,256,95,161,176,50,,0,0,,0,34.0,34.0,256.0,256.0,0.0,24.0,232.0,0.09375,19.0,76.0,5.0,156.0,176.0,True,both,1,0,control,control,0,0,5.54907608489522,3.218875824868201,5.4510384535657,250.0,26268.0,19444,2,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.5254529391317835,1.0986122886681096,0.6931471805599453,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-08,1
control,believethehype/nostrdvm,2024-09,43,42,31,241,25,216,161,59,,0,0,,0,31.0,31.0,241.0,241.0,0.0,12.0,229.0,0.0497925311203319,2.0,23.0,10.0,206.0,161.0,True,both,1,0,control,control,0,0,5.488937726156687,2.5649493574615367,5.438079308923196,281.0,27395.0,20101,2,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.641907070938114,1.0986122886681096,1.6094379124341003,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-09,1
control,believethehype/nostrdvm,2024-10,52,42,22,48,23,25,41,22,,0,0,,0,22.0,22.0,48.0,48.0,0.0,4.0,44.0,0.0833333333333333,4.0,19.0,0.0,25.0,41.0,True,both,1,0,control,control,0,0,3.8918202981106265,1.6094379124341005,3.80666248977032,311.0,27452.0,20712,4,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.7430031878094825,1.6094379124341003,1.6094379124341003,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-10,1
control,believethehype/nostrdvm,2024-11,93,89,54,843,66,777,391,107,,0,0,,0,54.0,54.0,843.0,843.0,0.0,56.0,787.0,0.066429418742586,16.0,50.0,40.0,737.0,391.0,True,both,1,0,control,control,0,0,6.738152494595957,4.04305126783455,6.669498089857879,342.0,28510.0,21514,2,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.8377304471659395,1.0986122886681096,2.0794415416798357,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-11,1
control,believethehype/nostrdvm,2024-12,34,28,23,165,30,135,113,48,,0,0,,0,23.0,23.0,165.0,165.0,0.0,8.0,157.0,0.0484848484848484,7.0,23.0,1.0,134.0,113.0,True,both,1,0,control,control,0,0,5.111987788356544,2.19722457733622,5.062595033026967,372.0,29654.0,22605,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.921578419643815,1.0986122886681096,1.0986122886681096,0.0,1,1,1,1,0,believethehype/nostrdvm,2024-12,1
control,believethehype/nostrdvm,2025-02,20,18,15,201,79,122,163,82,,0,0,,0,15.0,15.0,201.0,201.0,0.0,41.0,160.0,0.2039800995024875,34.0,45.0,7.0,115.0,163.0,True,both,1,0,control,control,0,0,5.308267697401205,3.737669618283368,5.081404364984463,434.0,32117.0,25092,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.075346031088684,0.6931471805599453,1.3862943611198906,0.0,1,1,1,1,0,believethehype/nostrdvm,2025-02,1
control,believethehype/nostrdvm,2025-03,1,1,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453,462.0,32117.0,25092,1,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.137727054086234,0.6931471805599453,1.6094379124341003,0.0,1,1,1,1,0,believethehype/nostrdvm,2025-03,1
control,believethehype/nostrdvm,2025-04,3,3,3,4,0,4,3,2,,0,0,,0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,True,both,1,0,control,control,0,0,1.6094379124341005,0.0,1.6094379124341005,493.0,32121.0,25096,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.202535517187922,0.6931471805599453,0.0,0.0,1,1,1,1,0,believethehype/nostrdvm,2025-04,1
control,believethehype/nostrdvm,2025-05,4,4,3,9,5,4,7,2,,0,0,,0,3.0,3.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,4.0,7.0,True,both,1,0,control,control,0,0,2.302585092994046,0.0,2.302585092994046,523.0,32222.0,25197,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.261491684321042,0.6931471805599453,0.6931471805599453,0.0,1,1,1,1,0,believethehype/nostrdvm,2025-05,1
control,believethehype/nostrdvm,2025-08,3,3,3,9,1,8,8,5,,0,0,,0,3.0,3.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,8.0,8.0,True,both,1,0,control,control,0,0,2.302585092994046,0.0,2.302585092994046,615.0,32259.0,25234,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.423246963533519,0.6931471805599453,0.0,0.0,1,1,1,1,0,believethehype/nostrdvm,2025-08,1
control,bobokun/actualtap-py,2024-07,30,17,12,36,25,11,25,8,,0,0,,0,12.0,12.0,36.0,36.0,0.0,18.0,18.0,0.5,14.0,11.0,4.0,7.0,25.0,True,both,1,0,control,control,0,0,3.610917912644224,2.9444389791664403,2.9444389791664403,0.0,258.0,244,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.791759469228055,1.791759469228055,0.0,1,1,1,1,0,bobokun/actualtap-py,2024-07,1
control,bobokun/actualtap-py,2024-10,7,1,1,5,2,3,5,4,,0,0,,0,1.0,1.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,5.0,True,both,1,0,control,control,0,0,1.791759469228055,0.0,1.791759469228055,71.0,301.0,288,4,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.276666119016055,1.6094379124341003,1.9459101490553132,1.9459101490553132,1,1,1,1,0,bobokun/actualtap-py,2024-10,1
control,bobokun/actualtap-py,2024-11,9,6,3,10,3,7,8,6,,0,0,,0,3.0,3.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,7.0,8.0,True,both,1,0,control,control,0,0,2.3978952727983707,0.0,2.3978952727983707,102.0,343.0,330,4,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.634728988229636,1.6094379124341003,1.6094379124341003,1.0986122886681096,1,1,1,1,0,bobokun/actualtap-py,2024-11,1
control,bobokun/actualtap-py,2024-12,7,2,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453,132.0,347.0,334,5,8.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.890349128221754,1.791759469228055,2.197224577336219,1.3862943611198906,1,1,1,1,0,bobokun/actualtap-py,2024-12,1
control,bobokun/actualtap-py,2025-01,5,1,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453,163.0,348.0,335,3,4.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.099866427824198,1.3862943611198906,1.6094379124341003,1.9459101490553132,1,1,1,1,0,bobokun/actualtap-py,2025-01,1
control,bobokun/actualtap-py,2025-04,5,2,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453,253.0,348.0,335,2,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.537334267018537,1.0986122886681096,1.3862943611198906,0.6931471805599453,1,1,1,1,0,bobokun/actualtap-py,2025-04,1
control,bobokun/actualtap-py,2025-06,8,1,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453,314.0,348.0,335,3,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.752572638825633,1.3862943611198906,1.0986122886681096,0.0,1,1,1,1,0,bobokun/actualtap-py,2025-06,1
control,bobokun/actualtap-py,2025-07,23,6,5,88,75,13,80,14,,0,0,,0,5.0,5.0,88.0,88.0,0.0,21.0,67.0,0.2386363636363636,20.0,55.0,1.0,12.0,80.0,True,both,1,0,control,control,0,0,4.48863636973214,3.091042453358316,4.219507705176107,344.0,959.0,1052,3,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.843544417031359,1.3862943611198906,1.3862943611198906,1.791759469228055,1,1,1,1,0,bobokun/actualtap-py,2025-07,1
control,bropines/chrome-lens-py,2024-08,14,3,2,44,26,18,26,6,,0,0,,0,2.0,2.0,44.0,44.0,0.0,13.0,31.0,0.2954545454545454,8.0,18.0,5.0,13.0,26.0,True,both,1,0,control,control,0,0,3.80666248977032,2.639057329615259,3.4657359027997265,0.0,352.0,375,2,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0986122886681096,1.6094379124341003,1.3862943611198906,1,1,1,1,0,bropines/chrome-lens-py,2024-08,1
control,bropines/chrome-lens-py,2024-09,10,3,2,34,14,20,25,6,,0,0,,0,2.0,2.0,34.0,34.0,0.0,7.0,27.0,0.2058823529411764,5.0,9.0,2.0,18.0,25.0,True,both,1,0,control,control,0,0,3.555348061489413,2.079441541679836,3.332204510175204,20.0,547.0,586,3,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.044522437723423,1.3862943611198906,1.9459101490553132,0.6931471805599453,1,1,1,1,0,bropines/chrome-lens-py,2024-09,1
control,bropines/chrome-lens-py,2024-10,5,3,3,45,4,41,32,7,,0,0,,0,3.0,3.0,45.0,45.0,0.0,8.0,37.0,0.1777777777777777,2.0,2.0,6.0,35.0,32.0,True,both,1,0,control,control,0,0,3.828641396489095,2.19722457733622,3.6375861597263857,50.0,606.0,646,2,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9318256327243257,1.0986122886681096,1.6094379124341003,1.3862943611198906,1,1,1,1,0,bropines/chrome-lens-py,2024-10,1
control,bropines/chrome-lens-py,2024-11,6,5,4,48,13,35,33,6,,0,0,,0,4.0,4.0,48.0,48.0,0.0,4.0,44.0,0.0833333333333333,2.0,11.0,2.0,33.0,33.0,True,both,1,0,control,control,0,0,3.8918202981106265,1.6094379124341005,3.80666248977032,81.0,903.0,943,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.406719247264253,0.6931471805599453,0.6931471805599453,1.3862943611198906,1,1,1,1,0,bropines/chrome-lens-py,2024-11,1
control,bropines/chrome-lens-py,2024-12,1,1,1,9,1,8,9,2,,0,0,,0,1.0,1.0,9.0,9.0,0.0,4.0,5.0,0.4444444444444444,1.0,0.0,3.0,5.0,9.0,True,both,1,0,control,control,0,0,2.302585092994046,1.6094379124341005,1.791759469228055,111.0,976.0,1017,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.718498871295094,0.6931471805599453,0.6931471805599453,0.0,1,1,1,1,0,bropines/chrome-lens-py,2024-12,1
control,bropines/chrome-lens-py,2025-01,3,2,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453,142.0,985.0,1026,3,2.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.962844630259907,1.3862943611198906,1.0986122886681096,2.0794415416798357,1,1,1,1,0,bropines/chrome-lens-py,2025-01,1
