function_line_count,events,agc_events,hwc_events,repositories,share_of_total,cumulative_events_le,cumulative_share_le,agc_ratio
338,6,1,5,6,1.331711604534922e-05,448223,0.9948396175324272,0.16666666666666666
339,8,0,8,7,1.775615472713229e-05,448231,0.9948573736871543,0.0
340,18,7,11,5,3.9951348136047657e-05,448249,0.9948973250352904,0.3888888888888889
341,15,0,15,8,3.329279011337305e-05,448264,0.9949306178254037,0.0
342,8,1,7,6,1.775615472713229e-05,448272,0.9949483739801309,0.125
343,9,0,9,7,1.9975674068023828e-05,448281,0.9949683496541989,0.0
344,20,0,20,8,4.439038681783073e-05,448301,0.9950127400410167,0.0
345,12,0,12,7,2.663423209069844e-05,448313,0.9950393742731074,0.0
346,17,0,17,7,3.773182879515612e-05,448330,0.9950771061019026,0.0
347,17,0,17,11,3.773182879515612e-05,448347,0.9951148379306978,0.0
348,17,1,16,11,3.773182879515612e-05,448364,0.9951525697594928,0.058823529411764705
349,7,0,7,4,1.5536635386240755e-05,448371,0.9951681063948791,0.0
350,9,0,9,5,1.9975674068023828e-05,448380,0.9951880820689472,0.0
351,11,1,10,7,2.4414712749806902e-05,448391,0.995212496781697,0.09090909090909091
352,3,0,3,3,6.65855802267461e-06,448394,0.9952191553397196,0.0
353,2,0,2,2,4.439038681783073e-06,448396,0.9952235943784015,0.0
354,10,0,10,7,2.2195193408915365e-05,448406,0.9952457895718103,0.0
355,2,0,2,1,4.439038681783073e-06,448408,0.9952502286104921,0.0
356,4,0,4,3,8.878077363566146e-06,448412,0.9952591066878557,0.0
357,9,0,9,4,1.9975674068023828e-05,448421,0.9952790823619238,0.0
358,4,0,4,4,8.878077363566146e-06,448425,0.9952879604392872,0.0
359,8,2,6,4,1.775615472713229e-05,448433,0.9953057165940145,0.25
360,2,0,2,2,4.439038681783073e-06,448435,0.9953101556326962,0.0
361,8,0,8,5,1.775615472713229e-05,448443,0.9953279117874233,0.0
362,6,0,6,3,1.331711604534922e-05,448449,0.9953412289034687,0.0
363,4,0,4,3,8.878077363566146e-06,448453,0.9953501069808323,0.0
364,8,0,8,4,1.775615472713229e-05,448461,0.9953678631355594,0.0
365,9,0,9,5,1.9975674068023828e-05,448470,0.9953878388096273,0.0
366,15,2,13,8,3.329279011337305e-05,448485,0.9954211315997408,0.13333333333333333
367,7,0,7,6,1.5536635386240755e-05,448492,0.995436668235127,0.0
368,19,1,18,6,4.21708674769392e-05,448511,0.9954788391026039,0.05263157894736842
369,18,3,15,10,3.9951348136047657e-05,448529,0.99551879045074,0.16666666666666666
370,8,0,8,4,1.775615472713229e-05,448537,0.9955365466054671,0.0
371,7,0,7,4,1.5536635386240755e-05,448544,0.9955520832408533,0.0
372,19,0,19,9,4.21708674769392e-05,448563,0.9955942541083302,0.0
373,5,0,5,3,1.1097596704457683e-05,448568,0.9956053517050347,0.0
374,6,0,6,3,1.331711604534922e-05,448574,0.9956186688210801,0.0
375,7,0,7,5,1.5536635386240755e-05,448581,0.9956342054564663,0.0
376,5,0,5,3,1.1097596704457683e-05,448586,0.9956453030531708,0.0
377,20,1,19,12,4.439038681783073e-05,448606,0.9956896934399886,0.05
378,5,1,4,2,1.1097596704457683e-05,448611,0.9957007910366931,0.2
379,1,0,1,1,2.2195193408915364e-06,448612,0.9957030105560339,0.0
380,8,0,8,5,1.775615472713229e-05,448620,0.9957207667107612,0.0
381,4,0,4,2,8.878077363566146e-06,448624,0.9957296447881246,0.0
382,12,0,12,6,2.663423209069844e-05,448636,0.9957562790202154,0.0
383,3,0,3,3,6.65855802267461e-06,448639,0.9957629375782381,0.0
384,10,0,10,6,2.2195193408915365e-05,448649,0.9957851327716469,0.0
385,14,1,13,7,3.107327077248151e-05,448663,0.9958162060424195,0.07142857142857142
386,7,1,6,5,1.5536635386240755e-05,448670,0.9958317426778057,0.14285714285714285
387,3,0,3,3,6.65855802267461e-06,448673,0.9958384012358283,0.0
388,8,1,7,5,1.775615472713229e-05,448681,0.9958561573905556,0.125
389,8,1,7,5,1.775615472713229e-05,448689,0.9958739135452827,0.125
390,6,0,6,3,1.331711604534922e-05,448695,0.995887230661328,0.0
391,11,0,11,4,2.4414712749806902e-05,448706,0.9959116453740778,0.0
392,13,1,12,7,2.8853751431589976e-05,448719,0.9959404991255094,0.07692307692307693
393,8,0,8,4,1.775615472713229e-05,448727,0.9959582552802365,0.0
394,6,1,5,5,1.331711604534922e-05,448733,0.9959715723962819,0.16666666666666666
395,7,0,7,3,1.5536635386240755e-05,448740,0.9959871090316681,0.0
396,13,0,13,8,2.8853751431589976e-05,448753,0.9960159627830997,0.0
397,10,0,10,6,2.2195193408915365e-05,448763,0.9960381579765086,0.0
398,7,0,7,5,1.5536635386240755e-05,448770,0.9960536946118949,0.0
399,10,0,10,4,2.2195193408915365e-05,448780,0.9960758898053038,0.0
400,8,1,7,3,1.775615472713229e-05,448788,0.9960936459600309,0.125
401,8,0,8,4,1.775615472713229e-05,448796,0.996111402114758,0.0
402,3,0,3,2,6.65855802267461e-06,448799,0.9961180606727807,0.0
403,11,0,11,3,2.4414712749806902e-05,448810,0.9961424753855305,0.0
404,5,0,5,4,1.1097596704457683e-05,448815,0.996153572982235,0.0
405,7,0,7,5,1.5536635386240755e-05,448822,0.9961691096176212,0.0
406,15,0,15,2,3.329279011337305e-05,448837,0.9962024024077346,0.0
407,6,0,6,3,1.331711604534922e-05,448843,0.99621571952378,0.0
408,4,0,4,2,8.878077363566146e-06,448847,0.9962245976011435,0.0
409,2,0,2,2,4.439038681783073e-06,448849,0.9962290366398253,0.0
410,1,1,0,1,2.2195193408915364e-06,448850,0.9962312561591662,1.0
411,5,1,4,4,1.1097596704457683e-05,448855,0.9962423537558707,0.2
412,6,1,5,4,1.331711604534922e-05,448861,0.996255670871916,0.16666666666666666
413,5,2,3,2,1.1097596704457683e-05,448866,0.9962667684686204,0.4
414,7,0,7,3,1.5536635386240755e-05,448873,0.9962823051040067,0.0
415,1,0,1,1,2.2195193408915364e-06,448874,0.9962845246233476,0.0
416,3,1,2,3,6.65855802267461e-06,448877,0.9962911831813702,0.3333333333333333
417,14,5,9,3,3.107327077248151e-05,448891,0.9963222564521427,0.35714285714285715
418,6,3,3,5,1.331711604534922e-05,448897,0.996335573568188,0.5
419,4,1,3,4,8.878077363566146e-06,448901,0.9963444516455516,0.25
420,6,0,6,6,1.331711604534922e-05,448907,0.996357768761597,0.0
421,6,1,5,6,1.331711604534922e-05,448913,0.9963710858776423,0.16666666666666666
422,5,1,4,3,1.1097596704457683e-05,448918,0.9963821834743468,0.2
423,5,2,3,4,1.1097596704457683e-05,448923,0.9963932810710513,0.4
424,3,0,3,2,6.65855802267461e-06,448926,0.9963999396290739,0.0
425,7,1,6,3,1.5536635386240755e-05,448933,0.9964154762644601,0.14285714285714285
426,3,0,3,3,6.65855802267461e-06,448936,0.9964221348224829,0.0
427,3,0,3,3,6.65855802267461e-06,448939,0.9964287933805055,0.0
428,4,1,3,4,8.878077363566146e-06,448943,0.9964376714578691,0.25
429,1,1,0,1,2.2195193408915364e-06,448944,0.99643989097721,1.0
430,2,0,2,2,4.439038681783073e-06,448946,0.9964443300158917,0.0
431,5,0,5,4,1.1097596704457683e-05,448951,0.9964554276125962,0.0
432,9,1,8,6,1.9975674068023828e-05,448960,0.9964754032866643,0.1111111111111111
433,5,0,5,4,1.1097596704457683e-05,448965,0.9964865008833687,0.0
434,6,1,5,4,1.331711604534922e-05,448971,0.996499817999414,0.16666666666666666
435,5,0,5,4,1.1097596704457683e-05,448976,0.9965109155961185,0.0
436,3,0,3,2,6.65855802267461e-06,448979,0.9965175741541412,0.0
437,4,0,4,3,8.878077363566146e-06,448983,0.9965264522315047,0.0
438,5,1,4,3,1.1097596704457683e-05,448988,0.9965375498282092,0.2
439,4,0,4,3,8.878077363566146e-06,448992,0.9965464279055728,0.0
440,8,0,8,4,1.775615472713229e-05,449000,0.9965641840602999,0.0
441,10,0,10,6,2.2195193408915365e-05,449010,0.9965863792537089,0.0
442,5,0,5,3,1.1097596704457683e-05,449015,0.9965974768504132,0.0
443,4,1,3,3,8.878077363566146e-06,449019,0.9966063549277768,0.25
444,2,0,2,1,4.439038681783073e-06,449021,0.9966107939664586,0.0
445,4,0,4,3,8.878077363566146e-06,449025,0.9966196720438222,0.0
446,7,1,6,3,1.5536635386240755e-05,449032,0.9966352086792084,0.14285714285714285
447,4,1,3,4,8.878077363566146e-06,449036,0.996644086756572,0.25
448,7,3,4,2,1.5536635386240755e-05,449043,0.9966596233919582,0.42857142857142855
449,12,0,12,7,2.663423209069844e-05,449055,0.9966862576240489,0.0
450,4,0,4,4,8.878077363566146e-06,449059,0.9966951357014125,0.0
451,7,1,6,2,1.5536635386240755e-05,449066,0.9967106723367988,0.14285714285714285
452,4,0,4,4,8.878077363566146e-06,449070,0.9967195504141623,0.0
453,5,1,4,4,1.1097596704457683e-05,449075,0.9967306480108667,0.2
454,5,0,5,3,1.1097596704457683e-05,449080,0.9967417456075712,0.0
456,2,0,2,2,4.439038681783073e-06,449082,0.996746184646253,0.0
457,4,0,4,3,8.878077363566146e-06,449086,0.9967550627236166,0.0
458,4,0,4,4,8.878077363566146e-06,449090,0.9967639408009802,0.0
459,2,2,0,1,4.439038681783073e-06,449092,0.9967683798396619,1.0
460,4,1,3,3,8.878077363566146e-06,449096,0.9967772579170255,0.25
461,3,1,2,2,6.65855802267461e-06,449099,0.9967839164750482,0.3333333333333333
462,4,1,3,3,8.878077363566146e-06,449103,0.9967927945524118,0.25
463,1,0,1,1,2.2195193408915364e-06,449104,0.9967950140717526,0.0
464,4,0,4,2,8.878077363566146e-06,449108,0.9968038921491161,0.0
465,1,0,1,1,2.2195193408915364e-06,449109,0.9968061116684571,0.0
466,3,0,3,3,6.65855802267461e-06,449112,0.9968127702264797,0.0
467,3,1,2,2,6.65855802267461e-06,449115,0.9968194287845025,0.3333333333333333
468,1,0,1,1,2.2195193408915364e-06,449116,0.9968216483038433,0.0
469,11,4,7,4,2.4414712749806902e-05,449127,0.9968460630165932,0.36363636363636365
470,4,2,2,2,8.878077363566146e-06,449131,0.9968549410939567,0.5
472,2,0,2,2,4.439038681783073e-06,449133,0.9968593801326385,0.0
473,1,0,1,1,2.2195193408915364e-06,449134,0.9968615996519794,0.0
474,4,0,4,2,8.878077363566146e-06,449138,0.9968704777293429,0.0
477,2,0,2,1,4.439038681783073e-06,449140,0.9968749167680248,0.0
478,7,0,7,3,1.5536635386240755e-05,449147,0.996890453403411,0.0
479,1,0,1,1,2.2195193408915364e-06,449148,0.9968926729227519,0.0
480,2,0,2,1,4.439038681783073e-06,449150,0.9968971119614336,0.0
481,3,0,3,2,6.65855802267461e-06,449153,0.9969037705194563,0.0
482,2,1,1,2,4.439038681783073e-06,449155,0.9969082095581381,0.5
484,2,0,2,1,4.439038681783073e-06,449157,0.9969126485968198,0.0
485,4,0,4,3,8.878077363566146e-06,449161,0.9969215266741834,0.0
486,1,0,1,1,2.2195193408915364e-06,449162,0.9969237461935243,0.0
487,6,0,6,4,1.331711604534922e-05,449168,0.9969370633095697,0.0
488,4,0,4,3,8.878077363566146e-06,449172,0.9969459413869333,0.0
489,7,1,6,5,1.5536635386240755e-05,449179,0.9969614780223195,0.14285714285714285
490,9,0,9,3,1.9975674068023828e-05,449188,0.9969814536963875,0.0
491,4,0,4,3,8.878077363566146e-06,449192,0.9969903317737511,0.0
492,4,0,4,3,8.878077363566146e-06,449196,0.9969992098511147,0.0
493,1,0,1,1,2.2195193408915364e-06,449197,0.9970014293704555,0.0
495,6,0,6,3,1.331711604534922e-05,449203,0.9970147464865009,0.0
496,3,0,3,2,6.65855802267461e-06,449206,0.9970214050445235,0.0
497,5,2,3,3,1.1097596704457683e-05,449211,0.997032502641228,0.4
498,13,0,13,2,2.8853751431589976e-05,449224,0.9970613563926596,0.0
499,1,0,1,1,2.2195193408915364e-06,449225,0.9970635759120005,0.0
500,1,0,1,1,2.2195193408915364e-06,449226,0.9970657954313414,0.0
501,3,0,3,2,6.65855802267461e-06,449229,0.9970724539893641,0.0
502,4,0,4,1,8.878077363566146e-06,449233,0.9970813320667277,0.0
503,3,0,3,3,6.65855802267461e-06,449236,0.9970879906247503,0.0
504,3,1,2,2,6.65855802267461e-06,449239,0.997094649182773,0.3333333333333333
505,11,0,11,3,2.4414712749806902e-05,449250,0.9971190638955227,0.0
506,1,0,1,1,2.2195193408915364e-06,449251,0.9971212834148637,0.0
507,2,0,2,2,4.439038681783073e-06,449253,0.9971257224535455,0.0
508,2,0,2,2,4.439038681783073e-06,449255,0.9971301614922272,0.0
509,10,0,10,3,2.2195193408915365e-05,449265,0.9971523566856362,0.0
510,3,0,3,2,6.65855802267461e-06,449268,0.9971590152436588,0.0
511,14,1,13,3,3.107327077248151e-05,449282,0.9971900885144314,0.07142857142857142
512,4,0,4,2,8.878077363566146e-06,449286,0.9971989665917949,0.0
513,15,4,11,2,3.329279011337305e-05,449301,0.9972322593819083,0.26666666666666666
514,10,0,10,3,2.2195193408915365e-05,449311,0.9972544545753171,0.0
515,13,0,13,2,2.8853751431589976e-05,449324,0.9972833083267487,0.0
516,6,0,6,1,1.331711604534922e-05,449330,0.9972966254427941,0.0
517,5,0,5,1,1.1097596704457683e-05,449335,0.9973077230394986,0.0
518,16,0,16,3,3.551230945426458e-05,449351,0.9973432353489529,0.0
519,10,1,9,4,2.2195193408915365e-05,449361,0.9973654305423617,0.1
520,14,0,14,1,3.107327077248151e-05,449375,0.9973965038131343,0.0
521,14,0,14,4,3.107327077248151e-05,449389,0.9974275770839067,0.0
522,13,0,13,2,2.8853751431589976e-05,449402,0.9974564308353383,0.0
523,12,0,12,2,2.663423209069844e-05,449414,0.997483065067429,0.0
524,18,0,18,3,3.9951348136047657e-05,449432,0.9975230164155651,0.0
525,14,0,14,3,3.107327077248151e-05,449446,0.9975540896863375,0.0
526,19,2,17,4,4.21708674769392e-05,449465,0.9975962605538145,0.10526315789473684
527,9,0,9,2,1.9975674068023828e-05,449474,0.9976162362278825,0.0
528,16,0,16,6,3.551230945426458e-05,449490,0.9976517485373367,0.0
529,15,4,11,2,3.329279011337305e-05,449505,0.9976850413274502,0.26666666666666666
530,9,2,7,5,1.9975674068023828e-05,449514,0.9977050170015181,0.2222222222222222
531,5,0,5,1,1.1097596704457683e-05,449519,0.9977161145982226,0.0
532,7,1,6,2,1.5536635386240755e-05,449526,0.9977316512336089,0.14285714285714285
533,8,0,8,2,1.775615472713229e-05,449534,0.997749407388336,0.0
534,10,1,9,3,2.2195193408915365e-05,449544,0.9977716025817449,0.1
535,11,1,10,3,2.4414712749806902e-05,449555,0.9977960172944947,0.09090909090909091
536,6,0,6,1,1.331711604534922e-05,449561,0.9978093344105401,0.0
537,12,0,12,3,2.663423209069844e-05,449573,0.9978359686426308,0.0
538,8,0,8,3,1.775615472713229e-05,449581,0.9978537247973579,0.0
539,15,1,14,4,3.329279011337305e-05,449596,0.9978870175874712,0.06666666666666667
540,10,1,9,2,2.2195193408915365e-05,449606,0.9979092127808802,0.1
541,15,1,14,2,3.329279011337305e-05,449621,0.9979425055709935,0.06666666666666667
542,11,0,11,5,2.4414712749806902e-05,449632,0.9979669202837433,0.0
543,15,2,13,4,3.329279011337305e-05,449647,0.9980002130738568,0.13333333333333333
544,9,3,6,4,1.9975674068023828e-05,449656,0.9980201887479248,0.3333333333333333
545,17,0,17,4,3.773182879515612e-05,449673,0.9980579205767199,0.0
546,4,0,4,2,8.878077363566146e-06,449677,0.9980667986540834,0.0
547,18,0,18,2,3.9951348136047657e-05,449695,0.9981067500022195,0.0
548,6,1,5,5,1.331711604534922e-05,449701,0.9981200671182648,0.16666666666666666
549,18,0,18,3,3.9951348136047657e-05,449719,0.9981600184664009,0.0
550,4,0,4,2,8.878077363566146e-06,449723,0.9981688965437645,0.0
551,12,0,12,3,2.663423209069844e-05,449735,0.9981955307758552,0.0
552,4,0,4,3,8.878077363566146e-06,449739,0.9982044088532187,0.0
553,11,0,11,2,2.4414712749806902e-05,449750,0.9982288235659685,0.0
554,4,0,4,2,8.878077363566146e-06,449754,0.9982377016433321,0.0
555,11,0,11,1,2.4414712749806902e-05,449765,0.998262116356082,0.0
556,1,0,1,1,2.2195193408915364e-06,449766,0.9982643358754228,0.0
557,10,2,8,2,2.2195193408915365e-05,449776,0.9982865310688317,0.2
558,1,0,1,1,2.2195193408915364e-06,449777,0.9982887505881727,0.0
559,11,1,10,5,2.4414712749806902e-05,449788,0.9983131653009224,0.09090909090909091
560,5,0,5,1,1.1097596704457683e-05,449793,0.9983242628976269,0.0
561,12,1,11,3,2.663423209069844e-05,449805,0.9983508971297176,0.08333333333333333
562,3,0,3,2,6.65855802267461e-06,449808,0.9983575556877403,0.0
563,10,0,10,4,2.2195193408915365e-05,449818,0.9983797508811492,0.0
564,1,0,1,1,2.2195193408915364e-06,449819,0.99838197040049,0.0
565,13,0,13,4,2.8853751431589976e-05,449832,0.9984108241519216,0.0
566,4,0,4,3,8.878077363566146e-06,449836,0.9984197022292852,0.0
567,6,0,6,1,1.331711604534922e-05,449842,0.9984330193453306,0.0
568,5,0,5,2,1.1097596704457683e-05,449847,0.998444116942035,0.0
569,13,0,13,4,2.8853751431589976e-05,449860,0.9984729706934666,0.0
570,4,0,4,1,8.878077363566146e-06,449864,0.9984818487708302,0.0
571,9,0,9,3,1.9975674068023828e-05,449873,0.9985018244448982,0.0
572,5,0,5,1,1.1097596704457683e-05,449878,0.9985129220416027,0.0
573,10,0,10,3,2.2195193408915365e-05,449888,0.9985351172350115,0.0
574,5,1,4,2,1.1097596704457683e-05,449893,0.998546214831716,0.2
575,8,0,8,2,1.775615472713229e-05,449901,0.9985639709864432,0.0
576,5,0,5,2,1.1097596704457683e-05,449906,0.9985750685831476,0.0
577,6,1,5,3,1.331711604534922e-05,449912,0.998588385699193,0.16666666666666666
578,7,0,7,2,1.5536635386240755e-05,449919,0.9986039223345792,0.0
579,5,0,5,3,1.1097596704457683e-05,449924,0.9986150199312837,0.0
580,7,0,7,3,1.5536635386240755e-05,449931,0.9986305565666699,0.0
581,4,0,4,1,8.878077363566146e-06,449935,0.9986394346440335,0.0
582,6,0,6,3,1.331711604534922e-05,449941,0.9986527517600788,0.0
583,7,0,7,2,1.5536635386240755e-05,449948,0.9986682883954651,0.0
584,4,0,4,3,8.878077363566146e-06,449952,0.9986771664728287,0.0
585,7,0,7,4,1.5536635386240755e-05,449959,0.9986927031082149,0.0
586,1,1,0,1,2.2195193408915364e-06,449960,0.9986949226275558,1.0
587,7,0,7,1,1.5536635386240755e-05,449967,0.998710459262942,0.0
588,2,0,2,2,4.439038681783073e-06,449969,0.9987148983016239,0.0
589,12,0,12,2,2.663423209069844e-05,449981,0.9987415325337144,0.0
590,1,1,0,1,2.2195193408915364e-06,449982,0.9987437520530554,1.0
591,18,0,18,2,3.9951348136047657e-05,450000,0.9987837034011915,0.0
592,4,0,4,1,8.878077363566146e-06,450004,0.998792581478555,0.0
593,15,0,15,2,3.329279011337305e-05,450019,0.9988258742686684,0.0
594,8,0,8,3,1.775615472713229e-05,450027,0.9988436304233955,0.0
595,13,0,13,2,2.8853751431589976e-05,450040,0.9988724841748271,0.0
596,4,0,4,1,8.878077363566146e-06,450044,0.9988813622521907,0.0
597,17,3,14,7,3.773182879515612e-05,450061,0.9989190940809858,0.17647058823529413
598,5,0,5,2,1.1097596704457683e-05,450066,0.9989301916776903,0.0
599,7,0,7,3,1.5536635386240755e-05,450073,0.9989457283130765,0.0
600,8,0,8,4,1.775615472713229e-05,450081,0.9989634844678037,0.0
601,2,0,2,2,4.439038681783073e-06,450083,0.9989679235064854,0.0
602,4,0,4,2,8.878077363566146e-06,450087,0.998976801583849,0.0
603,1,0,1,1,2.2195193408915364e-06,450088,0.9989790211031899,0.0
604,3,0,3,3,6.65855802267461e-06,450091,0.9989856796612125,0.0
605,4,0,4,3,8.878077363566146e-06,450095,0.9989945577385761,0.0
606,4,0,4,2,8.878077363566146e-06,450099,0.9990034358159398,0.0
607,3,0,3,2,6.65855802267461e-06,450102,0.9990100943739624,0.0
608,6,0,6,2,1.331711604534922e-05,450108,0.9990234114900077,0.0
609,6,0,6,3,1.331711604534922e-05,450114,0.9990367286060531,0.0
610,7,0,7,4,1.5536635386240755e-05,450121,0.9990522652414393,0.0
611,13,0,13,3,2.8853751431589976e-05,450134,0.9990811189928709,0.0
612,4,0,4,1,8.878077363566146e-06,450138,0.9990899970702345,0.0
613,8,0,8,2,1.775615472713229e-05,450146,0.9991077532249616,0.0
614,5,0,5,4,1.1097596704457683e-05,450151,0.9991188508216661,0.0
615,9,2,7,4,1.9975674068023828e-05,450160,0.999138826495734,0.2222222222222222
616,3,0,3,2,6.65855802267461e-06,450163,0.9991454850537568,0.0
617,6,0,6,1,1.331711604534922e-05,450169,0.9991588021698021,0.0
618,7,0,7,3,1.5536635386240755e-05,450176,0.9991743388051884,0.0
620,4,0,4,2,8.878077363566146e-06,450180,0.999183216882552,0.0
621,6,0,6,3,1.331711604534922e-05,450186,0.9991965339985973,0.0
622,1,0,1,1,2.2195193408915364e-06,450187,0.9991987535179382,0.0
623,3,0,3,2,6.65855802267461e-06,450190,0.9992054120759608,0.0
624,1,0,1,1,2.2195193408915364e-06,450191,0.9992076315953017,0.0
625,2,0,2,1,4.439038681783073e-06,450193,0.9992120706339835,0.0
626,2,0,2,2,4.439038681783073e-06,450195,0.9992165096726653,0.0
627,2,0,2,2,4.439038681783073e-06,450197,0.999220948711347,0.0
628,3,0,3,3,6.65855802267461e-06,450200,0.9992276072693698,0.0
629,1,0,1,1,2.2195193408915364e-06,450201,0.9992298267887106,0.0
630,5,0,5,4,1.1097596704457683e-05,450206,0.9992409243854151,0.0
631,1,0,1,1,2.2195193408915364e-06,450207,0.999243143904756,0.0
632,3,0,3,2,6.65855802267461e-06,450210,0.9992498024627786,0.0
633,2,0,2,2,4.439038681783073e-06,450212,0.9992542415014605,0.0
634,1,0,1,1,2.2195193408915364e-06,450213,0.9992564610208013,0.0
635,2,0,2,1,4.439038681783073e-06,450215,0.9992609000594831,0.0
636,1,0,1,1,2.2195193408915364e-06,450216,0.999263119578824,0.0
637,3,0,3,3,6.65855802267461e-06,450219,0.9992697781368467,0.0
638,1,0,1,1,2.2195193408915364e-06,450220,0.9992719976561876,0.0
639,2,0,2,2,4.439038681783073e-06,450222,0.9992764366948693,0.0
640,2,0,2,1,4.439038681783073e-06,450224,0.9992808757335512,0.0
644,1,0,1,1,2.2195193408915364e-06,450225,0.999283095252892,0.0
647,2,0,2,2,4.439038681783073e-06,450227,0.9992875342915738,0.0
648,4,1,3,3,8.878077363566146e-06,450231,0.9992964123689374,0.25
649,1,0,1,1,2.2195193408915364e-06,450232,0.9992986318882783,0.0
652,4,0,4,2,8.878077363566146e-06,450236,0.9993075099656419,0.0
657,2,0,2,2,4.439038681783073e-06,450238,0.9993119490043236,0.0
658,2,0,2,1,4.439038681783073e-06,450240,0.9993163880430054,0.0
659,2,0,2,2,4.439038681783073e-06,450242,0.9993208270816872,0.0
661,2,0,2,2,4.439038681783073e-06,450244,0.999325266120369,0.0
662,1,0,1,1,2.2195193408915364e-06,450245,0.9993274856397099,0.0
663,2,0,2,1,4.439038681783073e-06,450247,0.9993319246783916,0.0
668,1,0,1,1,2.2195193408915364e-06,450248,0.9993341441977326,0.0
673,2,0,2,2,4.439038681783073e-06,450250,0.9993385832364143,0.0
677,4,0,4,1,8.878077363566146e-06,450254,0.9993474613137779,0.0
681,1,0,1,1,2.2195193408915364e-06,450255,0.9993496808331188,0.0
682,1,0,1,1,2.2195193408915364e-06,450256,0.9993519003524597,0.0
683,1,0,1,1,2.2195193408915364e-06,450257,0.9993541198718006,0.0
685,4,3,1,2,8.878077363566146e-06,450261,0.9993629979491642,0.75
686,1,0,1,1,2.2195193408915364e-06,450262,0.999365217468505,0.0
687,2,0,2,2,4.439038681783073e-06,450264,0.9993696565071868,0.0
689,1,0,1,1,2.2195193408915364e-06,450265,0.9993718760265277,0.0
690,1,0,1,1,2.2195193408915364e-06,450266,0.9993740955458685,0.0
691,3,0,3,2,6.65855802267461e-06,450269,0.9993807541038913,0.0
692,1,0,1,1,2.2195193408915364e-06,450270,0.9993829736232321,0.0
694,2,0,2,2,4.439038681783073e-06,450272,0.9993874126619139,0.0
698,4,0,4,2,8.878077363566146e-06,450276,0.9993962907392775,0.0
700,1,0,1,1,2.2195193408915364e-06,450277,0.9993985102586184,0.0
702,1,0,1,1,2.2195193408915364e-06,450278,0.9994007297779592,0.0
703,1,0,1,1,2.2195193408915364e-06,450279,0.9994029492973002,0.0
704,1,0,1,1,2.2195193408915364e-06,450280,0.9994051688166411,0.0
705,1,0,1,1,2.2195193408915364e-06,450281,0.999407388335982,0.0
710,1,1,0,1,2.2195193408915364e-06,450282,0.9994096078553228,1.0
711,3,0,3,1,6.65855802267461e-06,450285,0.9994162664133456,0.0
713,3,0,3,2,6.65855802267461e-06,450288,0.9994229249713682,0.0
714,2,0,2,1,4.439038681783073e-06,450290,0.99942736401005,0.0
715,1,0,1,1,2.2195193408915364e-06,450291,0.9994295835293909,0.0
716,1,0,1,1,2.2195193408915364e-06,450292,0.9994318030487318,0.0
717,5,1,4,3,1.1097596704457683e-05,450297,0.9994429006454362,0.2
721,1,0,1,1,2.2195193408915364e-06,450298,0.9994451201647772,0.0
722,3,0,3,2,6.65855802267461e-06,450301,0.9994517787227998,0.0
723,1,0,1,1,2.2195193408915364e-06,450302,0.9994539982421407,0.0
725,1,0,1,1,2.2195193408915364e-06,450303,0.9994562177614815,0.0
726,2,0,2,1,4.439038681783073e-06,450305,0.9994606568001634,0.0
728,1,0,1,1,2.2195193408915364e-06,450306,0.9994628763195043,0.0
729,1,0,1,1,2.2195193408915364e-06,450307,0.9994650958388451,0.0
730,6,2,4,3,1.331711604534922e-05,450313,0.9994784129548905,0.3333333333333333
741,1,0,1,1,2.2195193408915364e-06,450314,0.9994806324742314,0.0
746,2,0,2,1,4.439038681783073e-06,450316,0.9994850715129132,0.0
747,1,0,1,1,2.2195193408915364e-06,450317,0.9994872910322541,0.0
753,2,0,2,1,4.439038681783073e-06,450319,0.9994917300709358,0.0
754,1,0,1,1,2.2195193408915364e-06,450320,0.9994939495902767,0.0
757,1,0,1,1,2.2195193408915364e-06,450321,0.9994961691096176,0.0
758,1,0,1,1,2.2195193408915364e-06,450322,0.9994983886289586,0.0
759,3,0,3,2,6.65855802267461e-06,450325,0.9995050471869812,0.0
761,2,0,2,2,4.439038681783073e-06,450327,0.9995094862256629,0.0
766,1,0,1,1,2.2195193408915364e-06,450328,0.9995117057450038,0.0
767,1,0,1,1,2.2195193408915364e-06,450329,0.9995139252643448,0.0
771,1,0,1,1,2.2195193408915364e-06,450330,0.9995161447836857,0.0
772,2,0,2,1,4.439038681783073e-06,450332,0.9995205838223674,0.0
773,1,0,1,1,2.2195193408915364e-06,450333,0.9995228033417083,0.0
775,1,0,1,1,2.2195193408915364e-06,450334,0.9995250228610492,0.0
777,1,0,1,1,2.2195193408915364e-06,450335,0.9995272423803901,0.0
778,2,0,2,2,4.439038681783073e-06,450337,0.9995316814190719,0.0
779,1,0,1,1,2.2195193408915364e-06,450338,0.9995339009384128,0.0
780,3,0,3,2,6.65855802267461e-06,450341,0.9995405594964355,0.0
781,1,0,1,1,2.2195193408915364e-06,450342,0.9995427790157764,0.0
782,1,0,1,1,2.2195193408915364e-06,450343,0.9995449985351172,0.0
785,2,0,2,1,4.439038681783073e-06,450345,0.999549437573799,0.0
786,2,0,2,1,4.439038681783073e-06,450347,0.9995538766124809,0.0
787,1,0,1,1,2.2195193408915364e-06,450348,0.9995560961318217,0.0
788,2,0,2,1,4.439038681783073e-06,450350,0.9995605351705035,0.0
